num,Title,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Actorinfluenceaverage,if_actorinfluence,Average Gross for each movie,if_average_gross,googletrends,Total Gross
3407,The World of Jurassic Park 3D,2778,1,3,1,0,05/04/2013,1,7.4,0,0,0,0,619.8376349,453859350
3408,Jurassic World,4291,1,4,1,124,12/06/2015,1,7,145433.3333,1,220200,1,730,652270625
3409,Just a Sigh,6,3,1,0,104,21/03/2014,2,6.5,0,0,0,0,619.8376349,75531
3410,Just Another Love Story,3,6,5,1,100,09/01/2009,16,7.2,0,0,12600,1,174,45835
3411,Just Before I Go,2,1,2,1,95,24/04/2015,1,6.4,21800,1,11,1,553,10970
3413,Just Go with It,3548,1,2,1,117,11/02/2011,1,6.4,56933.33333,1,78300,1,706,103028109
3414,Just Like a Woman,682,2,1,1,87,05/07/2013,1,5.6,0,0,0,0,629,11403
3415,Just One Drop,6,1,3,1,66,22/09/2017,1,6.350375411,0,0,0,0,619.8376349,32886
3416,Just Say Love,1,1,1,0,75,26/03/2010,1,4.8,0,0,0,0,330,3944
3417,Just Wright,1831,1,2,1,100,14/05/2010,1,5.9,60666.66667,1,0,0,618,21540363
3418,Justice Is Mind,1,1,5,1,153,18/08/2013,1,7.5,0,0,0,0,619.8376349,14360
3419,Justin Bieber: Never Say Never,3118,1,3,1,105,11/02/2011,1,1.6,60050,1,0,0,1089,73013910
3420,So B. It,22,1,1,1,0,06/10/2017,1,8.1,0,0,0,0,619.8376349,46006
3421,So Young,3,6,1,1,131,14/06/2013,5,6.4,0,0,0,0,749,11186
3422,So Young 2: Never Gone,21,6,15,1,99,15/07/2016,72,6.8,0,0,0,0,619.8376349,96421
3424,The Social Network,2921,1,6,1,120,01/10/2010,1,7.7,35450,1,86500,1,897,96962694
3425,Sol LeWitt,2,6,3,0,87,07/05/2014,1,6,0,0,0,0,619.8376349,13146
3427,Solar Flare,1,1,4,1,87,06/06/2008,1,2.4,0,0,0,0,619.8376349,4098
3428,Sold,9,6,1,1,94,01/04/2016,1,6.8,10500,1,0,0,2066,57527
3429,Soldiers of Fortune,50,6,4,1,94,03/08/2012,1,4.3,53000,1,0,0,834,38898
3430,Solitary Man,177,1,2,1,90,21/05/2010,1,6.4,37466.66667,1,11700,1,1140,4360548
3431,The Soloist,2090,2,6,1,117,24/04/2009,1,6.7,69500,1,33900,1,833,31720158
3434,Some Velvet Morning,2,1,1,0,84,13/12/2013,1,5.8,55050,1,16600,1,785,6420
3435,Something Borrowed,2904,1,2,1,112,06/05/2011,1,5.9,41066.66667,1,48400,1,907,39046489
3436,Something from Nothing: The Art of Rap,157,2,3,1,106,15/06/2012,1,7.2,0,0,0,0,700,288312
3437,Something in the Air,10,3,1,0,122,03/05/2013,2,6.4,0,0,0,0,343,85154
3438,A Somewhat Gentle Man,3,6,2,0,113,14/01/2011,14,7,0,0,0,0,419,37743
3439,Somewhere,83,1,2,1,97,22/12/2010,1,6.3,0,0,13900,1,704,1785645
3440,Somewhere Only We Know,46,6,1,1,109,13/02/2015,5,5.4,0,0,0,0,640,482341
3441,Somm,9,1,3,0,94,21/06/2013,1,7,0,0,0,0,959,174197
3442,Son of God,3271,1,6,1,138,28/02/2014,1,5.7,0,0,59700,1,628,59700064
3443,The Son of Joseph,3,3,1,1,113,29/09/2016,2,6.7,0,0,0,0,619.8376349,30588
3444,The Son of No One,10,1,5,1,90,04/11/2011,1,5.1,50900,1,0,0,560,30680
3445,Son of Rambow,155,2,4,1,96,02/05/2008,1,7,0,0,107700,1,1127,1785505
3446,Son of Sardaar,109,4,4,0,141,13/11/2012,31,3.9,0,0,0,0,1059,771789
3447,Son of Saul,180,6,1,1,107,18/12/2015,26,7.5,0,0,0,0,697,1777043
3448,The Song,340,1,1,1,116,26/09/2014,1,6,0,0,0,0,1901,1009620
3450,The Song of Sparrows,5,6,1,1,96,03/04/2009,24,8,0,0,0,0,100,116372
3451,Song of the Sea,48,6,7,1,93,19/12/2014,1,8.1,40900,1,0,0,1280,857522
3452,Song One,27,1,1,1,86,23/01/2015,1,5.8,93100,1,0,0,846,32251
3453,Song to Song,95,1,1,1,129,17/03/2017,1,5.8,35700,1,8400,1,911,443684
3454,Songs My Brothers Taught Me,5,1,1,1,98,02/03/2016,1,6.8,0,0,0,0,298,34793
3455,The Sons of Tennessee Williams,1,1,3,0,75,07/10/2011,1,4.1,0,0,0,0,619.8376349,3242
3456,Sophie and the Rising Sun,8,1,1,1,105,20/01/2017,1,6.5,0,0,0,0,247,34630
3457,Sophomore,1,1,2,0,98,13/01/2012,1,7.2,0,0,0,0,619.8376349,18945
3458,The Sorcerer and the White Snake,4,6,4,1,100,08/02/2013,5,5.9,45700,1,0,0,1725,18759
3459,The Sorcerer's Apprentice,3504,1,4,1,109,14/07/2010,1,6.1,43500,1,90700,1,1258,63150991
3460,Sorority Row,2665,1,8,1,101,11/09/2009,1,5.1,0,0,0,0,628,11965282
3461,Soul Kitchen,23,6,2,1,99,20/08/2010,8,7.3,0,0,0,0,1969,276901
3462,Soul Men,2048,1,2,1,100,07/11/2008,1,6.5,61233.33333,1,46300,1,840,12082391
3463,Soul on a String,2,6,1,1,142,19/05/2017,32,6.350375411,0,0,0,0,619.8376349,3669
3464,Soul Power,23,1,3,1,92,10/07/2009,1,7.1,0,0,0,0,471,207121
3465,Soul Surfer,2240,1,6,1,112,08/04/2011,1,7.1,38400,1,16200,1,683,43853424
3466,Souldier,2,1,3,1,72,21/02/2014,1,6.350375411,0,0,0,0,619.8376349,1500
3467,Sound City,50,1,3,0,107,01/02/2013,1,7.8,0,0,0,0,1086,422853
3468,Sound of My Voice,48,1,1,1,85,27/04/2012,1,6.6,2500,1,1400,1,882,408015
3469,Sound of Noise,5,6,2,1,102,09/03/2012,17,7.3,0,0,0,0,974,24565
3470,Source Code,2971,1,12,1,93,01/04/2011,1,7.5,34966.66667,1,35700,1,513,54712227
3471,South of the Border,12,1,3,0,78,25/06/2010,1,7.1,0,0,40300,1,897,198600
3472,Southbound,25,1,13,1,89,05/02/2016,1,5.9,0,0,0,0,1258,23665
3473,Southern Baptist Sissies,3,1,1,0,138,21/02/2014,1,7.1,0,0,0,0,100,30160
3474,Southpaw,2772,6,1,1,124,24/07/2015,1,7.4,46900,1,52300,1,528,52421953
3475,Southside with You,897,1,6,1,84,26/08/2016,1,6.6,0,0,0,0,584,6304223
3476,The We and the I,7,2,1,0,103,08/03/2013,1,6.1,0,0,13500,1,619.8376349,42172
3477,We Are Family,78,4,1,1,115,03/09/2010,3,5.6,0,0,0,0,1571,638144
3478,We Are the Best!,23,6,1,0,102,30/05/2014,17,7.2,0,0,0,0,619.8376349,180590
3479,We Are the Flesh,3,6,1,0,79,13/01/2017,4,4.7,0,0,0,0,972,8438
3480,We Are the Giant,2,1,3,1,92,12/12/2014,11,6.9,0,0,0,0,100,1088
3481,We Are What We Are,17,1,1,1,105,27/09/2013,1,5.9,0,0,0,0,1749,81381
3482,We Are X,12,2,3,1,93,21/10/2016,1,7.8,0,0,0,0,659,45270
3483,We Are Your Friends,2333,2,1,1,96,28/08/2015,1,6.2,28450,1,0,0,883,3591417
3484,We Bought a Zoo,3170,1,2,1,124,23/12/2011,1,7.1,77700,1,50000,1,970,75624550
3485,We Come as Friends,8,3,3,0,110,14/08/2015,1,7.5,0,0,0,0,295,50921
3486,We Have a Pope,27,6,2,0,102,06/04/2012,15,6.7,0,0,0,0,527,548115
3487,We Live in Public,2,1,3,0,91,28/08/2009,1,7.2,0,0,0,0,450,41711
3488,"We Love You, Sally Carmichael!",11,1,2,1,84,04/08/2017,72,8.5,0,0,0,0,619.8376349,113435
3489,We Need to Talk About Kevin,80,2,1,1,112,09/12/2011,1,7.5,43133.33333,1,741,1,1153,1738692
3490,We Own the Night,2402,1,5,1,117,12/10/2007,1,6.9,41750,1,7400,1,796,28563179
3491,We Steal Secrets: The Story of WikiLeaks,25,1,3,1,130,24/05/2013,1,6.9,0,0,0,0,429,166243
3494,We're the Millers,3445,1,2,1,110,07/08/2013,1,7,42700,1,98100,1,894,150394119
3495,Weather Girl,2,1,2,1,92,10/07/2009,1,5.9,0,0,0,0,921,22779
3496,Wedding Doll,7,6,1,1,82,15/04/2016,9,6,0,0,0,0,336,56196
3497,A Wedding Invitation,3,6,1,1,101,24/05/2013,5,6,0,0,0,0,619.8376349,14350
3498,Wedding Palace,6,1,2,1,98,27/09/2013,1,6.2,0,0,0,0,345,19908
3499,The Wedding Plan,123,6,2,1,110,12/05/2017,9,6.7,0,0,0,0,534,1412404
3500,The Wedding Ringer,3003,1,2,1,101,16/01/2015,1,6.7,83850,1,64500,1,530,64460211
3501,The Wedding Song,4,3,1,0,100,09/10/2009,11,6.7,0,0,0,0,704,31160
3502,Weiner,88,1,3,1,96,20/05/2016,1,7.6,0,0,0,0,1049,1676108
3503,The Weird World of Blowfly,1,1,3,1,89,16/09/2011,1,6.4,0,0,0,0,100,3062
3504,Weirdsville,4,5,2,1,90,05/10/2007,1,6.5,0,0,0,0,544,8161
3505,Welcome Back,135,4,4,1,152,04/09/2015,3,4.2,0,0,0,0,850,1388365
3506,"Welcome Home, Roscoe Jenkins",2387,1,2,1,114,08/02/2008,1,5.4,53800,1,46300,1,619.8376349,42436517
3507,Welcome to Happiness,10,1,2,1,108,19/05/2016,1,6.2,32200,1,0,0,275,5083
3508,Welcome to Leith,5,1,3,0,85,09/09/2015,1,7,0,0,0,0,666,36010
3509,Welcome to Me,119,1,2,1,87,01/05/2015,1,5.9,70400,1,0,0,344,608852
3511,Welcome to Pine Hill,1,1,1,0,81,01/03/2013,1,6.1,0,0,0,0,199,6115
3512,Welcome to the Punch,9,2,4,1,99,27/03/2013,1,6.1,42800,1,1100,1,1292,9747
3513,Welcome to the Rileys,11,2,1,1,110,29/10/2010,1,7,35733.33333,1,0,0,1286,158898
3514,The Well-Digger's Daughter,16,3,1,0,107,20/07/2012,2,7.1,0,0,0,0,619.8376349,386368
3515,Wendy and Lucy,40,1,1,1,80,10/12/2008,1,7.1,25700,1,578,1,808,865695
3516,Were the World Mine,4,1,9,0,95,31/10/2008,1,7,0,0,0,0,619.8376349,123789
3517,A Werewolf Boy,20,6,13,0,122,30/11/2012,7,7.4,0,0,0,0,468,342922
3518,West of Memphis,40,6,3,1,147,25/12/2012,1,7.9,0,0,0,0,1402,310154
3519,Wetlands,10,6,2,0,109,05/09/2014,8,5.8,0,0,0,0,584,59478
3520,Wetlands Preserved: The Story of an Activist Nightclub,1,1,3,1,93,14/03/2008,1,7.8,0,0,0,0,619.8376349,2970
3521,Reaching for the Moon,4,6,6,0,118,08/11/2013,1,7,0,0,0,0,660,45502
3522,The Reader,1203,1,1,1,124,10/12/2008,1,7.6,78500,1,25900,1,1150,34194407
3523,Ready,97,4,4,0,145,03/06/2011,3,4.7,0,0,0,0,1152,955148
3524,The Reagan Show,2,1,3,1,74,30/06/2017,1,6.3,0,0,0,0,619.8376349,5500
3525,Real Steel,3440,1,4,1,127,07/10/2011,1,7.1,145750,1,102800,1,803,85468508
3526,The Reaping,2603,1,8,1,99,05/04/2007,1,5.7,58400,1,27500,1,619.8376349,25126214
3527,A Reason,4,1,1,1,112,28/08/2015,1,7.5,0,0,0,0,1234,15792
3528,Rebel in the Rye,82,1,6,1,106,08/09/2017,1,6.4,25650,1,378,1,1018,378294
3529,Rebirth,4,1,10,1,100,31/08/2011,1,4.9,0,0,0,0,1191,12358
3530,[REC] 3: Genesis,8,6,8,1,80,07/09/2012,4,5,0,0,0,0,995,9600
3531,[REC] 4: Apocalypse,5,6,4,1,95,02/01/2015,4,5.4,0,0,0,0,844,837
3532,The Recall,31,5,8,1,90,02/06/2017,1,4.8,31500,1,0,0,1482,22943
3534,RED,3349,1,4,1,111,15/10/2010,1,7.1,53200,1,78900,1,834,90380162
3535,RED 2,3016,1,4,1,116,19/07/2013,1,6.7,42100,1,61400,1,893,53262560
3537,Red Army,84,1,3,1,84,23/01/2015,1,7.6,0,0,0,0,1256,694600
3538,The Red Baron,19,6,4,1,106,19/03/2010,8,6.4,0,0,0,0,634,37189
3539,Red Christmas,3,6,8,0,82,25/08/2017,1,4.7,0,0,0,0,314,2255
3540,Red Cliff,42,6,4,1,148,18/11/2009,5,7.4,0,0,75200,1,1584,627047
3541,Red Flag,1,1,2,0,85,22/02/2013,1,5.4,0,0,0,0,915,2075
3542,Red Herring,28,1,5,1,91,30/10/2015,1,3.2,0,0,0,0,319,49480
3543,Red Hill,5,6,10,1,95,05/11/2010,1,6.4,0,0,38300,1,814,21087
3544,Red Hook Summer,41,1,1,1,121,10/08/2012,1,5,0,0,18100,1,768,338803
3545,Red Obsession,3,6,3,0,75,06/09/2013,1,6.7,54500,1,0,0,1127,13199
3546,Red Riding Hood,3030,1,13,1,100,11/03/2011,1,5.4,79666.66667,1,40700,1,794,37662162
3547,Red State,5,1,4,1,88,05/03/2011,1,6.2,0,0,18800,1,1263,1104682
3548,Red Tails,2573,1,4,1,125,20/01/2012,1,5.9,41100,1,0,0,831,49876377
3549,Red Trees,9,2,3,1,87,15/09/2017,1,7.2,0,0,0,0,165,13666
3550,The Red Turtle,127,3,7,1,80,20/01/2017,30,7.6,0,0,0,0,1066,921974
3551,Redacted,15,1,5,1,90,16/11/2007,1,6.1,0,0,35300,1,723,65388
3552,Redbelt,1379,1,1,1,99,02/05/2008,1,6.8,59300,1,6000,1,681,2345941
3553,Redemption Road,26,1,1,1,95,26/08/2011,1,5.9,57200,1,0,0,573,29384
3554,Redline,1607,1,4,1,95,13/04/2007,1,4,0,0,0,0,1384,6881022
3555,Redneck Carnage,1,1,8,1,99,29/10/2011,1,4.7,0,0,0,0,619.8376349,706
3556,Redwood Highway,17,1,1,1,90,11/04/2014,1,6.4,0,0,0,0,619.8376349,134049
3558,Refuge,1,1,1,0,84,28/03/2014,1,5.9,0,0,0,0,838,2631
3559,Refusenik,3,1,3,1,120,11/04/2008,1,7.7,0,0,0,0,619.8376349,39456
3560,Regina Spektor Live in London,9,1,17,1,67,19/11/2010,1,9.1,0,0,0,0,619.8376349,6684
3561,Regression,100,6,5,1,106,05/02/2016,1,5.7,97900,1,0,0,530,55039
3562,Reign Over Me,1747,1,1,1,124,23/03/2007,1,7.5,84050,1,13900,1,872,19661987
3564,Rejoice and Shout,7,1,3,1,115,03/06/2011,1,6,0,0,0,0,193,100237
3565,Religulous,568,1,3,1,101,01/10/2008,1,7.7,0,0,52400,1,531,13011160
3566,The Reluctant Fundamentalist,58,1,1,1,130,26/04/2013,1,6.9,32800,1,8400,1,933,552959
3567,The Remaining,85,1,8,1,88,05/09/2014,1,4.3,0,0,0,0,979,1169603
3570,Remember,43,5,1,1,94,16/10/2015,1,7.4,41900,1,1400,1,1601,5470090
3571,Remember Me,2215,1,1,1,113,12/03/2010,1,7.2,0,0,16700,1,870,19068240
3573,Remember the Goal,77,1,1,1,88,26/08/2016,1,6.8,0,0,0,0,195,119100
3574,Remember You,2,6,1,1,106,15/01/2016,7,6.7,0,0,0,0,1353,14814
3575,Remnants,1,1,4,0,92,14/11/2013,1,4,0,0,0,0,328,1022
3577,Rendition,2250,1,1,1,122,19/10/2007,1,6.8,40533.33333,1,0,0,560,9736045
3578,Reno 911!: Miami,2702,1,2,1,84,23/02/2007,1,5.9,39800,1,0,0,619.8376349,20342161
3579,Renoir,86,3,6,1,111,29/03/2013,2,6.5,0,0,0,0,1480,2293798
3580,Reparation,4,1,1,1,105,04/09/2016,1,6,0,0,0,0,758,22267
3581,Repo Men,2521,1,4,1,111,19/03/2010,1,6.3,40100,1,0,0,846,13794835
3582,Requiem for the American Dream,14,1,3,1,73,29/01/2016,1,8.1,0,0,0,0,194,130152
3583,Reservation Road,39,1,5,1,102,19/10/2007,1,6.7,34700,1,0,0,1218,121994
3584,Reset,2,6,4,1,105,13/01/2017,5,5.8,0,0,0,0,1663,5454
3585,Resident Evil: Afterlife,3209,6,4,1,96,10/09/2010,1,5.9,33650,1,36800,1,833,60128566
3586,Resident Evil: Extinction,2848,3,4,1,94,21/09/2007,1,6.3,33650,1,0,0,1745,50648679
3587,Resident Evil: Retribution,3016,6,4,1,95,14/09/2012,1,5.4,72900,1,36800,1,764,42345531
3588,Resident Evil: The Final Chapter,3104,2,4,1,107,27/01/2017,1,5.6,33650,1,36800,1,646,26830068
3589,Restitution,1,1,5,1,101,28/10/2011,1,3.7,23100,1,0,0,195,2664
3590,Restless City,3,1,1,1,80,27/04/2012,1,6.1,0,0,0,0,619.8376349,8100
3591,Restless Creature: Wendy Whelan,8,1,3,1,90,23/05/2017,1,7.9,0,0,0,0,619.8376349,147780
3592,Restored Me,9,1,1,1,135,06/06/2016,1,7.9,0,0,0,0,619.8376349,387450
3593,Restrepo,52,1,3,1,93,25/06/2010,1,7.6,0,0,0,0,1103,1330894
3594,Results,21,1,2,1,105,29/05/2015,1,5.4,36700,1,0,0,1107,104507
3595,Resurrect Dead: The Mystery of the Toynbee Tiles,1,1,3,1,86,02/09/2011,1,7.4,0,0,0,0,100,21242
3596,Resurrecting the Champ,1605,1,1,1,112,24/08/2007,1,6.7,53100,1,10000,1,619.8376349,3172573
3597,A Resurrection,17,1,8,1,89,22/03/2013,1,4,57200,1,0,0,443,10730
3598,The Resurrection of Gavin Stone,890,1,2,1,91,20/01/2017,1,6.2,0,0,0,0,437,2303792
3599,The Retrieval,5,1,9,1,92,14/03/2014,1,6.6,0,0,0,0,632,50257
3600,Return to Nuke 'Em High Volume 1,1,1,2,0,85,10/01/2014,1,5.5,0,0,0,0,619.8376349,5122
3601,Return to the Hiding Place,5,1,1,1,102,23/05/2014,1,4.8,0,0,0,0,459,45405
3602,Reunion,2,6,2,1,88,06/03/2009,59,5.3,0,0,0,0,1034,8030
3603,Reuniting the Rubins,4,2,2,1,97,16/03/2012,1,5.3,0,0,0,0,782,13569
3604,Revanche,10,6,5,0,121,01/05/2009,8,7.6,0,0,0,0,681,192451
3605,Revelation Road 2: The Sea of Glass and Fire,5,1,4,0,90,12/07/2013,1,5.3,0,0,0,0,100,4871
3606,Revelation: Dawn of Global Government,2,1,3,1,106,15/04/2016,1,6.6,0,0,0,0,100,19107
3607,The Revenant,3711,6,9,1,156,25/12/2015,1,8,88850,1,47800,1,1058,183637894
3608,Revenge of the Electric Car,11,1,3,1,90,21/10/2011,1,7.2,31600,1,0,0,813,150886
3610,Revenge of the Mekons,3,1,3,0,95,29/10/2014,1,7.2,0,0,0,0,100,11861
3611,The Revisionaries,5,1,3,0,92,05/10/2012,1,7,0,0,0,0,197,22664
3613,Revolutionary Road,1077,1,1,1,119,26/12/2008,1,7.3,74000,1,119100,1,798,22911480
3614,Eva,50,6,1,1,94,13/03/2015,4,6.7,0,0,0,0,1773,16738
3615,Eva Hesse,7,1,3,1,108,27/04/2016,1,6.5,0,0,0,0,100,157481
3616,Evan Almighty,3636,1,2,1,96,22/06/2007,1,5.4,83700,1,111600,1,869,100462298
3617,Evangelion: 1.0 You Are (Not) Alone,6,6,7,1,98,03/07/2009,6,7.8,0,0,0,0,619.8376349,107797
3618,Evangelion: 2.0 You Can (Not) Advance,15,6,7,1,112,21/01/2011,6,8,0,0,0,0,619.8376349,133640
3619,Evangelion: 3.0 You Can (Not) Redo,82,6,7,1,96,10/01/2014,6,7,0,0,0,0,619.8376349,174945
3620,Even the Rain,27,6,1,0,103,18/02/2011,4,7.5,0,0,0,0,1035,518017
3621,Evening,979,1,1,1,117,29/06/2007,1,6.6,25100,1,0,0,827,12492481
3622,Evergreen: The Road to Legalization,3,1,3,1,86,13/06/2014,1,7.3,0,0,0,0,619.8376349,2363
3623,Everlasting Moments,30,6,6,0,131,06/03/2009,17,7.5,0,0,0,0,354,610825
3625,Every Day,4,1,2,1,93,14/01/2011,1,5.7,46466.66667,1,0,0,582,46029
3627,Every Little Step,70,1,3,1,96,17/04/2009,1,7.5,0,0,590,1,315,1725141
3628,Every Secret Thing,20,1,5,1,93,15/05/2015,1,6.1,61000,1,0,0,668,103536
3629,Every Thing Will Be Fine,2,6,1,0,118,04/12/2015,1,5.5,55200,1,0,0,902,8034
3630,Everybody Loves Somebody,333,6,2,1,102,17/02/2017,1,6.5,0,0,0,0,578,1915789
3631,Everybody Wants Some!!,454,1,2,1,117,30/03/2016,1,7,28500,1,11300,1,619.8376349,3400278
3632,Everybody Wants to Be Italian,98,1,2,1,105,05/09/2008,1,5.9,0,0,0,0,516,351416
3633,Everybody's Fine,2141,1,9,1,99,04/12/2009,1,7.2,43350,1,36400,1,573,9208876
3634,Everyone Else,5,6,1,0,119,09/04/2010,8,6.7,0,0,0,0,386,102042
3635,Everything Must Go,245,1,2,1,97,13/05/2011,1,6.4,53600,1,0,0,611,2711643
3636,Everything's Cool,2,1,3,1,89,23/11/2007,1,6.8,0,0,0,0,619.8376349,4890
3637,"Everything, Everything",2801,1,1,1,96,19/05/2017,1,6.4,0,0,0,0,226,34121140
3638,Evidence of a Haunting,10,1,1,1,80,26/08/2011,1,2.7,0,0,0,0,297,29904
3639,Evil Intent,2,1,10,1,74,29/06/2013,1,6.9,0,0,0,0,619.8376349,10454
3640,Évocateur: The Morton Downey Jr. Movie,5,1,3,1,90,07/06/2013,1,6.9,0,0,0,0,619.8376349,31313
3641,Evolution of a Criminal,1,1,3,1,81,10/10/2014,1,6.9,0,0,0,0,355,3568
3642,Cracks,6,2,1,1,104,18/03/2011,1,6.7,36050,1,0,0,1090,29683
3643,Crank: High Voltage,2223,1,4,1,96,17/04/2009,1,6.2,47200,1,28500,1,840,13684249
3646,The Crazies,2479,1,8,1,101,26/02/2010,1,6.5,28300,1,0,0,922,39123589
3647,Crazy Eyes,2,1,2,0,95,06/07/2012,1,4,20100,1,0,0,818,6141
3648,Crazy Heart,1361,1,1,1,112,16/12/2009,1,7.3,33600,1,28500,1,984,39464306
3649,Crazy Horse,14,1,3,0,134,18/01/2012,2,6.4,0,0,0,0,562,157782
3650,Crazy Love,38,1,3,1,92,01/06/2007,1,7.1,0,0,0,0,460,301027
3651,Crazy on the Outside,75,1,2,1,96,08/01/2010,1,5.6,68300,1,88.3,1,764,88335
3653,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,5,1,3,0,86,25/11/2011,32,7.5,0,0,0,0,619.8376349,86202
3654,"Crazy, Stupid, Love.",3020,1,2,1,118,29/07/2011,1,7.4,54766.66667,1,40800,1,354,84351197
3655,Creation,12,2,6,1,108,22/01/2010,1,6.7,77900,1,0,0,1069,341323
3656,Creative Control,72,1,1,1,97,11/03/2016,1,5.4,0,0,0,0,676,63014
3657,Creed,3502,1,1,1,133,25/11/2015,1,7.6,55300,1,62900,1,908,109767581
3658,Crime After Crime,5,1,3,0,95,01/07/2011,1,7.5,0,0,0,0,619.8376349,60291
3659,Crimson Peak,2991,1,1,1,119,16/10/2015,1,6.5,64133.33333,1,43700,1,671,31090320
3660,Crips and Bloods: Made in America,4,1,3,0,93,23/01/2009,1,6.9,0,0,0,0,195,70219
3661,The Croods,4065,1,7,1,98,22/03/2013,1,7.2,59100,1,108600,1,702,187168425
3662,Crooked Arrows,327,1,1,1,105,18/05/2012,1,6,67700,1,0,0,1024,1832541
3663,Cropsey,4,1,3,0,84,04/06/2010,1,6.4,0,0,0,0,846,52476
3664,Crossing Over,42,1,5,1,113,27/02/2009,1,6.8,77650,1,3900,1,706,455654
3666,Crown Heights,91,1,6,1,94,18/08/2017,1,5.9,0,0,0,0,1085,238558
3667,Crude,7,1,3,0,105,09/09/2009,1,7.5,0,0,0,0,747,170295
3668,Crystal Fairy & the Magical Cactus,20,6,9,0,98,12/07/2013,1,5.8,50900,1,328,1,619.8376349,202370
3669,It,4148,1,1,1,135,08/09/2017,1,7.8,0,0,0,0,673,326184834
3670,It Comes at Night,2533,1,8,1,91,09/06/2017,1,6.2,0,0,0,0,396,13985117
3671,It Felt Like Love,3,1,1,0,82,21/03/2014,1,5.5,0,0,0,0,1230,33817
3672,It Follows,1655,1,8,1,100,13/03/2015,1,6.9,0,0,0,0,406,14674076
3673,It Might Get Loud,75,1,3,1,98,14/08/2009,1,7.7,0,0,7200,1,1346,1610163
3674,It's a Disaster,13,1,2,1,88,12/04/2013,1,6.5,0,0,0,0,440,60818
3676,It's Complicated,2955,1,2,1,120,25/12/2009,1,6.6,44266.66667,1,104300,1,957,112735375
3677,It's Kind of a Funny Story,757,1,2,1,101,08/10/2010,1,7.1,0,0,2500,1,1175,6363628
3678,It's Not Yet Dark,2,6,3,1,81,04/08/2017,1,7.8,38600,1,0,0,619.8376349,1227
3679,Itty Bitty Titty Committee,2,1,2,0,87,28/09/2007,1,5.6,0,0,0,0,100,18445
3680,Ivory Tower,12,1,3,1,90,13/06/2014,1,7,0,0,0,0,1186,106771
3681,Mubarakan,128,4,2,1,156,28/07/2017,3,5.5,0,0,0,0,515,757057
3682,Mud,960,1,1,1,130,26/04/2013,1,7.4,41200,1,7000,1,545,21590086
3683,Mugabe and the White African,1,2,3,1,90,23/07/2010,1,7.8,0,0,0,0,355,7924
3684,Mugamoodi,21,4,4,0,150,31/08/2012,23,5,0,0,0,0,649,100809
3685,Mully,738,1,3,1,81,03/10/2017,1,9.2,0,0,0,0,367,1489771
3686,Multiple Sarcasms,15,1,1,1,97,07/05/2010,1,4.8,0,0,0,0,250,29731
3687,Mumbai Meri Jaan,8,4,1,1,134,22/08/2008,3,7.8,152700,1,0,0,254,16407
3688,Mumia: Long Distance Revolutionary,4,1,3,1,120,01/02/2013,1,7.9,0,0,0,0,619.8376349,37731
3689,"Mummy, I'm A Zombie",682,6,7,1,82,20/09/2014,44,5.3,0,0,0,0,619.8376349,120
3690,The Mummy: Tomb of the Dragon Emperor,3778,1,4,1,112,01/08/2008,1,5.2,38900,1,53200,1,879,102491776
3691,Munger Road,32,1,8,1,86,30/09/2011,1,4.5,0,0,0,0,1201,266689
3692,Munna Michael,75,4,4,1,140,21/07/2017,3,3.3,0,0,0,0,1108,99629
3693,The Muppets,3440,1,9,1,103,23/11/2011,1,7.1,61866.66667,1,0,0,717,88631237
3694,Muppets Most Wanted,3194,1,9,1,107,21/03/2014,1,6.4,59766.66667,1,0,0,1006,51183113
3695,Muran,10,4,4,1,103,30/09/2011,23,6.5,0,0,0,0,570,30116
3696,Murder 2,26,4,4,1,127,08/07/2011,3,6.2,0,0,0,0,1592,59472
3698,A Murder in the Park,3,1,3,1,91,26/06/2015,1,7.3,0,0,0,0,535,12088
3699,Murder.com,2,1,5,1,0,11/07/2008,1,6.350375411,0,0,0,0,619.8376349,2070
3700,Muscle Shoals,56,1,3,1,111,27/09/2013,1,7.7,0,0,0,0,821,696241
3701,Museum Hours,19,6,1,1,107,28/06/2013,1,6.9,0,0,0,0,353,561457
3702,Music and Lyrics,2955,1,2,1,96,14/02/2007,1,6.5,33200,1,0,0,1268,50572589
3703,The Music Never Stopped,33,1,1,1,105,18/03/2011,1,7.6,0,0,0,0,1276,258223
3704,The Music of Strangers,82,1,3,1,96,10/06/2016,1,7.7,0,0,0,0,328,1176781
3705,Music Within,18,1,6,1,94,26/10/2007,1,7.4,0,0,0,0,239,154087
3706,Musical Chairs,12,1,1,1,102,23/03/2012,1,4.9,0,0,0,0,629,31478
3707,Mustang,57,3,1,1,97,20/11/2015,29,7.7,0,0,0,0,1520,845464
3708,"As Above, So Below",2650,1,8,1,93,29/08/2014,1,6.2,0,0,28500,1,496,21321100
3709,As Cool as I Am,1,1,2,1,92,07/06/2013,1,5.9,54450,1,0,0,825,3234
3710,As Good as Dead,1,1,5,1,100,08/10/2010,1,5.2,43300,1,0,0,647,1981
3712,As I Lay Dying,2,1,1,1,110,11/10/2013,1,5.4,55200,1,3900,1,1381,16697
3713,As I Open My Eyes,5,6,1,0,102,08/09/2016,11,6.8,0,0,0,0,100,30989
