,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Total Gross,Actorinfluenceaverage,Actorinfluencemax,googletrends,Average Gross for each movie
1784,Dumb and Dumber To,2014,3188,USA,Adventure,Rated,109,2014-11-14,English,5.7,86208010.0,83250.0,90900.0,597.0,
1785,Dumbstruck,2010,2,USA,Documentary,Rated,85,2011-04-15,English,6.0,15379.0,0.0,0.0,100.0,
1786,Dunkirk,2017,4014,UK,Action,Rated,106,2017-07-21,English,8.3,187948479.0,0.0,0.0,468.0,182300.0
1787,Duplicity,2009,2579,USA,Comedy,Rated,125,2009-03-20,English,6.2,40572825.0,37700.0,64700.0,383.0,67600.0
1788,Duran Duran: Unstaged,2014,0,USA,Documentary,Rated,121,2014-09-10,English,6.8,110746.0,0.0,0.0,303.0,10900.0
1789,The Dying of the Light,2015,2,USA,Documentary,Rated,95,2016-04-07,English,7.1,6627.0,0.0,0.0,1411.0,
1790,Dylan Dog: Dead of Night,2010,875,USA,Action,Rated,107,2011-04-29,English,5.1,1186538.0,67700.0,67700.0,920.0,27700.0
1791,Dysfunctional Friends,2012,2,USA,Comedy,Unrated,111,2012-02-03,English,5.4,13546.0,0.0,0.0,734.0,
1792,Dystopia: 2013,2012,1,USA,Sci-Fi,Unrated,122,2012-01-13,English,2.6,1708.0,0.0,0.0,0.0,
1793,Ida,2013,137,Poland,Drama,Rated,82,2014-05-02,Polish,7.4,3827060.0,0.0,0.0,1556.0,
1794,The Identical,2014,1956,USA,Drama,Rated,107,2014-09-05,English,5.1,2827666.0,42700.0,48100.0,387.0,2800.0
1795,Identity Thief,2013,3230,USA,Comedy,Rated,111,2013-02-08,English,5.7,134506920.0,78300.0,88400.0,693.0,86200.0
1796,The Ides of March,2011,2199,USA,Drama,Rated,101,2011-10-07,English,7.1,40962534.0,52200.0,61600.0,710.0,34000.0
1797,The Idol,2015,0,Palestine,Biography,Unrated,100,2016-05-27,Arabic,6.7,0.0,0.0,0.0,859.0,
1798,If a Tree Falls: A Story of the Earth Liberation Front,2011,5,USA,Documentary,Unrated,85,2011-06-22,English,7.2,61794.0,0.0,0.0,100.0,
1799,If I Didn't Care,2007,2,USA,Mystery,Rated,75,2007-08-03,English,5.3,9902.0,0.0,0.0,0.0,
1800,If I Die Tonight,2009,2,USA,Documentary,Rated,94,2009-07-31,English,6.5,20214.0,0.0,0.0,0.0,
1801,If I Stay,2014,3157,USA,Drama,Rated,107,2014-08-22,English,6.8,50474843.0,87800.0,87800.0,1105.0,27100.0
1802,"If I Want to Whistle, I Whistle",2010,1,Romania,Drama,Unrated,94,2011-01-05,Romanian,7.2,12135.0,0.0,0.0,0.0,
1803,If You Build It,2013,5,USA,Documentary,Unrated,85,2014-01-10,English,7.1,43393.0,0.0,0.0,199.0,
1804,"If You Don't, I Will",2014,1,France,Comedy,Unrated,102,2014-12-17,French,5.8,9719.0,23100.0,23100.0,0.0,
1805,Igor,2008,2341,USA,Animation,Rated,87,2008-09-19,English,6.0,19528602.0,24100.0,24100.0,535.0,
1806,Il Divo,2008,8,Italy,Biography,Unrated,110,2009-04-24,Italian,7.3,240159.0,0.0,0.0,1189.0,
1807,Il Futuro,2013,3,Italy,Drama,Rated,94,2013-09-06,Italian,5.8,14001.0,10600.0,10600.0,534.0,
1808,Illegal Tender,2007,514,USA,Crime,Rated,108,2007-08-24,English,5.6,3106835.0,0.0,0.0,811.0,
1809,Ilo Ilo,2013,4,Singapore,Drama,Unrated,99,2014-04-04,Mandarin,7.3,56773.0,0.0,0.0,374.0,
1810,The Imaginarium of Doctor Parnassus,2009,607,UK,Adventure,Rated,123,2009-12-25,English,6.8,7689607.0,48600.0,55300.0,921.0,21600.0
1811,Imagine That,2009,3011,USA,Comedy,Rated,107,2009-06-12,English,5.6,16123323.0,80900.0,97700.0,491.0,
1812,The Imitation Game,2014,2402,UK,Biography,Rated,114,2014-11-28,English,8.0,91125683.0,61200.0,97500.0,1100.0,48100.0
1813,The Immigrant,2013,150,USA,Drama,Rated,120,2014-05-16,English,6.6,2025328.0,70400.0,114500.0,800.0,7400.0
1814,Immigration Tango,2010,30,USA,Comedy,Rated,92,2011-02-18,English,3.4,24554.0,0.0,0.0,314.0,
1815,The Immortalists,2014,3,UK,Documentary,Rated,78,2014-11-26,English,6.4,9331.0,0.0,0.0,432.0,
1816,Immortals,2011,3120,USA,Action,Rated,110,2011-11-11,English,6.0,83504017.0,55100.0,86800.0,668.0,
1817,The Imperialists Are Still Alive!,2010,1,USA,Drama,Rated,90,2011-04-15,English,6.0,5874.0,0.0,0.0,0.0,
1818,The Impossible,2012,886,Spain,Drama,Rated,114,2012-12-21,English,7.6,19019882.0,65166.66666666666,116500.0,1508.0,10000.0
1819,The Imposter,2012,31,UK,Documentary,Rated,99,2012-07-13,English,7.5,898317.0,0.0,0.0,608.0,
1820,Ciao,2008,3,USA,Drama,Rated,87,2008-12-05,English,6.4,49494.0,0.0,0.0,523.0,
1821,"Cinco de Mayo, La Batalla",2013,43,Mexico,Drama,Rated,125,2013-05-03,Spanish,6.2,173472.0,0.0,0.0,0.0,
1822,Cinemanovels,2013,0,Canada,Comedy,Rated,89,2014-07-03,English,5.2,398.0,0.0,0.0,100.0,
1823,Circle,2015,2,USA,Drama,Unrated,87,2010-08-27,English,6.1,10024.0,0.0,0.0,1068.0,
1824,Circo,2010,4,Mexico,Documentary,Unrated,75,2011-04-01,Spanish,7.1,77466.0,0.0,0.0,1141.0,
1825,Circumstance,2011,31,France,Drama,Rated,107,2011-08-26,Persian,5.9,454121.0,0.0,0.0,598.0,
1826,Cirkus Columbia,2010,1,Bosnia and Herzegovina,Comedy,Unrated,113,2012-02-17,Bosnian,7.3,3457.0,0.0,0.0,199.0,
1827,Cirque du Freak: The Vampire's Assistant,2009,2754,USA,Action,Rated,109,2009-10-23,English,5.9,13869515.0,88350.0,123200.0,138.0,44900.0
1828,Cirque du Soleil: Worlds Away,2012,840,USA,Fantasy,Rated,91,2012-12-21,English,6.8,12512862.0,0.0,0.0,610.0,192500.0
1829,Citadel,2012,7,Ireland,Drama,Rated,84,2012-11-09,English,5.5,13377.0,0.0,0.0,607.0,
1830,The Citizen,2012,6,USA,Drama,Rated,99,2013-09-06,English,7.0,24296.0,0.0,0.0,1480.0,
1831,Citizen Gangster,2011,1,Canada,Crime,Unrated,105,2012-04-27,English,6.2,625.0,0.0,0.0,189.0,
1832,Citizen Jane,2009,25,USA,Biography,Rated,89,2017-04-21,English,5.5,313411.0,0.0,0.0,290.0,
1833,Citizen Koch,2013,24,USA,Documentary,Rated,90,2014-06-06,English,6.6,153908.0,0.0,0.0,680.0,
1834,Citizen Soldier,2016,0,USA,Documentary,Rated,105,2016-08-05,English,5.6,0.0,0.0,0.0,451.0,
1835,Citizenfour,2014,105,USA,Documentary,Rated,114,2014-10-24,English,8.1,2800870.0,0.0,0.0,711.0,
1836,The City Dark,2011,2,USA,Documentary,Unrated,83,2012-01-18,English,7.0,9269.0,0.0,0.0,1022.0,
1837,City Island,2009,269,USA,Comedy,Rated,104,2010-03-19,English,7.4,6671036.0,0.0,0.0,1432.0,
1838,City of Ember,2008,2023,USA,Adventure,Rated,90,2008-10-10,English,6.5,7873007.0,20800.0,20800.0,524.0,43000.0
1839,City of Gold,2015,50,USA,Documentary,Rated,96,2016-03-11,English,7.1,611702.0,0.0,0.0,835.0,
1840,City of Life and Death,2009,9,China,Drama,Rated,133,2011-05-11,Mandarin,7.7,122558.0,0.0,0.0,622.0,
1841,City of Men,2007,75,Brazil,Crime,Rated,106,2008-02-29,Portuguese,7.3,325131.0,0.0,0.0,472.0,
1842,City of Rock,2017,43,China,Comedy,Rated,0,2017-10-06,Mandarin,,307552.0,0.0,0.0,0.0,
1843,The City of Your Final Destination,2009,26,USA,Drama,Rated,117,2010-04-16,English,6.4,493296.0,0.0,0.0,487.0,7400.0
1844,Ai Weiwei: Never Sorry,2012,37,USA,Documentary,Rated,91,2012-07-27,English,7.6,534100.0,0.0,0.0,796.0,
1845,Ai Weiwei: The Fake Case,2013,8,Denmark,Documentary,Unrated,86,2014-05-16,Mandarin,6.5,45255.0,0.0,0.0,0.0,
1846,Aida's Secrets,2016,9,Canada,Documentary,Rated,90,2017-10-20,English,8.4,62748.0,0.0,0.0,0.0,
1847,Ain't in It for My Health: A Film About Levon Helm,2010,10,USA,Documentary,Rated,83,2013-04-19,English,7.2,113966.0,0.0,0.0,0.0,
1848,Ain't Them Bodies Saints,2013,44,USA,Crime,Rated,96,2013-08-16,English,6.4,396519.0,29600.0,39600.0,245.0,
1849,The Air I Breathe,2007,7,USA,Crime,Rated,95,2008-01-25,English,6.9,25775.0,24933.33333333333,38100.0,895.0,
1850,Air Racers 3D,2012,10,USA,Documentary,Rated,40,2012-04-06,English,7.2,1309987.0,86500.0,86500.0,185.0,
1851,Ajami,2009,23,Germany,Crime,Unrated,124,2010-02-03,Arabic,7.4,622403.0,0.0,0.0,469.0,
1852,Alabama Moon,2009,7,USA,Drama,Rated,99,2011-03-18,English,6.6,47305.0,0.0,0.0,514.0,
1853,Alamar,2009,3,Mexico,Documentary,Rated,73,2010-07-14,Spanish,7.3,61613.0,0.0,0.0,100.0,
1854,Albatross,2011,1,UK,Drama,Unrated,90,2012-01-13,English,6.4,0.0,9200.0,9200.0,517.0,
1855,Albert Nobbs,2011,245,UK,Drama,Rated,113,2012-01-27,English,6.7,3014696.0,36950.0,42500.0,929.0,
1856,Alex Cross,2012,2541,USA,Action,Rated,101,2012-10-19,English,5.1,25888412.0,43750.0,59000.0,590.0,53200.0
1857,Alex of Venice,2014,0,USA,Drama,Rated,86,2015-04-17,English,5.8,0.0,28200.0,28200.0,475.0,
1858,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,3117,USA,Comedy,Rated,81,2014-10-10,English,6.2,66954149.0,70050.0,94600.0,429.0,18500.0
1859,Alexandra,2007,4,Russia,Drama,Unrated,95,2008-03-26,Russian,7.0,128222.0,0.0,0.0,339.0,
1860,The Algerian,2014,0,USA,Action,Rated,99,2015-06-26,English,6.6,0.0,0.0,0.0,198.0,
1861,Algorithms,2013,1,India,Documentary,Rated,100,2014-10-17,English,6.3,2021.0,0.0,0.0,442.0,
1862,Alice Neel,2007,1,USA,Documentary,Unrated,81,2007-04-20,English,8.0,48969.0,0.0,0.0,0.0,
1863,Alice Through the Looking Glass,2016,3763,USA,Adventure,Rated,113,2016-05-27,English,6.2,77041381.0,62266.66666666666,78400.0,563.0,
1864,Alien Abduction,2014,13,USA,Horror,Unrated,85,2014-04-04,English,4.8,12897.0,0.0,0.0,770.0,
1865,Alien Trespass,2009,40,USA,Comedy,Rated,90,2009-04-03,English,5.7,104526.0,0.0,0.0,491.0,
1866,Alien: Covenant,2017,3772,USA,Horror,Rated,122,2017-05-19,English,6.5,74262031.0,53333.33333333334,84000.0,1261.0,69000.0
1867,Aliens in the Attic,2009,3108,USA,Animation,Rated,86,2009-07-31,English,5.4,25200412.0,0.0,0.0,403.0,20400.0
1868,Alive Inside,2014,20,USA,Documentary,Unrated,78,2014-07-18,English,8.2,256682.0,0.0,0.0,565.0,
1869,Aliyah,2012,2,France,Drama,Unrated,88,2013-06-14,French,6.1,8253.0,0.0,0.0,175.0,
1870,All About Evil,2010,1,USA,Comedy,Rated,98,2010-07-09,English,6.2,7995.0,0.0,0.0,336.0,
1871,All About Steve,2009,2265,USA,Comedy,Rated,99,2009-09-04,English,4.8,33862903.0,82633.33333333331,113400.0,657.0,
1872,All Eyez on Me,2017,2471,USA,Biography,Rated,139,2017-06-16,English,5.8,44922302.0,0.0,0.0,345.0,
1873,All Good Things,2010,35,USA,Crime,Rated,101,2010-12-03,English,6.3,582024.0,37400.0,57100.0,1011.0,1900.0
1874,All Hat,2007,2,Canada,Western,Rated,89,2008-01-18,English,5.3,15198.0,0.0,0.0,100.0,
1875,All I See Is You,2016,283,Thailand,Drama,Rated,110,2017-10-27,English,5.3,217644.0,44100.0,44100.0,1320.0,57200.0
1876,All Is Bright,2013,10,USA,Comedy,Rated,107,2013-10-04,English,5.6,4556.0,39400.0,55400.0,697.0,
1877,All Is Lost,2013,483,USA,Action,Rated,106,2013-10-18,English,6.9,6263670.0,53000.0,53000.0,678.0,5800.0
1878,All Roads Lead Home,2008,46,USA,Drama,Rated,108,2008-09-26,English,6.0,43907.0,0.0,0.0,218.0,
1879,All the Best,2012,55,India,Drama,Rated,0,2009-10-16,Telugu,5.9,120713.0,0.0,0.0,1166.0,
1880,All the Money in the World,2017,0,USA,Crime,Rated,0,2017-12-22,English,,0.0,45333.33333333334,71100.0,886.0,69000.0
1881,All the Rage (Saved by Sarno),2016,1,Greece,Documentary,Rated,94,2017-06-23,English,9.4,18489.0,0.0,0.0,0.0,
1882,All These Sleepless Nights,2016,5,Poland,Documentary,Rated,100,2017-04-07,Polish,6.7,20762.0,0.0,0.0,451.0,
1883,All Things Must Pass,2013,14,UK,Short,Rated,5,2015-10-16,English,,172394.0,0.0,0.0,304.0,
1884,All Together,2011,10,France,Comedy,Unrated,96,2012-10-19,French,6.7,43180.0,0.0,0.0,1003.0,
1885,All You Need Is Love,2009,0,Germany,Comedy,Rated,92,2014-10-31,German,7.0,0.0,0.0,0.0,709.0,
1886,All's Faire in Love,2009,75,USA,Comedy,Rated,104,2011-10-28,English,5.0,22180.0,21200.0,21200.0,0.0,
1887,Allah Made Me Funny: Live in Concert,2008,14,USA,Documentary,Rated,83,2008-10-03,English,6.9,66903.0,0.0,0.0,0.0,
1888,Alleluia! The Devil's Carnival,2016,3,USA,Horror,Rated,97,2015-07-17,English,7.0,6334.0,0.0,0.0,0.0,46200.0
1889,Allied,2016,3160,UK,Action,Rated,124,2016-11-23,English,7.1,40098064.0,64800.0,64800.0,655.0,119900.0
1890,Almost Christmas,2016,2379,USA,Comedy,Rated,111,2016-11-11,English,6.0,42065185.0,36400.0,36400.0,331.0,
1891,Almost Friends,2016,0,USA,Comedy,Rated,101,2017-11-17,English,6.9,0.0,45000.0,45000.0,907.0,
1892,Almost Holy,2015,10,Ukraine,Documentary,Rated,96,2016-05-20,English,7.5,21142.0,0.0,0.0,665.0,
1893,Almost in Love,2011,1,USA,Comedy,Unrated,81,2013-02-15,English,5.7,2510.0,0.0,0.0,0.0,
1894,The Almost Man,2012,0,Norway,Comedy,Rated,75,2014-08-01,Norwegian,5.9,0.0,0.0,0.0,100.0,
1895,Almost Sunrise,2016,0,USA,Documentary,Rated,110,2017-07-14,English,,0.0,0.0,0.0,0.0,
1896,Aloft,2014,17,Spain,Drama,Rated,112,2015-05-22,English,5.3,53086.0,39250.0,50000.0,833.0,
1897,Aloha,2015,2815,USA,Comedy,Rated,105,2015-05-29,English,5.4,21067116.0,87700.0,113400.0,646.0,50000.0
1898,Alone in Berlin,2016,5,UK,Drama,Rated,103,2017-01-13,English,6.4,33125.0,44800.0,48700.0,733.0,
1899,Alone Yet Not Alone,2013,103,USA,Action,Rated,103,2013-09-27,English,4.3,887851.0,0.0,0.0,375.0,
1900,Along the Roadside,2013,0,USA,Comedy,Rated,108,2015-03-27,English,7.0,1352.0,0.0,0.0,100.0,
1901,Alpha,2013,0,Spain,Crime,Rated,0,2018-03-02,Spanish,6.0,0.0,0.0,0.0,,
1902,Alpha and Omega,2010,2625,USA,Animation,Rated,90,2010-09-17,English,5.3,25107267.0,36100.0,44000.0,504.0,
1903,The Alphabet Killer,2008,2,USA,Crime,Rated,98,2008-11-07,English,5.3,29784.0,43300.0,43300.0,100.0,
1904,Alps,2011,3,Greece,Drama,Unrated,93,2012-07-13,Greek,6.4,16057.0,0.0,0.0,706.0,
1905,Already Tomorrow in Hong Kong,2015,11,USA,Comedy,Unrated,78,2016-02-12,English,6.5,21206.0,63400.0,63400.0,304.0,
1906,Altiplano,2009,1,Belgium,Drama,Rated,109,2010-08-20,Spanish,6.8,2961.0,0.0,0.0,0.0,
1907,Alvin and the Chipmunks,2007,3499,USA,Animation,Rated,92,2007-12-14,English,5.2,217326974.0,0.0,0.0,1077.0,77600.0
1908,Alvin and the Chipmunks: Chipwrecked,2011,3734,USA,Animation,Rated,87,2011-12-16,English,4.4,133110742.0,0.0,0.0,904.0,118500.0
1909,Alvin and the Chipmunks: The Road Chip,2015,3705,USA,Animation,Rated,92,2015-12-18,English,5.1,85886987.0,44000.0,44000.0,857.0,
1910,Alvin and the Chipmunks: The Squeakquel,2009,3747,USA,Animation,Rated,88,2009-12-23,English,4.5,219614612.0,139400.0,139400.0,843.0,80500.0
1911,Always Kabhi Kabhi,2011,29,India,Comedy,Rated,126,2011-06-17,Hindi,4.2,21381.0,0.0,0.0,605.0,
1912,Always Shine,2016,15,USA,Drama,Unrated,85,2016-11-25,English,5.6,17102.0,0.0,0.0,429.0,
1913,LBJ,2016,659,USA,Biography,Rated,98,2017-11-03,English,6.0,1575946.0,54500.0,54500.0,419.0,35800.0
1914,Le Chef,2012,19,France,Comedy,Rated,84,2014-06-20,French,6.6,342667.0,0.0,0.0,877.0,
1915,Le Havre,2011,25,Finland,Comedy,Unrated,93,2011-10-21,French,7.2,611709.0,0.0,0.0,1566.0,
1916,Le Quattro Volte,2010,6,Italy,Drama,Rated,88,2011-03-30,Italian,7.2,152530.0,0.0,0.0,291.0,
1917,Le Week-End,2013,157,UK,Comedy,Rated,93,2014-03-14,English,6.3,2225098.0,25900.0,25900.0,832.0,
1918,League of Gods,2016,54,Hong Kong,Action,Rated,109,2016-07-29,Mandarin,4.7,181633.0,45700.0,45700.0,1428.0,
1919,Leap Year,2010,2512,USA,Comedy,Rated,100,2010-01-08,English,6.5,25918920.0,40833.333333333336,75900.0,762.0,
1920,Leap!,2016,2705,France,Animation,Rated,89,2017-08-25,English,6.8,216562670.0,36300.0,38100.0,0.0,
1921,Learning to Drive,2014,339,UK,Comedy,Rated,90,2015-08-21,English,6.4,3447633.0,39700.0,39700.0,1117.0,
1922,Least Among Saints,2012,8,USA,Crime,Rated,107,2012-10-12,English,6.4,28026.0,0.0,0.0,149.0,
1923,Leatherheads,2008,2798,USA,Comedy,Rated,114,2008-04-04,English,6.0,31373938.0,23100.0,23100.0,1252.0,34000.0
1924,Leaves of Grass,2009,6,USA,Comedy,Rated,105,2010-09-17,English,6.5,70066.0,42900.0,42900.0,1019.0,
1925,Leaving,2009,13,France,Drama,Unrated,85,2010-10-01,French,6.3,176113.0,0.0,0.0,1130.0,
1926,Lebanon,2009,23,Israel,Drama,Rated,93,2010-08-06,Hebrew,6.9,368088.0,0.0,0.0,1059.0,
1927,"Lebanon, Pa.",2010,6,USA,Drama,Rated,100,2011-04-29,Arabic,6.3,48381.0,0.0,0.0,0.0,
1928,Led Zeppelin: Celebration Day,2012,0,UK,Documentary,Unrated,124,2012-10-17,English,8.9,0.0,0.0,0.0,824.0,
1929,The Ledge,2011,2,USA,Drama,Rated,101,2011-07-08,English,6.6,9216.0,54150.0,67200.0,1131.0,
1930,Lee Daniels' The Butler,2013,3330,USA,Biography,Rated,132,2013-08-16,English,7.2,116632095.0,38400.0,38400.0,470.0,41300.0
1931,Legend,2015,107,UK,Biography,Rated,132,2015-11-20,English,7.0,1872994.0,77000.0,77000.0,1850.0,48500.0
1932,The Legend of God's Gun,2007,8,USA,Western,Rated,78,2008-07-18,English,4.1,243768.0,0.0,0.0,0.0,
1933,The Legend of Hercules,2014,2104,USA,Action,Rated,99,2014-01-10,English,4.2,18848538.0,92700.0,92700.0,543.0,32900.0
1934,The Legend of Pale Male,2009,4,USA,Documentary,Rated,85,2010-11-24,English,9.1,38083.0,0.0,0.0,194.0,
1935,The Legend of Tarzan,2016,3591,UK,Action,Rated,110,2016-07-01,English,6.3,126643061.0,23900.0,23900.0,468.0,271900.0
1936,Legend of the Fist: The Return of Chen Zhen,2010,9,Hong Kong,Action,Rated,106,2011-04-22,Mandarin,6.3,50433.0,61900.0,61900.0,646.0,
1937,Legend of the Guardians: The Owls of Ga'Hoole,2010,3575,USA,Animation,Rated,97,2010-09-24,English,7.0,55675313.0,23700.0,23700.0,0.0,164700.0
1938,Legend of the Naga Pearls,2017,4,China,Action,Rated,108,2017-08-25,Mandarin,6.0,13588.0,0.0,0.0,185.0,
1939,Legendary,2010,177,USA,Drama,Rated,107,2010-09-10,English,6.3,200393.0,38400.0,38400.0,1554.0,
1940,Legends from the Sky,2015,8,USA,Sci-Fi,Rated,85,2015-01-30,English,6.6,91462.0,0.0,0.0,185.0,
1941,Legends of Oz: Dorothy's Return,2013,2658,USA,Animation,Rated,88,2014-05-09,English,5.6,8462027.0,57000.0,57000.0,0.0,36500.0
1942,The LEGO Batman Movie,2017,4088,USA,Animation,Rated,104,2017-02-10,English,7.3,175750384.0,40450.0,50900.0,945.0,
1943,A Lego Brickumentary,2014,93,Denmark,Documentary,Rated,93,2015-07-31,English,6.8,101531.0,61000.0,61000.0,801.0,
1944,The Lego Movie,2014,3890,Australia,Animation,Rated,100,2014-02-07,English,7.8,257760692.0,78100.0,78100.0,853.0,178200.0
1945,The LEGO Ninjago Movie,2017,4047,USA,Animation,Rated,101,2017-09-22,English,6.1,57722660.0,73100.0,90300.0,686.0,
1946,The Leisure Seeker,2017,0,Italy,Adventure,Rated,112,2018-01-19,English,5.8,0.0,33600.0,33600.0,681.0,
1947,Lekar Hum Deewana Dil,2014,50,India,Comedy,Rated,140,2014-07-04,Hindi,4.9,20874.0,0.0,0.0,1473.0,
1948,Lemon,2017,13,USA,Comedy,Unrated,83,2017-08-18,English,4.6,29258.0,0.0,0.0,1097.0,
1949,Lemon Tree,2008,29,Israel,Drama,Unrated,106,2009-04-17,Arabic,7.4,569672.0,0.0,0.0,563.0,
1950,Leonie,2010,11,France,Biography,Rated,102,2013-03-15,English,5.6,53692.0,0.0,0.0,366.0,
1951,Les Cowboys,2015,12,France,Drama,Rated,104,2016-06-24,English,6.7,80843.0,0.0,0.0,593.0,
1952,The Lesser Blessed,2012,0,Canada,Drama,Rated,86,2013-05-24,English,6.2,2732.0,42200.0,42200.0,268.0,
1953,The Lesson,2014,1,Bulgaria,Drama,Unrated,111,2015-03-04,Bulgarian,7.3,9045.0,0.0,0.0,1051.0,
1954,Let Her Out,2016,10,Canada,Horror,Rated,89,2017-10-20,English,4.4,0.0,0.0,0.0,1122.0,
1955,Let It Rain,2013,6,Australia,Short,Rated,7,2010-06-18,English,7.7,111844.0,0.0,0.0,472.0,
1956,Let Me In,2010,2042,UK,Drama,Rated,116,2010-10-01,English,7.2,12134935.0,55100.0,55100.0,953.0,90700.0
1957,Let My People Go!,2011,3,France,Comedy,Unrated,96,2013-01-11,French,6.0,18529.0,0.0,0.0,0.0,
1958,Let the Bullets Fly,2010,10,China,Action,Unrated,132,2012-03-02,Mandarin,7.3,63012.0,0.0,0.0,947.0,
1959,Let the Fire Burn,2013,9,USA,Documentary,Rated,88,2013-10-02,English,7.9,64489.0,0.0,0.0,857.0,
1960,Let's Be Cops,2014,3140,USA,Comedy,Rated,104,2014-08-13,English,6.5,82390774.0,82850.0,90100.0,896.0,48400.0
1961,Let's Get Married,2015,39,China,Comedy,Rated,127,2015-04-03,Mandarin,5.6,462918.0,0.0,0.0,100.0,
1962,A Letter to Momo,2011,7,Japan,Animation,Unrated,120,2014-07-23,Japanese,7.3,71712.0,0.0,0.0,100.0,
1963,The Letters,2014,886,USA,Drama,Rated,114,2015-12-04,English,5.9,1647416.0,10600.0,10600.0,589.0,
1964,Letters from Baghdad,2016,20,UK,Documentary,Rated,95,2017-06-02,English,6.9,359735.0,0.0,0.0,338.0,
1965,Letters to God,2010,897,USA,Drama,Rated,110,2010-04-09,English,6.3,2848578.0,0.0,0.0,470.0,
1966,Letters to Juliet,2010,2975,USA,Adventure,Rated,105,2010-05-14,English,6.6,53032453.0,40000.0,40000.0,1103.0,36500.0
1967,Level Up,2016,27,UK,Thriller,Unrated,84,2016-08-26,English,4.4,1469.0,0.0,0.0,772.0,
1968,The Levelling,2016,4,UK,Drama,Rated,83,2017-03-24,English,6.3,3040.0,0.0,0.0,490.0,
1969,Levitated Mass,2013,3,USA,Documentary,Rated,88,2014-09-05,English,6.7,16086.0,0.0,0.0,283.0,
1970,Epic,2013,3894,USA,Animation,Rated,102,2013-05-24,English,6.7,107518682.0,56200.0,56200.0,615.0,111400.0
1971,Epic Movie,2007,2840,USA,Adventure,Rated,86,2007-01-26,English,2.3,39739367.0,35650.0,39400.0,1007.0,32200.000000000004
1972,The Equalizer,2014,3236,USA,Action,Rated,132,2014-09-26,English,7.2,101530738.0,53100.0,53100.0,652.0,52300.0
1973,Equals,2015,92,USA,Drama,Rated,101,2016-07-15,English,6.0,33258.0,63400.0,63400.0,1096.0,
1974,Equity,2016,255,USA,Drama,Rated,100,2016-07-29,English,5.5,1605463.0,31300.0,31300.0,786.0,
1975,Erased,2012,51,USA,Action,Rated,100,2013-05-17,English,6.1,0.0,39700.0,46800.0,1015.0,
1976,Ernest & Celestine,2012,39,France,Animation,Rated,80,2014-02-28,French,7.9,262075.0,38400.0,38400.0,674.0,
1977,Escape Fire: The Fight to Rescue American Healthcare,2012,12,USA,Documentary,Rated,95,2012-10-05,English,7.2,126238.0,0.0,0.0,0.0,
1978,Escape from Planet Earth,2013,3353,USA,Animation,Rated,89,2013-02-15,English,5.9,57012977.0,57300.0,76500.0,416.0,42700.0
1979,Escape from Tomorrow,2013,30,USA,Drama,Unrated,90,2013-10-11,English,5.2,171962.0,0.0,0.0,755.0,
1980,Escape Plan,2013,2883,USA,Action,Rated,115,2013-10-18,English,6.7,25135965.0,60450.0,62800.0,559.0,
1981,The Escapist,2008,2,UK,Crime,Unrated,102,2009-04-03,English,6.8,13439.0,39500.0,39500.0,976.0,70200.0
1982,Escobar: Paradise Lost,2014,105,France,Crime,Rated,120,2015-06-26,English,6.6,195792.0,76900.0,123200.0,672.0,
1983,Eternity: The Movie,2014,1,USA,Comedy,Rated,88,2014-10-17,English,7.6,8350.0,0.0,0.0,269.0,
1984,Europa Report,2013,12,USA,Drama,Rated,90,2013-08-02,English,6.5,125687.0,57300.0,57300.0,1336.0,
1985,Tyler Perry's Boo 2! A Madea Halloween,2017,2388,USA,Comedy,Rated,0,2017-10-20,English,,44494463.0,59000.0,59000.0,0.0,50800.0
1986,Tyler Perry's Good Deeds: Motherly Love,2012,2132,USA,Short,Rated,0,2012-02-24,English,,35025791.0,0.0,0.0,0.0,
1987,Tyrannosaur,2011,5,UK,Drama,Unrated,92,2011-11-18,English,7.6,22321.0,0.0,0.0,1326.0,
1988,Tyson,2008,56,USA,Documentary,Rated,90,2009-04-24,English,7.5,887918.0,0.0,0.0,1462.0,
1989,Thaandavam,2012,45,India,Action,Unrated,160,2012-09-28,Tamil,6.1,213476.0,0.0,0.0,1266.0,
1990,Thank You for Your Service,2017,4,USA,Biography,Rated,108,2016-10-07,English,6.1,21497.0,40700.0,40700.0,392.0,
1991,Thanks for Sharing,2012,269,USA,Comedy,Rated,112,2013-09-20,English,6.4,1065881.0,45000.0,56000.0,713.0,
1992,Tharlo,2015,2,China,Drama,Unrated,123,2016-09-28,Mandarin,7.0,17091.0,0.0,0.0,0.0,
1993,That Awkward Moment,2014,2809,USA,Comedy,Rated,94,2014-01-31,English,6.2,26068955.0,49500.0,54500.0,957.0,26100.0
1994,That Demon Within,2014,16,Hong Kong,Action,Rated,111,2014-04-18,Cantonese,6.0,172343.0,0.0,0.0,391.0,
1995,That Evening Sun,2009,10,USA,Drama,Rated,109,2009-11-06,English,7.1,281350.0,0.0,0.0,348.0,
1996,That Sugar Film,2014,10,Australia,Documentary,Unrated,90,2015-07-31,English,7.4,3500.0,96700.0,96700.0,1160.0,
1997,That's My Boy,2012,3030,USA,Comedy,Rated,116,2012-06-15,English,5.6,36931089.0,55933.33333333334,83200.0,814.0,58900.0
