,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Total Gross,Actorinfluenceaverage,Actorinfluencemax,googletrends,Average Gross for each movie
3801,Mountains May Depart,2015,12,China,Drama,Unrated,131,2016-02-12,Chinese,6.8,82913.0,0.0,0.0,,
3802,Movie 43,2013,2023,USA,Comedy,Rated,94,2013-01-25,English,4.3,8840453.0,43766.66666666666,68000.0,,184300.0
3803,Moving McAllister,2007,86,USA,Adventure,Rated,89,2007-09-14,English,5.3,42538.0,48200.0,61600.0,,
3804,Moving Midway,2007,4,USA,Documentary,Rated,95,2008-09-12,English,7.2,40864.0,0.0,0.0,,
3805,Mozart's Sister,2010,36,France,Biography,Unrated,120,2011-08-19,French,6.4,707885.0,0.0,0.0,,
3806,Anamorph,2007,1,USA,Crime,Rated,107,2008-04-18,English,5.5,6950.0,29900.0,29900.0,,
3807,Anchor Baby,2010,2,Canada,Drama,Rated,95,2011-07-08,English,6.6,15790.0,0.0,0.0,,15.8
3808,Anchorman 2: The Legend Continues,2013,3507,USA,Comedy,Rated,119,2013-12-18,English,6.3,1251683680.0,72833.33333333331,94600.0,,108500.0
3809,And Everything Is Going Fine,2010,2,USA,Documentary,Unrated,89,2010-12-10,English,7.2,22080.0,0.0,0.0,,39500.0
3810,And So It Goes,2014,1816,USA,Comedy,Rated,94,2014-07-25,English,5.8,15160801.0,41450.0,49400.0,,35800.0
3811,And Then Came Love,2007,1,USA,Comedy,Rated,90,2007-06-01,English,4.8,13944.0,0.0,0.0,,
3812,And They're Off,2011,10,USA,Comedy,Rated,90,2011-10-28,English,3.9,5154.0,0.0,0.0,,
3813,And While We Were Here,2012,19,USA,Drama,Rated,83,2013-09-13,English,5.8,7750.0,27900.0,27900.0,,
3814,Andre Gregory: Before and After Dinner,2013,3,USA,Documentary,Rated,108,2013-04-03,English,6.0,42892.0,35800.0,35800.0,,
3815,Anesthesia,2015,7,USA,Crime,Rated,90,2016-01-08,English,6.1,26799.0,0.0,0.0,,
3816,Angels & Demons,2009,3527,USA,Mystery,Rated,138,2009-05-15,English,6.7,133375846.0,75100.0,96200.0,,79000.0
3817,Angels in the Dust,2007,4,South Africa,Documentary,Unrated,95,2007-09-14,English,7.7,11606.0,0.0,0.0,,
3818,The Angels' Share,2012,38,UK,Comedy,Rated,101,2013-04-12,English,7.0,346669.0,0.0,0.0,,
3819,The Angry Birds Movie,2016,3932,Finland,Animation,Rated,97,2016-05-20,English,6.3,107509366.0,64500.0,98700.0,,
3820,Animal Kingdom,2010,61,Australia,Crime,Rated,113,2010-08-13,English,7.3,1044039.0,0.0,0.0,,
3821,Anita,2009,12,Argentina,Drama,Unrated,104,2014-03-21,Spanish,7.3,176979.0,0.0,0.0,,
3822,Anita Ho,2014,1,USA,Comedy,Unrated,84,2015-02-27,English,6.2,2250.0,0.0,0.0,,
3823,Anjaana Anjaani,2010,91,India,Comedy,Rated,151,2010-10-01,Hindi,5.8,854757.0,0.0,0.0,,
3824,Anna,2013,15,Spain,Drama,Rated,99,2014-06-06,English,6.5,4288.0,34200.0,34200.0,,
3825,Anna Karenina,2012,422,UK,Drama,Rated,129,2012-11-16,English,6.6,12816367.0,0.0,0.0,,33900.0
3826,Annabelle,2014,3215,USA,Horror,Rated,99,2014-10-03,English,5.4,84273813.0,0.0,0.0,,44800.0
3827,Annabelle: Creation,2017,3565,USA,Horror,Rated,109,2017-08-11,English,6.7,102092201.0,0.0,0.0,,84700.0
3828,Anomalisa,2015,573,USA,Animation,Rated,90,2015-12-30,English,7.2,3759286.0,0.0,0.0,,
3829,Anonymous,2011,513,UK,Drama,Rated,130,2011-10-28,English,6.9,4463292.0,25000.0,25000.0,,107700.0
3830,The Anonymous People,2013,13,USA,Documentary,Rated,88,2013-08-16,English,7.3,284147.0,0.0,0.0,,
3831,Another Earth,2011,94,USA,Drama,Rated,92,2011-07-22,English,7.0,1321194.0,2500.0,2500.0,,1300.0
3832,Another Gay Sequel: Gays Gone Wild!,2008,7,USA,Comedy,Unrated,99,2008-08-29,English,4.0,104828.0,0.0,0.0,,
3833,Another Happy Day,2011,2,USA,Comedy,Rated,119,2011-11-18,English,6.1,8464.0,37100.0,37100.0,,
3834,Another WolfCop,2016,0,Canada,Comedy,Rated,82,2017-12-01,English,7.8,0.0,0.0,0.0,,
3835,Another Year,2010,236,UK,Comedy,Rated,129,2010-12-29,English,7.3,3205706.0,25900.0,25900.0,,3700.0
3836,The Answer Man,2009,6,USA,Comedy,Rated,95,2009-07-24,English,6.4,26676.0,0.0,0.0,,
3837,Answers to Nothing,2011,21,USA,Drama,Rated,124,2011-12-02,English,5.1,22029.0,0.0,0.0,,
3838,Ant-Man,2015,3868,USA,Action,Rated,117,2015-07-17,English,7.3,180202163.0,99866.66666666669,194800.0,,97100.0
3839,Antarctic Edge: 70° South,2015,1,USA,Documentary,Rated,72,2015-04-17,English,6.9,7193.0,0.0,0.0,,
3840,Antarctica: A Year on Ice,2013,30,New Zealand,Documentary,Rated,91,2014-11-28,English,7.6,288757.0,0.0,0.0,,
3841,Antarctica: Ice & Sky,2015,5,France,Documentary,Rated,89,2017-01-20,French,6.9,14475.0,0.0,0.0,,
3842,Antboy,2013,0,Denmark,Adventure,Rated,77,2014-04-16,Danish,5.2,0.0,0.0,0.0,,
3843,Anthropoid,2016,452,Czech Republic,Biography,Rated,120,2016-08-12,English,7.2,2964845.0,50000.0,50000.0,,
3844,The Anthropologist,2015,0,Russia,Documentary,Rated,78,2016-11-11,English,9.1,0.0,0.0,0.0,,
3845,Antichrist,2009,19,Denmark,Drama,Unrated,108,2009-10-23,English,6.6,404122.0,29900.0,29900.0,,
3846,Any Day Now,2012,19,USA,Drama,Rated,98,2012-12-14,English,7.5,201395.0,0.0,0.0,,
3847,Anything for Alice,2014,1,France,Comedy,Rated,99,2014-12-17,French,5.4,1092.0,0.0,0.0,,
3848,Nuclear Nation 2,2015,1,Japan,Documentary,Rated,95,2013-12-11,Japanese,,4960.0,0.0,0.0,,
3849,The Number 23,2007,2759,USA,Mystery,Rated,98,2007-02-23,English,6.4,35193167.0,47466.66666666666,90900.0,,43800.0
3850,Number One Fan,2014,1,France,Comedy,Rated,104,2015-09-04,French,6.4,15549.0,0.0,0.0,,
3851,Nursery University,2008,4,USA,Documentary,Rated,90,2009-04-24,English,6.7,26042.0,0.0,0.0,,
3852,The Nut Job,2014,3472,Canada,Animation,Rated,85,2014-01-17,English,5.8,64251541.0,41450.0,44800.0,,64300.0
3853,The Nut Job 2: Nutty by Nature,2017,4003,USA,Animation,Rated,91,2017-08-11,English,4.6,28370522.0,43600.0,43600.0,,42700.0
3854,The Nutcracker in 3D,2010,115,UK,Action,Rated,110,2010-11-24,English,4.4,195459.0,0.0,0.0,,
3855,Nuts!,2016,7,USA,Documentary,Unrated,79,2016-06-22,English,7.2,44230.0,0.0,0.0,,
3856,A Small Good Thing,2015,2,USA,Documentary,Unrated,71,2016-08-19,English,6.6,1196.0,0.0,0.0,,
3857,Small Town Murder Songs,2010,7,Canada,Crime,Rated,75,2011-06-03,English,5.9,31133.0,0.0,0.0,,7600.0
3858,Smart People,2008,1119,USA,Comedy,Rated,95,2008-04-11,English,6.2,9511289.0,43600.0,64099.99999999999,,58000.0
3859,Smash & Grab: The Story of the Pink Panthers,2013,3,UK,Documentary,Unrated,89,2013-07-31,English,6.1,18938.0,0.0,0.0,,
3860,Smash His Camera,2010,1,USA,Documentary,Rated,87,2010-07-30,English,7.0,3644.0,0.0,0.0,,
3861,Smashed,2012,50,USA,Drama,Rated,81,2012-10-12,English,6.8,376597.0,28200.0,28200.0,,6200.0
3862,Smiley Face,2007,1,USA,Comedy,Rated,85,2007-11-16,English,5.8,9397.0,68900.0,68900.0,,292.0
3863,Smiling Through the Apocalypse,2013,1,USA,Documentary,Rated,99,2014-09-12,English,5.9,4560.0,0.0,0.0,,
3864,Smother,2008,25,USA,Comedy,Rated,92,2008-09-26,English,4.7,0.0,50350.0,67200.0,,
3865,Smothered,2016,0,USA,Comedy,Unrated,96,2016-04-08,English,4.1,0.0,0.0,0.0,,
3866,The Smurfs,2011,3427,USA,Animation,Rated,103,2011-07-29,English,5.5,142614158.0,58000.0,58000.0,,89200.0
3867,The Smurfs 2,2013,3867,USA,Animation,Rated,105,2013-07-31,English,5.4,71017784.0,49450.0,58000.0,,89200.0
3868,Smurfs: The Lost Village,2017,3610,USA,Animation,Rated,90,2017-04-07,English,5.9,45020282.0,0.0,0.0,,164900.0
3869,The Snake and Mongoose Chronicles: Episode 1,2011,14,USA,Short,Rated,4,2013-08-09,English,,152200.0,0.0,0.0,,
3870,Snatched,2017,3511,USA,Action,Rated,90,2017-05-12,English,4.3,45852178.0,0.0,0.0,,38500.0
3871,Sneakerheadz,2015,3,USA,Documentary,Unrated,73,2015-08-07,English,6.4,1903.0,0.0,0.0,,
3872,Snitch,2013,2511,USA,Action,Rated,112,2013-02-22,English,6.5,42930462.0,108000.0,108000.0,,42900.0
3873,The Snitch Cartel,2011,0,Colombia,Action,Rated,102,2013-10-18,Spanish,6.5,0.0,0.0,0.0,,
3874,Snow Angels,2007,47,USA,Drama,Rated,107,2008-03-07,English,6.9,402858.0,36400.0,41800.0,,12700.0
3875,Snow Flower and the Secret Fan,2011,116,China,Drama,Rated,120,2011-07-15,English,6.1,1348205.0,0.0,0.0,,
3876,Zhongkui: Snow Girl and the Dark Crystal,2015,24,China,Action,Unrated,118,2015-02-27,Mandarin,5.4,165428.0,0.0,0.0,,
3877,Snow White and the Huntsman,2012,3777,USA,Action,Rated,127,2012-06-01,English,6.1,155332381.0,78666.66666666669,129400.0,,97900.0
3878,Snowden,2016,2443,France,Biography,Rated,134,2016-09-16,English,7.3,21587519.0,36150.0,46400.0,,40300.0
3879,Snowman's Land,2010,1,Germany,Comedy,Unrated,95,2012-09-14,German,6.1,1190.0,0.0,0.0,,
3880,Snowmen,2010,16,USA,Comedy,Rated,86,2011-10-21,English,6.1,54805.0,0.0,0.0,,
3881,Snowpiercer,2013,356,South Korea,Action,Rated,126,2014-06-27,English,7.0,4563650.0,46800.0,103400.0,,
3882,The Snowtown Murders,2011,3,Australia,Biography,Unrated,119,2012-03-02,English,6.6,8452.0,0.0,0.0,,
3883,Buck,2011,152,USA,Documentary,Rated,88,2011-06-17,English,7.6,4038912.0,0.0,0.0,,
3884,The Bucket List,2007,2915,USA,Adventure,Rated,97,2007-12-25,English,7.4,93466502.0,62800.0,72800.0,,35800.0
3885,Bucky Larson: Born to Be a Star,2011,1500,USA,Comedy,Rated,97,2011-09-09,English,3.3,2529395.0,41100.0,61000.0,,17000.0
3886,Buddha Mar Gaya,2007,5,India,Comedy,Rated,93,2007-08-17,Hindi,2.5,18528.0,0.0,0.0,,
3887,Buddies in India,2017,55,China,Action,Unrated,99,2017-01-27,Mandarin,3.8,293194.0,0.0,0.0,,
3888,Budrus,2009,4,Israel,Documentary,Unrated,70,2010-10-08,Arabic,7.8,68353.0,0.0,0.0,,
3889,"Buen Día, Ramón",2013,29,Mexico,Drama,Rated,120,2015-01-30,German,7.6,154356.0,0.0,0.0,,
3890,Buena Vista Social Club: Adios,2017,80,Cuba,Documentary,Rated,110,2017-05-26,English,6.9,123445.0,0.0,0.0,,
3891,Building Hope,2011,1,USA,Documentary,Rated,70,2011-06-03,English,,3500.0,0.0,0.0,,
3892,Bullet to the Head,2012,2404,USA,Action,Rated,92,2013-02-01,English,5.7,9489829.0,58100.0,58100.0,,23200.0
3893,The Bullet Vanishes,2012,14,China,Action,Unrated,108,2012-08-31,Mandarin,6.6,117629.0,0.0,0.0,,
3894,Bullett Raja,2013,0,India,Action,Unrated,138,2013-11-28,Hindi,5.1,0.0,0.0,0.0,,
3895,Bullhead,2011,34,Belgium,Crime,Rated,129,2012-02-17,Flemish,7.4,151840.0,4500.0,4500.0,,
3896,Burden,2016,13,UK,Documentary,Unrated,88,2017-05-05,English,6.4,18440.0,0.0,0.0,,
3897,Buried,2010,107,Spain,Drama,Rated,95,2010-09-24,English,7.0,1044143.0,53100.0,53100.0,,
3898,Burke and Hare,2010,1,UK,Comedy,Rated,91,2011-09-09,English,6.2,4833.0,27400.0,27400.0,,44800.0
3899,Burlesque,2010,3037,USA,Drama,Rated,119,2010-11-24,English,6.4,39440655.0,33900.0,33900.0,,
3900,Burma VJ: Reporting from a Closed Country,2008,3,Denmark,Documentary,Unrated,84,2009-05-20,Burmese,8.0,51672.0,0.0,0.0,,
3901,Burn,2012,14,USA,Documentary,Unrated,86,2012-07-24,English,7.5,9961030.0,0.0,0.0,,
3902,Burn After Reading,2008,2657,USA,Comedy,Rated,96,2008-09-12,English,7.0,60355347.0,55000.0,64800.0,,50300.0
3903,Burning Bodhi,2015,10,USA,Drama,Rated,93,2016-03-18,English,4.8,3289.0,40000.0,64599.99999999999,,
3904,The Burning Plain,2008,26,USA,Crime,Rated,107,2009-09-18,English,6.8,200730.0,45700.0,45900.0,,116.0
3905,Burnt,2015,3003,USA,Comedy,Rated,101,2015-10-30,English,6.6,13651946.0,113400.0,113400.0,,18600.0
3906,Busco novio para mi mujer,2016,357,Mexico,Comedy,Rated,92,2016-02-19,Spanish,5.6,1741889.0,0.0,0.0,,
3907,The Business of Being Born,2008,3,USA,Documentary,Rated,87,2008-01-09,English,7.4,69991.0,0.0,0.0,,
3908,Buster's Mal Heart,2016,18,USA,Drama,Unrated,96,2017-04-28,English,5.9,73121.0,0.0,0.0,,
3909,Bustin' Down the Door,2008,17,USA,Documentary,Unrated,95,2008-07-25,English,6.9,109427.0,0.0,0.0,,
3910,"The Butcher, the Chef, and the Swordsman",2010,37,China,Action,Rated,92,2011-03-18,Mandarin,5.7,47896.0,0.0,0.0,,
3911,Butter,2011,90,USA,Comedy,Rated,90,2012-10-05,English,6.2,105018.0,45000.0,45500.0,,32000.0
3912,Butterfly Girl,2014,3,USA,Documentary,Rated,78,2015-04-03,English,8.7,17503.0,0.0,0.0,,
3913,The Butterfly Room,2012,1,Italy,Horror,Unrated,87,2014-04-11,English,5.6,1081.0,0.0,0.0,,
3914,Buzzard,2014,11,USA,Comedy,Unrated,97,2015-03-06,English,6.4,14591.0,0.0,0.0,,
3915,BuzzKill,2012,1,USA,Comedy,Unrated,94,2012-01-20,English,4.7,5860.0,0.0,0.0,,
3916,Gemma Bovery,2014,29,France,Comedy,Rated,99,2015-05-29,French,6.4,191533.0,39800.0,39800.0,,
3917,General Education,2012,4,USA,Comedy,Rated,94,2012-08-24,English,4.4,8601.0,0.0,0.0,,
3918,General Orders No. 9,2009,1,USA,,Unrated,72,2011-06-24,English,6.0,0.0,0.0,0.0,,
3919,Generation Found,2016,22,USA,Documentary,Rated,85,2016-08-29,English,9.2,151751.0,0.0,0.0,,
3920,Generation Iron,2013,84,USA,Documentary,Rated,106,2013-09-20,English,7.1,849521.0,43100.0,62800.0,,
3921,Generation Iron 2,2017,2,USA,Documentary,Rated,106,2017-05-12,English,6.1,4439.0,62800.0,62800.0,,
3922,Generation Startup,2016,1,USA,Documentary,Rated,93,2016-09-23,English,7.9,22271.0,0.0,0.0,,
3923,Generation War,2013,7,Germany,Action,Rated,270,2014-01-15,German,8.5,91595.0,0.0,0.0,,
3924,Generational Sins,2017,0,USA,Drama,Rated,90,2017-10-06,English,8.7,0.0,0.0,0.0,,
3925,Genius,2016,152,UK,Biography,Rated,104,2016-06-10,English,6.5,1361045.0,38233.333333333336,41800.0,,
3926,Genius Within: The Inner Life of Glenn Gould,2009,9,Canada,Documentary,Unrated,106,2010-09-10,English,7.4,167508.0,0.0,0.0,,
3927,A Gentleman,2017,135,India,Action,Rated,145,2017-08-25,Hindi,7.1,418870.0,0.0,0.0,,
3928,Gentlemen Broncos,2009,18,USA,Adventure,Rated,90,2009-10-30,English,6.2,113682.0,0.0,0.0,,
3929,George Takei's Allegiance,2016,476,USA,Musical,Rated,130,2017-02-19,English,9.7,784850.0,0.0,0.0,,
3930,Georgia Rule,2007,2531,USA,Comedy,Rated,113,2007-05-11,English,5.9,19103072.0,32800.0,32800.0,,56900.0
3931,Geostorm,2017,3246,USA,Action,Rated,109,2017-10-20,English,6.5,30538892.0,30766.66666666667,49200.0,,33600.0
3932,Gerhard Richter - Painting,2011,9,Germany,Documentary,Unrated,97,2012-03-14,German,7.2,242646.0,0.0,0.0,,
3933,The German Doctor,2013,39,Argentina,Drama,Rated,93,2014-04-25,Spanish,6.8,418392.0,0.0,0.0,,
3934,Germans & Jews,2016,2,USA,Documentary,Rated,76,2016-06-10,English,8.5,38100.0,0.0,0.0,,
3935,Gerontophilia,2013,1,Canada,Comedy,Unrated,82,2015-05-01,English,6.2,4916.0,0.0,0.0,,
3936,Get Hard,2015,3212,USA,Comedy,Rated,100,2015-03-27,English,6.0,90411453.0,63633.33333333334,69000.0,,90400.0
3937,Get Him to the Greek,2010,2702,USA,Comedy,Rated,109,2010-06-04,English,6.4,60974475.0,88450.0,118700.0,,
3938,Get Low,2009,570,USA,Drama,Rated,103,2010-07-30,English,7.1,9176933.0,40400.0,47800.0,,
3939,Get on Up,2014,2469,UK,Biography,Rated,139,2014-08-01,English,6.9,30703100.0,114000.0,114000.0,,69000.0
3940,Get Out,2017,3143,USA,Horror,Rated,104,2017-02-24,English,7.7,175484140.0,0.0,0.0,,175500.0
3941,Get Smart,2008,3915,USA,Action,Rated,110,2008-06-20,English,6.5,130319208.0,98566.66666666669,108000.0,,89400.0
3942,Get the Girl,2017,0,USA,Action,Rated,87,2017-01-26,,5.1,0.0,0.0,0.0,,
3943,Gett: The Trial of Viviane Amsalem,2014,74,Israel,Drama,Unrated,115,2015-02-13,Hebrew,7.7,988150.0,0.0,0.0,,
3944,Yuvvraaj,2008,77,India,Comedy,Rated,151,2008-11-21,Hindi,4.2,570090.0,0.0,0.0,,
3945,Yves Saint Laurent,2014,24,France,Biography,Rated,106,2014-06-25,French,6.2,723593.0,0.0,0.0,,
3946,Hyde Park on Hudson,2012,246,UK,Biography,Rated,94,2012-12-07,English,5.9,6376145.0,37150.0,47800.0,,
3947,Hyena,2014,6,UK,Crime,Unrated,112,2015-05-01,English,6.1,3401.0,0.0,0.0,,
3948,Hyena Road,2015,10,Canada,Drama,Rated,120,2016-03-11,English,6.5,1430.0,0.0,0.0,,
3949,Hysteria,2011,218,UK,Comedy,Rated,100,2012-05-18,English,6.7,1804139.0,43300.0,49000.0,,
3950,He Named Me Malala,2015,477,USA,Documentary,Rated,88,2015-10-02,English,6.8,2668936.0,0.0,0.0,,7200.0
3951,He Was a Quiet Man,2007,3,USA,Drama,Unrated,95,2007-11-30,English,6.8,2431.0,0.0,0.0,,
3952,He's Just Not That Into You,2009,3175,Germany,Comedy,Rated,129,2009-02-06,English,6.4,93953653.0,0.0,0.0,,27100.0
3953,Head Games,2012,5,USA,Documentary,Rated,95,2012-09-21,English,7.4,14056.0,0.0,0.0,,
3954,Headhunters,2011,60,Norway,Crime,Rated,96,2012-04-27,Norwegian,7.6,1200010.0,0.0,0.0,,48100.0
3955,The Headless Woman,2008,3,Argentina,Drama,Unrated,87,2009-08-19,Spanish,6.5,100177.0,0.0,0.0,,
3956,Headshot,2016,1,Indonesia,Action,Rated,118,2012-09-28,Indonesian,6.4,1373.0,0.0,0.0,,
3957,Heal the Living,2016,2,France,Drama,Unrated,103,2017-04-14,French,7.1,3176.0,0.0,0.0,,
3958,Heartbeat Detector,2007,2,France,Drama,Unrated,143,2008-03-14,French,6.2,5309.0,23100.0,23100.0,,
3959,Heartbeats,2010,10,Canada,Drama,Unrated,101,2011-02-25,French,7.2,68723.0,0.0,0.0,,1800.0
3960,The Heartbreak Kid,2007,3233,USA,Comedy,Rated,116,2007-10-05,English,5.8,36787257.0,56200.0,74500.0,,
3961,Heartbreaker,2010,43,France,Comedy,Unrated,105,2010-09-10,French,6.8,504030.0,0.0,0.0,,
3962,Heartless,2009,1,UK,Drama,Rated,114,2010-11-19,English,6.0,3697.0,19400.0,19400.0,,
3963,The Heat,2013,3184,USA,Action,Rated,117,2013-06-28,English,6.6,159582188.0,77950.0,85500.0,,116900.0
3964,Heaven Is for Real,2014,3048,USA,Biography,Rated,99,2014-04-16,English,5.8,91443253.0,48050.0,64099.99999999999,,71600.0
3965,Heaven Knows What,2014,14,USA,Drama,Rated,97,2015-05-29,English,6.5,80734.0,0.0,0.0,,
3966,Heavy Metal in Baghdad,2007,2,Canada,Documentary,Rated,84,2008-05-23,English,7.8,4070.0,0.0,0.0,,
3967,Hecho en México,2012,26,Mexico,Documentary,Rated,98,2012-11-30,Spanish,7.0,151133.0,0.0,0.0,,
3968,Hector and the Search for Happiness,2014,183,Germany,Adventure,Rated,114,2014-09-19,English,7.0,1124445.0,84100.0,131000.0,,23400.0
3969,The Hedgehog,2009,40,France,Drama,Unrated,100,2011-08-19,French,7.4,707945.0,0.0,0.0,,
3970,The Heir Apparent: Largo Winch,2008,4,France,Action,Unrated,108,2011-11-18,French,6.5,10352.0,0.0,0.0,,
3971,Helena from the Wedding,2010,1,USA,Comedy,Rated,89,2010-11-12,English,4.7,4190.0,0.0,0.0,,
3972,Heleno,2011,4,Brazil,Biography,Rated,116,2012-12-07,Portuguese,7.0,0.0,64900.00000000001,64900.00000000001,,
3973,Hell and Back,2015,411,USA,Animation,Rated,86,2015-10-02,English,5.3,157768.0,61300.0,61600.0,,
3974,Hell and Back Again,2011,4,USA,Documentary,Unrated,88,2011-10-05,English,6.5,40634.0,0.0,0.0,,
3975,Hell Baby,2013,10,USA,Comedy,Rated,98,2013-09-06,English,4.8,8785.0,0.0,0.0,,
3976,Hell or High Water,2016,1505,USA,Crime,Rated,102,2016-08-12,English,7.6,27007844.0,55550.0,87500.0,,
3977,Hell Ride,2008,82,USA,Action,Rated,84,2008-08-08,English,5.1,213608.0,0.0,0.0,,
3978,Hellbound?,2012,5,Canada,Documentary,Unrated,84,2012-09-21,English,6.2,22887.0,0.0,0.0,,
3979,Hellboy II: The Golden Army,2008,3212,USA,Action,Rated,120,2008-07-11,English,7.0,75986503.0,41000.0,41000.0,,43700.0
3980,Tarja: Hellfest,2016,0,France,Music,Rated,48,2018-10-12,English,,0.0,0.0,0.0,,
3981,Hellion,2014,9,USA,Drama,Rated,99,2014-06-13,English,6.1,55708.0,0.0,0.0,,
3982,Hello Herman,2012,15,USA,Drama,Rated,90,2013-06-07,English,5.9,8437.0,0.0,0.0,,
3983,Hello I Must Be Going,2012,15,USA,Comedy,Rated,95,2012-09-07,English,6.2,106709.0,0.0,0.0,,
3984,"Hello, My Name Is Doris",2015,979,USA,Comedy,Rated,90,2016-03-11,English,6.7,14444999.0,74100.0,74100.0,,
3985,The Help,2011,3014,USA,Drama,Rated,146,2011-08-10,English,8.1,169708112.0,93100.0,144700.0,,69000.0
3986,Heneral Luna,2015,42,Philippines,Action,Rated,118,2015-10-30,Filipino,7.8,206040.0,0.0,0.0,,
3987,Henning Mankell's Wallander: The Revenge,2009,2,Sweden,Crime,Rated,93,2012-05-25,Swedish,,10960.0,0.0,0.0,,
3988,Henry Poole Is Here,2008,527,USA,Comedy,Rated,99,2008-08-15,English,6.5,1836515.0,22750.0,25000.0,,10700.0
3989,Henry's Crime,2010,8,USA,Comedy,Rated,108,2011-04-08,English,6.0,102541.0,42600.0,42600.0,,70.8
3990,Herb & Dorothy,2008,8,USA,Documentary,Unrated,87,2009-06-05,English,7.6,194721.0,0.0,0.0,,
3991,The Here After,2015,0,Sweden,Drama,Rated,102,2017-05-26,Swedish,6.6,0.0,0.0,0.0,,
3992,Here and There,2009,5,Serbia,Comedy,Unrated,85,2010-05-14,Serbian,6.4,27156.0,0.0,0.0,,
3993,Here Comes the Boom,2012,3014,USA,Action,Rated,105,2012-10-12,English,6.4,45290318.0,78300.0,106900.0,,82100.0
3994,Here Comes the Devil,2012,2,Mexico,Horror,Unrated,97,2013-12-13,Spanish,5.6,4534.0,0.0,0.0,,
3995,Hereafter,2010,2424,USA,Drama,Rated,129,2010-10-15,English,6.5,32746941.0,0.0,0.0,,53400.0
3996,Herman's House,2012,2,USA,Documentary,Unrated,80,2013-04-19,English,6.2,4956.0,0.0,0.0,,
3997,Hermano,2007,49,Italy,Drama,Rated,0,2012-08-24,,7.2,29864.0,0.0,0.0,,
3998,Hermia & Helena,2016,4,Argentina,Comedy,Unrated,87,2017-05-26,English,6.1,43152.0,0.0,0.0,,
3999,The Hero,2017,447,USA,Comedy,Rated,93,2017-06-09,English,6.6,4077333.0,31300.0,31300.0,,
4000,The Hero of Color City,2014,69,USA,Animation,Rated,77,2014-10-03,English,4.1,32188.0,21200.0,21200.0,,
4001,Heroine,2012,114,India,Drama,Unrated,149,2012-09-21,Hindi,5.1,598668.0,0.0,0.0,,
4002,Heropanti,2014,16,India,Action,Unrated,146,2014-05-23,Hindi,5.4,63649.0,0.0,0.0,,
4003,Hesher,2010,42,USA,Comedy,Rated,106,2011-05-13,English,7.1,382946.0,46400.0,46400.0,,383.0
4004,The Heyday of the Insensitive Bastards,2017,0,USA,Comedy,Rated,97,2017-10-27,English,4.4,0.0,55200.0,55200.0,,
4005,Heyy Babyy,2007,68,India,Comedy,Rated,144,2007-08-24,Hindi,6.1,1443521.0,0.0,0.0,,
4006,Pyaar Ka Punchnama 2,2015,49,India,Comedy,Unrated,137,2015-10-16,Hindi,7.3,222856.0,0.0,0.0,,
4007,The Pyramid,2014,685,USA,Action,Rated,89,2014-12-05,English,4.6,2756333.0,0.0,0.0,,
4008,A Place at the Table,2012,35,USA,Documentary,Rated,84,2013-03-01,English,6.9,231378.0,0.0,0.0,,
4009,The Place Beyond the Pines,2012,1584,USA,Crime,Rated,140,2013-03-29,English,7.3,21403519.0,39950.0,46000.0,,14600.0
4010,Planes,2013,3716,USA,Animation,Rated,91,2013-08-09,English,5.8,90288712.0,0.0,0.0,,90300.0
4011,Planes: Fire & Rescue,2014,3839,USA,Animation,Rated,83,2014-07-18,English,6.0,59165787.0,35200.0,35200.0,,
4012,Planet 51,2009,3035,Spain,Animation,Rated,91,2009-11-20,English,6.1,42194060.0,61400.0,108000.0,,
4013,Planet B-Boy,2007,14,USA,Documentary,Unrated,95,2008-03-21,English,7.8,273870.0,0.0,0.0,,4600.0
4014,Planet of Snail,2011,2,South Korea,Documentary,Unrated,88,2012-07-25,Korean,7.2,13957.0,0.0,0.0,,
4015,Planetarium,2016,1,France,Drama,Rated,105,2017-08-11,English,4.8,3262.0,69300.0,69300.0,,
4016,Plastic Planet,2009,2,Austria,Documentary,Rated,95,2011-01-14,English,7.3,3164.0,0.0,0.0,,
4017,Play the Game,2009,55,USA,Comedy,Rated,105,2009-02-27,English,6.5,659483.0,0.0,0.0,,
4018,Playback,2012,1,USA,Horror,Rated,98,2012-03-16,English,4.3,264.0,0.0,0.0,,
4019,The Players,2012,50,France,Comedy,Rated,109,2014-04-04,French,5.3,10854.0,0.0,0.0,,
4020,Playing for Keeps,2012,2840,USA,Comedy,Rated,105,2012-12-07,English,5.7,13102272.0,40700.0,49200.0,,49600.0
4021,Playmobil: The Secret of Pirate Island,2009,0,USA,Animation,Rated,134,2019-01-18,English,7.0,0.0,0.0,0.0,,
4022,The Playroom,2012,12,USA,Drama,Unrated,83,2013-04-05,English,5.3,5964.0,0.0,0.0,,
4023,Please Give,2010,272,USA,Comedy,Rated,87,2010-04-30,English,6.6,4033574.0,38700.0,38700.0,,8100.0
