,Title,Theaters,Country,Genre,Rated,Runtime,Open,Director,Language,imdbRating,Total Gross,last year_totalgross,genre_gross,count_num,googletrends,Actorinfluenceave,Total Gross(Million),Movie involved,Average Gross for each movie
292,5 Flights Up,94,USA,Drama,Rated,88,2015-05-08,Richard Loncraine,English,6.2,1020921.0,10354970864.0,1679582816.0,45,296.0,53150.0,78400.0,6.0,13100.0
293,My One and Only,256,USA,Adventure,Rated,108,2009-08-21,Richard Loncraine,English,6.6,2479538.0,9750709587.0,2689254029.0,24,390.0,33900.0,78400.0,6.0,13100.0
294,50 to 1,133,USA,Drama,Rated,110,2014-03-21,Jim Wilson,English,6.6,1064454.0,10893180888.0,1338281892.0,47,813.0,0.0,1100.0,2.0,548.0
295,50/50,2479,USA,Comedy,Rated,100,2011-09-30,Jonathan Levine,English,7.7,35014192.0,10589599184.0,1376087969.0,43,639.0,59533.33333333334,192400.0,5.0,38500.0
296,Snatched,3511,USA,Action,Rated,90,2017-05-12,Jonathan Levine,English,4.3,45852178.0,11216236720.0,2297451379.0,33,614.0,0.0,192400.0,5.0,38500.0
297,56 Up,33,UK,Documentary,Unrated,144,2013-01-04,Michael Apted,English,7.9,701278.0,11041914748.0,131885122.0,13,380.0,0.0,574900.0,18.0,31900.0
298,Chasing Mavericks,2030,USA,Biography,Rated,116,2012-10-26,Michael Apted,English,7.2,6002756.0,10187347362.0,,44,831.0,49200.0,574900.0,18.0,31900.0
299,The Chronicles of Narnia: The Voyage of the Dawn Treader,3555,USA,Adventure,Rated,113,2010-12-10,Michael Apted,English,6.3,104386950.0,10639535233.0,2818706120.0,19,1496.0,57500.0,574900.0,18.0,31900.0
300,Collateral Beauty,3028,USA,Drama,Rated,97,2016-12-16,David Frankel,English,6.8,31016021.0,11149116327.0,2060252692.0,26,664.0,72800.0,375000.0,7.0,53600.0
301,One Chance,43,UK,Biography,Rated,103,2014-10-10,David Frankel,English,6.8,101196.0,10893180888.0,,56,1216.0,0.0,375000.0,7.0,53600.0
302,Hope Springs,2441,USA,Comedy,Rated,100,2012-08-08,David Frankel,English,6.3,63536011.0,10187347362.0,1490816438.0,46,617.0,63866.66666666666,375000.0,7.0,53600.0
303,The Collection,1403,USA,Horror,Rated,82,2012-11-30,Marcus Dunstan,English,6.1,6842058.0,10187347362.0,404326975.0,38,594.0,0.0,14600.0,2.0,7300.0
304,The Collector,1325,USA,Horror,Rated,90,2009-07-31,Marcus Dunstan,English,6.4,7712114.0,9750709587.0,293647307.0,26,547.0,0.0,14600.0,2.0,7300.0
305,College Road Trip,2706,USA,Adventure,Rated,83,2008-03-07,Roger Kumble,English,4.3,45610425.0,9767268194.0,2920391521.0,32,1204.0,53800.0,158900.0,5.0,31800.0
306,Furry Vengeance,3002,USA,Comedy,Rated,92,2010-04-30,Roger Kumble,English,3.8,17630465.0,10639535233.0,1435263724.0,30,677.0,38100.0,158900.0,5.0,31800.0
307,Collide,2045,UK,Action,Rated,99,2017-02-24,Eran Creevy,English,5.7,2280004.0,11216236720.0,2297451379.0,30,626.0,48900.0,2300.0,2.0,1100.0
308,Welcome to the Punch,9,UK,Action,Rated,99,2013-03-27,Eran Creevy,English,6.1,9747.0,11041914748.0,2219810902.0,41,1292.0,42800.0,2300.0,2.0,1100.0
309,Colombiana,2614,France,Action,Rated,108,2011-08-26,Olivier Megaton,English,6.4,36665854.0,10589599184.0,1491832495.0,38,723.0,94300.0,297500.0,4.0,74400.0
310,Transporter 3,2626,France,Action,Rated,104,2008-11-26,Olivier Megaton,English,6.1,31715062.0,9767268194.0,1481747614.0,22,1485.0,47200.0,297500.0,4.0,74400.0
311,The Color Wheel,3,USA,Comedy,Unrated,83,2012-05-18,Alex Ross Perry,English,6.7,19001.0,10187347362.0,1490816438.0,34,529.0,0.0,402.0,4.0,100.0
312,Listen Up Philip,30,USA,Comedy,Unrated,108,2014-10-17,Alex Ross Perry,English,6.3,200126.0,10893180888.0,1619719448.0,56,729.0,13850.0,402.0,4.0,100.0
313,The Comebacks,2812,USA,Comedy,Rated,84,2007-10-19,Tom Brady,English,4.2,13349927.0,9190502983.0,1955138318.0,31,1050.0,0.0,51000.0,3.0,17000.0
314,Bucky Larson: Born to Be a Star,1500,USA,Comedy,Rated,97,2011-09-09,Tom Brady,English,3.3,2529395.0,10589599184.0,1376087969.0,43,809.0,41100.0,51000.0,3.0,17000.0
315,The Comedian,848,USA,Comedy,Rated,120,2016-12-09,Taylor Hackford,English,5.7,1659002.0,11149116327.0,1321791183.0,26,890.0,59000.0,426800.0,14.0,30500.0
316,Love Ranch,11,USA,Biography,Rated,117,2010-06-30,Taylor Hackford,English,5.6,137885.0,10639535233.0,,29,635.0,33600.0,426800.0,14.0,30500.0
317,Comic-Con Episode IV: A Fan's Hope,6,USA,Documentary,Rated,88,2012-04-06,Morgan Spurlock,English,7.0,34665.0,10187347362.0,82817592.0,36,0.0,66750.0,41500.0,6.0,6900.0
318,One Direction: This Is Us,2735,USA,Documentary,Rated,92,2013-08-30,Morgan Spurlock,English,4.1,28873374.0,11041914748.0,131885122.0,44,927.0,0.0,41500.0,6.0,6900.0
319,Where in the World Is Osama Bin Laden?,102,France,Documentary,Rated,90,2008-04-18,Morgan Spurlock,English,6.6,384955.0,9767268194.0,70723219.0,34,438.0,638.0,41500.0,6.0,6900.0
320,The Company Men,277,UK,Drama,Rated,104,2011-01-21,John Wells,English,6.8,4441272.0,10589599184.0,1687447132.0,23,613.0,55466.66666666666,55800.0,3.0,18600.0
321,August: Osage County,2411,USA,Drama,Rated,121,2013-12-27,John Wells,English,7.2,37738810.0,11041914748.0,1670662348.0,27,1214.0,50300.0,55800.0,3.0,18600.0
322,Burnt,3003,USA,Comedy,Rated,101,2015-10-30,John Wells,English,6.6,13651946.0,10354970864.0,1272411206.0,53,644.0,113400.0,55800.0,3.0,18600.0
323,The Company You Keep,807,USA,Drama,Rated,125,2013-04-05,Robert Redford,English,6.4,5133027.0,11041914748.0,1670662348.0,37,711.0,77200.0,274800.0,9.0,30500.0
324,The Conspirator,849,USA,Crime,Rated,122,2011-04-15,Robert Redford,English,6.9,11538204.0,10589599184.0,,40,716.0,69066.66666666669,274800.0,9.0,30500.0
325,Lions for Lambs,2216,USA,Drama,Rated,92,2007-11-09,Robert Redford,English,6.2,15002854.0,9190502983.0,1566075796.0,27,937.0,62766.66666666666,274800.0,9.0,30500.0
326,Concussion,25,UK,Biography,Rated,123,2013-10-04,Peter Landesman,English,7.1,42606.0,11041914748.0,,34,1124.0,77233.33333333331,36000.0,3.0,12000.0
327,Confessions of a Shopaholic,2534,USA,Comedy,Rated,104,2009-02-13,P.J. Hogan,English,5.9,44277350.0,9750709587.0,2099450726.0,18,1321.0,63000.0,235000.0,4.0,58700.0
328,Mental,12,USA,Comedy,Unrated,116,2013-03-29,P.J. Hogan,English,6.2,17669.0,11041914748.0,1050654625.0,41,1253.0,0.0,235000.0,4.0,58700.0
329,The Conjuring,3115,USA,Horror,Rated,112,2013-07-19,James Wan,English,7.5,137400141.0,11041914748.0,308863451.0,32,660.0,35800.0,812800.0,8.0,101600.0
330,The Conjuring 2,3356,Canada,Horror,Rated,134,2016-06-10,James Wan,English,7.4,102470008.0,11149116327.0,374243647.0,42,490.0,35800.0,812800.0,8.0,101600.0
331,Furious 7,4022,USA,Action,Rated,137,2015-04-03,James Wan,English,7.2,353007020.0,10354970864.0,2268082751.0,45,694.0,87200.0,812800.0,8.0,101600.0
332,Insidious,2419,USA,Horror,Rated,103,2011-04-01,James Wan,English,6.8,54009150.0,10589599184.0,531211616.0,40,606.0,48700.0,812800.0,8.0,101600.0
333,Insidious: Chapter 2,3155,USA,Horror,Rated,106,2013-09-13,James Wan,English,6.6,83586447.0,11041914748.0,308863451.0,51,536.0,48700.0,812800.0,8.0,101600.0
334,Dead Silence,1806,USA,Horror,Rated,89,2007-03-16,James Wan,English,6.2,16809076.0,9190502983.0,553237666.0,14,885.0,0.0,812800.0,8.0,101600.0
335,Death Sentence,1823,USA,Action,Rated,105,2007-08-31,James Wan,English,6.8,9534258.0,9190502983.0,1007869230.0,26,966.0,38850.0,812800.0,8.0,101600.0
336,Contagion,3222,USA,Drama,Rated,106,2011-09-09,Steven Soderbergh,English,6.6,75658097.0,10589599184.0,1687447132.0,43,466.0,55600.0,1067100.0,27.0,39500.0
337,The Informant!,2505,USA,Comedy,Rated,108,2009-09-18,Steven Soderbergh,English,6.5,33316821.0,9750709587.0,2099450726.0,32,0.0,77100.0,1067100.0,27.0,39500.0
338,Logan Lucky,3031,USA,Comedy,Rated,118,2017-08-18,Steven Soderbergh,English,7.3,27780977.0,11216236720.0,1302997778.0,42,412.0,64400.00000000001,1067100.0,27.0,39500.0
339,And Everything Is Going Fine,2,USA,Documentary,Unrated,89,2010-12-10,Steven Soderbergh,English,7.2,22080.0,10639535233.0,187290939.0,19,268.0,0.0,1067100.0,27.0,39500.0
340,Control,29,UK,Biography,Rated,122,2007-10-10,Anton Corbijn,English,7.7,872252.0,9190502983.0,,31,1469.0,0.0,53700.0,3.0,17900.0
341,The American,2833,USA,Crime,Rated,105,2010-09-01,Anton Corbijn,English,6.3,35606376.0,10639535233.0,,36,1420.0,61100.0,53700.0,3.0,17900.0
342,A Most Wanted Man,801,UK,Crime,Rated,122,2014-07-25,Anton Corbijn,English,6.8,17237855.0,10893180888.0,,28,388.0,61600.0,53700.0,3.0,17900.0
343,Coraline,2320,USA,Animation,Rated,100,2009-02-06,Henry Selick,English,7.7,75286229.0,9750709587.0,,18,546.0,61200.0,184700.0,4.0,46200.0
344,Coriolanus,21,UK,Drama,Rated,123,2012-01-20,Ralph Fiennes,English,6.2,757195.0,10187347362.0,1490190858.0,30,791.0,63850.0,2000.0,2.0,996.0
345,The Invisible Woman,153,UK,Biography,Rated,111,2013-12-25,Ralph Fiennes,English,6.1,1234254.0,11041914748.0,,27,0.0,44500.0,2000.0,2.0,996.0
346,Country Strong,1441,USA,Drama,Rated,117,2010-12-22,Shana Feste,English,6.3,20218921.0,10639535233.0,1834327761.0,19,1331.0,50800.0,43800.0,3.0,14600.0
347,Courageous,1214,USA,Drama,Rated,129,2011-09-30,Alex Kendrick,English,7.0,34522221.0,10589599184.0,1687447132.0,43,1009.0,26100.0,145900.0,4.0,36500.0
348,Cover,14,USA,Drama,Rated,98,2008-02-22,Bill Duke,English,5.6,79436.0,9767268194.0,1293680617.0,31,1972.0,0.0,124600.0,7.0,17800.0
349,Not Easily Broken,725,USA,Drama,Rated,99,2009-01-09,Bill Duke,English,6.1,10572742.0,9750709587.0,1089198448.0,18,627.0,48950.0,124600.0,7.0,17800.0
350,Cowboys & Aliens,3754,USA,Action,Rated,119,2011-07-29,Jon Favreau,English,6.0,100240551.0,10589599184.0,1491832495.0,36,1148.0,63500.0,1334500.0,8.0,166800.0
351,Chef,1298,USA,Comedy,Rated,114,2014-05-09,Jon Favreau,English,7.3,31424003.0,10893180888.0,1619719448.0,41,1211.0,62900.0,1334500.0,8.0,166800.0
352,Iron Man,4154,USA,Action,Rated,126,2008-05-02,Jon Favreau,English,7.9,318412101.0,9767268194.0,1481747614.0,23,837.0,37350.0,1334500.0,8.0,166800.0
353,Iron Man 2,4390,USA,Action,Rated,124,2010-05-07,Jon Favreau,English,7.0,312433331.0,10639535233.0,2041030428.0,29,1442.0,70250.0,1334500.0,8.0,166800.0
354,Olympus Has Fallen,3106,USA,Action,Rated,119,2013-03-22,Antoine Fuqua,English,6.5,98925640.0,11041914748.0,2219810902.0,41,711.0,48000.0,627500.0,12.0,52300.0
355,Shooter,2806,USA,Action,Rated,124,2007-03-23,Antoine Fuqua,English,7.2,47003582.0,9190502983.0,1007869230.0,14,888.0,53750.0,627500.0,12.0,52300.0
356,Brooklyn's Finest,1939,USA,Crime,Rated,132,2010-03-05,Antoine Fuqua,English,6.7,27163593.0,10639535233.0,,26,773.0,44900.0,627500.0,12.0,52300.0
357,The Equalizer,3236,USA,Action,Rated,132,2014-09-26,Antoine Fuqua,English,7.2,101530738.0,10893180888.0,2225063194.0,46,652.0,53100.0,627500.0,12.0,52300.0
358,Southpaw,2772,Hong Kong,Drama,Rated,124,2015-07-24,Antoine Fuqua,English,7.4,52421953.0,10354970864.0,1679582816.0,35,528.0,46900.0,627500.0,12.0,52300.0
359,Ondine,39,Ireland,Drama,Rated,111,2010-06-04,Neil Jordan,English,6.8,550472.0,10639535233.0,1834327761.0,29,712.0,38600.0,275700.0,16.0,17200.0
360,The Brave One,2837,USA,Crime,Rated,122,2007-09-14,Neil Jordan,English,6.8,36793804.0,9190502983.0,,26,810.0,40800.0,275700.0,16.0,17200.0
361,Byzantium,13,UK,Drama,Rated,118,2013-06-28,Neil Jordan,English,6.5,89237.0,11041914748.0,1670662348.0,41,1035.0,30300.0,275700.0,16.0,17200.0
362,One Day,1725,USA,Drama,Rated,107,2011-08-19,Lone Scherfig,English,7.0,13843771.0,10589599184.0,1687447132.0,38,1065.0,56250.0,30300.0,5.0,6100.0
363,Their Finest,330,UK,Comedy,Rated,117,2017-04-07,Lone Scherfig,English,6.8,3603484.0,11216236720.0,1302997778.0,38,1208.0,39800.0,30300.0,5.0,6100.0
364,The Riot Club,5,UK,Drama,Rated,107,2015-03-27,Lone Scherfig,English,6.0,7734.0,10354970864.0,1679582816.0,33,1124.0,0.0,30300.0,5.0,6100.0
365,One for the Money,2737,USA,Action,Rated,91,2012-01-27,Julie Anne Robinson,English,5.3,26414527.0,10187347362.0,2117507233.0,30,1164.0,43600.0,89400.0,2.0,44700.0
366,Only God Forgives,81,Denmark,Crime,Rated,90,2013-07-19,Nicolas Winding Refn,English,5.7,779188.0,11041914748.0,,32,552.0,33900.0,37300.0,5.0,7500.0
367,Bronson,8,UK,Action,Rated,92,2009-10-09,Nicolas Winding Refn,English,7.1,104979.0,9750709587.0,1961967999.0,37,1705.0,77000.0,37300.0,5.0,7500.0
368,The Neon Demon,783,Denmark,Horror,Rated,118,2016-06-24,Nicolas Winding Refn,English,6.2,1333124.0,11149116327.0,374243647.0,42,992.0,47750.0,37300.0,5.0,7500.0
369,The Only Living Boy in New York,289,USA,Drama,Rated,89,2017-08-11,Marc Webb,English,6.1,624332.0,11216236720.0,1339173437.0,42,917.0,37700.0,522700.00000000006,5.0,104500.0
370,The Amazing Spider-Man,4318,USA,Action,Rated,136,2012-07-03,Marc Webb,English,7.0,262030663.0,10187347362.0,2117507233.0,23,1111.0,54100.0,522700.00000000006,5.0,104500.0
371,The Amazing Spider-Man 2,4324,USA,Action,Rated,142,2014-05-02,Marc Webb,English,6.7,202853933.0,10893180888.0,2225063194.0,41,1514.0,68933.33333333331,522700.00000000006,5.0,104500.0
372,Only Lovers Left Alive,95,Germany,Comedy,Rated,123,2014-04-11,Jim Jarmusch,English,7.3,1879534.0,10893180888.0,1619719448.0,33,740.0,64366.66666666666,32600.0,12.0,2700.0
373,The Limits of Control,27,USA,Crime,Rated,116,2009-05-01,Jim Jarmusch,English,6.3,426688.0,9750709587.0,,27,606.0,0.0,32600.0,12.0,2700.0
374,Only the Brave,2577,USA,Biography,Rated,134,2017-10-20,Joseph Kosinski,English,8.1,16438916.0,11216236720.0,,47,192.0,39666.66666666666,279400.0,3.0,93100.0
375,Only the Brave,5,USA,Biography,Rated,134,2010-05-28,Joseph Kosinski,English,8.1,150000.0,10639535233.0,,29,192.0,39666.66666666666,279400.0,3.0,93100.0
376,Fun Size,3016,USA,Adventure,Rated,86,2012-10-26,Josh Schwartz,English,5.4,9409538.0,10187347362.0,2824412451.0,44,721.0,0.0,9400.0,1.0,9400.0
377,Funny Games,288,USA,Crime,Rated,111,2008-03-14,Michael Haneke,English,6.5,1294919.0,9767268194.0,,32,635.0,25000.0,15200.0,8.0,1900.0
378,The White Ribbon,106,Germany,Drama,Rated,144,2009-12-30,Michael Haneke,German,7.8,2222862.0,9750709587.0,1089198448.0,23,1217.0,0.0,15200.0,8.0,1900.0
379,Amour,333,Austria,Drama,Rated,127,2012-12-19,Michael Haneke,French,7.9,6739492.0,10187347362.0,1490190858.0,21,1133.0,0.0,15200.0,8.0,1900.0
380,Funny People,3008,USA,Comedy,Rated,146,2009-07-31,Judd Apatow,English,6.3,51855045.0,9750709587.0,2099450726.0,26,656.0,76833.33333333331,488600.0,6.0,81400.0
381,Trainwreck,3171,Japan,Comedy,Rated,125,2015-07-17,Judd Apatow,English,6.2,110212700.0,10354970864.0,1272411206.0,35,492.0,0.0,488600.0,6.0,81400.0
382,Knocked Up,2975,USA,Comedy,Rated,129,2007-06-01,Judd Apatow,English,7.0,148768917.0,9190502983.0,1955138318.0,15,660.0,62433.33333333334,488600.0,6.0,81400.0
383,This Is 40,2931,USA,Comedy,Rated,134,2012-12-21,Judd Apatow,English,6.2,67544505.0,10187347362.0,1490816438.0,21,884.0,57200.0,488600.0,6.0,81400.0
384,The Future,31,Germany,Drama,Rated,91,2011-07-29,Miranda July,English,6.2,568662.0,10589599184.0,1687447132.0,36,1313.0,2200.0,4500.0,2.0,2200.0
385,Fracture,2443,USA,Crime,Rated,113,2007-04-20,Gregory Hoblit,English,7.2,39015018.0,9190502983.0,,17,601.0,36350.0,213100.0,6.0,35500.0
386,Fred Claus,3603,USA,Comedy,Rated,116,2007-11-09,David Dobkin,English,5.6,72006777.0,9190502983.0,1955138318.0,27,754.0,46200.0,427700.0,6.0,71300.0
387,The Change-Up,2913,USA,Comedy,Rated,112,2011-08-05,David Dobkin,English,6.3,37081475.0,10589599184.0,1376087969.0,38,1088.0,57700.0,427700.0,6.0,71300.0
388,The Judge,3003,USA,Crime,Rated,141,2014-10-10,David Dobkin,English,7.4,47119388.0,10893180888.0,,56,614.0,32700.0,427700.0,6.0,71300.0
389,Free State of Jones,2815,USA,Action,Rated,139,2016-06-24,Gary Ross,English,6.9,20810036.0,11149116327.0,2953177273.0,42,467.0,50700.0,589700.0,4.0,147400.0
390,The Hunger Games,4137,USA,Adventure,Rated,142,2012-03-23,Gary Ross,English,7.2,408010692.0,10187347362.0,2824412451.0,49,872.0,101600.0,589700.0,4.0,147400.0
391,Freedom Writers,2286,Germany,Biography,Rated,123,2007-01-05,Richard LaGravenese,English,7.5,36605602.0,9190502983.0,,6,586.0,26400.0,122800.0,6.0,20500.0
392,Friends with Benefits,2926,USA,Comedy,Rated,109,2011-07-22,Will Gluck,English,6.6,55802754.0,10589599184.0,1376087969.0,36,809.0,54750.0,217300.0,4.0,54300.0
393,Frost/Nixon,1105,USA,Biography,Rated,122,2008-12-05,Ron Howard,English,7.7,18622031.0,9767268194.0,,28,1248.0,36500.0,1896000.0,24.0,79000.0
394,In the Heart of the Sea,3103,USA,Action,Rated,122,2015-12-11,Ron Howard,English,6.9,25020758.0,10354970864.0,2268082751.0,34,787.0,89700.0,1896000.0,24.0,79000.0
395,Inferno,3576,USA,Action,Rated,121,2016-10-28,Ron Howard,English,6.2,34343574.0,11149116327.0,2953177273.0,46,967.0,98066.66666666669,1896000.0,24.0,79000.0
396,The Dilemma,2943,USA,Comedy,Rated,111,2011-01-14,Ron Howard,English,5.3,48475290.0,10589599184.0,1376087969.0,23,603.0,62133.33333333334,1896000.0,24.0,79000.0
397,The Beatles: Eight Days a Week - The Touring Years,155,USA,Documentary,Unrated,106,2016-09-15,Ron Howard,English,7.9,2930414.0,11149116327.0,65052467.0,54,,0.0,1896000.0,24.0,79000.0
398,Angels & Demons,3527,USA,Mystery,Rated,138,2009-05-15,Ron Howard,English,6.7,133375846.0,9750709587.0,,27,1224.0,75100.0,1896000.0,24.0,79000.0
399,Frozen,3742,USA,Animation,Rated,102,2013-11-22,Chris Buck,English,7.5,400738009.0,11041914748.0,,42,1759.0,52900.0,630700.0,3.0,210200.0
400,Fruitvale Station,1086,USA,Biography,Rated,85,2013-07-12,Ryan Coogler,English,7.5,16101339.0,11041914748.0,,32,588.0,70250.0,125900.0,2.0,62900.0
401,Creed,3502,USA,Drama,Rated,133,2015-11-25,Ryan Coogler,English,7.6,109767581.0,10354970864.0,1679582816.0,38,908.0,55300.0,125900.0,2.0,62900.0
402,Transcendence,3455,UK,Drama,Rated,119,2014-04-18,Wally Pfister,English,6.3,23022309.0,10893180888.0,1338281892.0,33,514.0,64533.33333333334,23000.0,1.0,23000.0
403,Transformers,4050,USA,Action,Rated,144,2007-07-03,Michael Bay,English,7.1,319246193.0,9190502983.0,1007869230.0,11,1555.0,105333.33333333331,2326500.0,13.0,179000.0
404,Transformers: Age of Extinction,4233,USA,Action,Rated,165,2014-06-27,Michael Bay,English,5.7,245439076.0,10893180888.0,2225063194.0,42,967.0,66800.0,2326500.0,13.0,179000.0
405,Transformers: Dark of the Moon,4088,USA,Action,Rated,154,2011-06-29,Michael Bay,English,6.3,352390543.0,10589599184.0,1491832495.0,30,1038.0,153100.0,2326500.0,13.0,179000.0
406,Transformers: Revenge of the Fallen,4293,USA,Action,Rated,150,2009-06-24,Michael Bay,English,6.0,402111870.0,9750709587.0,1961967999.0,24,1447.0,105333.33333333331,2326500.0,13.0,179000.0
407,Transformers: The Last Knight,4132,China,Action,Rated,149,2017-06-21,Michael Bay,English,5.2,130168683.0,11216236720.0,2297451379.0,46,1212.0,71533.33333333331,2326500.0,13.0,179000.0
408,The Transporter Refueled,3434,France,Action,Rated,96,2015-09-04,Camille Delamarre,English,5.1,16029670.0,10354970864.0,2268082751.0,47,427.0,72900.0,36400.0,2.0,18200.0
409,Brick Mansions,2647,France,Action,Rated,90,2014-04-25,Camille Delamarre,English,5.7,20396829.0,10893180888.0,2225063194.0,33,925.0,86500.0,36400.0,2.0,18200.0
410,Transsiberian,154,UK,Crime,Rated,111,2008-07-18,Brad Anderson,English,6.7,2206405.0,9767268194.0,,24,556.0,47100.0,59600.0,7.0,8500.0
411,Trash,17,UK,Adventure,Rated,114,2015-10-09,Stephen Daldry,Portuguese,7.2,17484.0,10354970864.0,3199663674.0,53,2310.0,0.0,129700.0,5.0,25900.0
412,Extremely Loud & Incredibly Close,2630,USA,Adventure,Rated,129,2011-12-25,Stephen Daldry,English,6.9,31847881.0,10589599184.0,3790716290.0,25,791.0,66133.33333333331,129700.0,5.0,25900.0
413,The Reader,1203,USA,Drama,Rated,124,2008-12-10,Stephen Daldry,English,7.6,34194407.0,9767268194.0,1293680617.0,28,1150.0,78500.0,129700.0,5.0,25900.0
414,The Tree of Life,237,USA,Drama,Rated,139,2011-05-27,Terrence Malick,English,6.8,13303319.0,10589599184.0,1687447132.0,28,898.0,49366.66666666666,67500.0,8.0,8400.0
415,Knight of Cups,68,USA,Drama,Rated,118,2016-03-04,Terrence Malick,English,5.7,566006.0,11149116327.0,2060252692.0,42,1017.0,65700.0,67500.0,8.0,8400.0
416,Voyage of Time: The IMAX Experience,15,USA,Documentary,Rated,44,2016-10-07,Terrence Malick,English,8.0,55409.0,11149116327.0,65052467.0,46,0.0,64800.0,67500.0,8.0,8400.0
417,Song to Song,95,USA,Drama,Rated,129,2017-03-17,Terrence Malick,English,5.8,443684.0,11216236720.0,1339173437.0,36,911.0,35700.0,67500.0,8.0,8400.0
418,Tricked,1,Netherlands,Comedy,Unrated,55,2013-12-13,Paul Verhoeven,Dutch,6.1,3533.0,11041914748.0,1050654625.0,27,1331.0,0.0,445700.0,9.0,49500.0
419,Elle,209,France,Crime,Rated,130,2016-11-11,Paul Verhoeven,French,7.2,2341534.0,11149116327.0,,35,1852.0,0.0,445700.0,9.0,49500.0
420,Triple 9,2205,USA,Action,Rated,115,2016-02-26,John Hillcoat,English,6.3,12639297.0,11149116327.0,2953177273.0,26,639.0,51833.33333333334,60100.0,4.0,15000.0
421,The Road,396,USA,Adventure,Rated,111,2009-11-25,John Hillcoat,English,7.3,8117000.0,9750709587.0,2689254029.0,29,1937.0,46966.66666666666,60100.0,4.0,15000.0
422,Trolls,4066,USA,Animation,Rated,92,2016-11-04,Mike Mitchell,English,6.5,153707064.0,11149116327.0,,35,1317.0,42800.0,829700.0,7.0,118500.0
423,Shrek Forever After,4386,USA,Animation,Rated,93,2010-05-21,Mike Mitchell,English,6.3,238736787.0,10639535233.0,,29,841.0,111433.33333333331,829700.0,7.0,118500.0
424,Alvin and the Chipmunks: Chipwrecked,3734,USA,Animation,Rated,87,2011-12-16,Mike Mitchell,English,4.4,133110742.0,10589599184.0,,25,904.0,0.0,829700.0,7.0,118500.0
425,Trouble with the Curve,3212,USA,Drama,Rated,111,2012-09-21,Robert Lorenz,English,6.8,35763137.0,10187347362.0,1490190858.0,43,926.0,37200.0,35800.0,1.0,35800.0
426,Tru Loved,4,USA,Comedy,Rated,102,2008-10-17,Stewart Wade,English,5.9,9467.0,9767268194.0,1427703732.0,37,165.0,0.0,13.9,2.0,6.9
427,Trumbo,6,USA,Biography,Rated,124,2008-06-27,Jay Roach,English,7.5,109057.0,9767268194.0,,29,327.0,62100.0,1095400.0,9.0,121700.0
428,Dinner for Schmucks,3046,USA,Comedy,Rated,114,2010-07-30,Jay Roach,English,5.9,73026337.0,10639535233.0,1435263724.0,31,543.0,75700.0,1095400.0,9.0,121700.0
429,Truth,1122,Australia,Biography,Rated,125,2015-10-16,James Vanderbilt,English,6.8,2541854.0,10354970864.0,,53,1394.0,60700.0,2500.0,1.0,2500.0
430,Black Mass,3188,USA,Biography,Rated,123,2015-09-18,Scott Cooper,English,6.9,62575678.0,10354970864.0,,47,738.0,87250.0,113800.0,4.0,28500.0
431,Out of the Furnace,2101,UK,Crime,Rated,116,2013-12-04,Scott Cooper,English,6.8,11330849.0,11041914748.0,,27,1128.0,54500.0,113800.0,4.0,28500.0
432,Crazy Heart,1361,USA,Drama,Rated,112,2009-12-16,Scott Cooper,English,7.3,39464306.0,9750709587.0,1089198448.0,23,984.0,33600.0,113800.0,4.0,28500.0
433,Black or White,1823,USA,Drama,Rated,121,2015-01-30,Mike Binder,English,6.6,21571189.0,10354970864.0,1679582816.0,33,548.0,70600.0,83300.0,6.0,13900.0
434,Reign Over Me,1747,USA,Drama,Rated,124,2007-03-23,Mike Binder,English,7.5,19661987.0,9190502983.0,1566075796.0,14,872.0,84050.0,83300.0,6.0,13900.0
435,Black Sea,353,UK,Adventure,Rated,114,2015-01-23,Kevin Macdonald,English,6.4,1171559.0,10354970864.0,3199663674.0,33,1547.0,41800.0,81800.0,9.0,9100.0
436,How I Live Now,68,UK,Drama,Rated,101,2013-11-08,Kevin Macdonald,English,6.5,60213.0,11041914748.0,1670662348.0,42,1049.0,68650.0,81800.0,9.0,9100.0
437,Black Swan,2407,USA,Drama,Rated,108,2010-12-03,Darren Aronofsky,English,8.0,106954678.0,10639535233.0,1834327761.0,19,551.0,65450.0,269200.0,7.0,38500.0
438,Noah,3571,USA,Action,Rated,138,2014-03-28,Darren Aronofsky,English,5.8,101200044.0,10893180888.0,2225063194.0,47,675.0,41500.0,269200.0,7.0,38500.0
439,The Wrestler,776,USA,Drama,Rated,109,2008-12-17,Darren Aronofsky,English,7.9,26238243.0,9767268194.0,1293680617.0,28,1061.0,34750.0,269200.0,7.0,38500.0
440,Mother!,2368,USA,Drama,Rated,121,2017-09-15,Darren Aronofsky,English,7.1,17800004.0,11216236720.0,1339173437.0,47,,69533.33333333331,269200.0,7.0,38500.0
441,Blackhat,2568,USA,Crime,Rated,133,2015-01-16,Michael Mann,English,5.4,8005980.0,10354970864.0,,33,539.0,129400.0,524100.0,11.0,47600.0
442,Blade Runner 2049,4058,USA,Mystery,Rated,164,2017-10-06,Denis Villeneuve,English,8.5,87011297.0,11216236720.0,,47,507.0,76150.0,303500.0,7.0,43400.0
443,Enemy,120,Canada,Mystery,Rated,91,2014-03-14,Denis Villeneuve,English,6.9,1008726.0,10893180888.0,,47,1628.0,34600.0,303500.0,7.0,43400.0
