,Unnamed: 0,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross
819,1276,3 Idiots,2009,156,India,Comedy,Rated,170,12/23/2009,Rajkumar Hirani,"['Aamir Khan', ' Madhavan', ' Sharman Joshi']",Hindi,8.4,6532874.0
821,1278,3 Nights in the Desert,2014,2,USA,Drama,Rated,90,2/6/2015,Gabriel Cowan,"['Wes Bentley', ' Vincent Piazza', ' Amber Tamblyn']",English,6.0,1297.0
823,1284,3 Weeks in Yerevan,2016,4,USA,Comedy,Rated,0,9/16/2016,Vahe Berberian,"['Vahik Pirhamzei', ' Hrant Tokhatyan', ' Vahe Berberian']",Armenian,,45536.0
824,1285,"3, 2, 1... Frankie Go Boom",2012,12,USA,Comedy,Unrated,89,10/12/2012,Jordan Roberts,"['Charlie Hunnam', ' Nora Dunn', ' Sam Anderson']",English,6.0,0.0
826,1287,30 Beats,2012,15,France,Comedy,Rated,88,7/20/2012,Alexis Lloyd,"['Condola Rashad', ' Justin Kirk', ' Jennifer Tilly']",English,4.1,14693.0
827,1288,30 Days of Night,2007,2859,USA,Horror,Rated,113,10/19/2007,David Slade,"['Josh Hartnett', ' Melissa George', ' Danny Huston']",English,6.6,39568996.0
828,1289,30 Minutes or Less,2011,2888,Germany,Action,Rated,83,8/12/2011,Ruben Fleischer,"['Jesse Eisenberg', ' Danny McBride', ' Aziz Ansari']",English,6.1,37053924.0
829,1290,30 Years of Garbage: The Garbage Pail Kids Story,2017,2,USA,Documentary,Unrated,114,8/11/2017,Jeff Zapata,"['Art Spiegelman', ' John Pound', ' Tom Bunk']",English,7.9,26440.0
831,1292,30-Love,2013,1,Canada,Short,Rated,15,9/29/2017,Richard Stark,"['Ludwig Manukian', ' Jennifer Cooley', ' Chris Akers']",English,9.0,4392.0
834,1296,300: Rise of an Empire,2014,3490,USA,Action,Rated,102,3/7/2014,Noam Murro,"['Sullivan Stapleton', ' Eva Green', ' Lena Headey']",English,6.2,106580051.0
835,1297,31,2016,538,UK,Horror,Rated,102,8/26/2016,Rob Zombie,"['Sheri Moon Zombie', ' Jeff Daniel Phillips', ' Lawrence Hilton-Jacobs']",English,5.0,779820.0
836,1298,The 33,2015,2452,Chile,Biography,Rated,127,11/13/2015,Patricia Riggen,"['Antonio Banderas', ' Rodrigo Santoro', ' Juliette Binoche']",English,6.9,12227722.0
837,1299,35 and Ticking,2011,6,USA,Comedy,Rated,104,5/20/2011,Russ Parr,"['Tamala Jones', ' Nicole Ari Parker', ' Kevin Hart']",English,5.8,113794.0
838,1300,35 Shots of Rum,2008,5,France,Drama,Unrated,100,9/16/2009,Claire Denis,"['Alex Descas', ' Mati Diop', ' Nicole Dogué']",French,7.1,177511.0
839,1303,36 Saints,2013,9,USA,Thriller,Rated,81,9/6/2013,Eddy Duran,"['Franky G', ' Jeffrey De Serrano', ' Donna McKechnie']",English,2.7,11640.0
840,1304,360,2011,12,UK,Drama,Rated,110,8/3/2012,Fernando Meirelles,"['Lucia Siposová', ' Gabriela Marcinková', ' Johannes Krisch']",English,6.2,100343.0
843,1308,4 Days in France,2016,2,France,Comedy,Rated,137,8/4/2017,Jérôme Reybaud,"['Pascal Cervo', ' Arthur Igual', ' Fabienne Babe']",French,6.0,11432.0
846,1313,42,2013,3405,USA,Biography,Rated,128,4/12/2013,Brian Helgeland,"['Chadwick Boseman', ' Harrison Ford', ' Nicole Beharie']",English,7.5,95020213.0
847,1316,44 Inch Chest,2009,5,UK,Crime,Rated,95,1/15/2010,Malcolm Venville,"['Ray Winstone', ' Ian McShane', ' John Hurt']",English,5.8,39033.0
848,1317,45 Years,2015,251,UK,Drama,Rated,91,12/23/2015,Andrew Haigh,"['Charlotte Rampling', ' Tom Courtenay', ' Geraldine James']",English,7.1,4247285.0
849,1318,45365,2009,1,USA,Documentary,Rated,90,2/26/2010,Bill Ross IV,['nan'],English,7.4,853.0
850,1319,47 Meters Down,2017,2471,UK,Adventure,Rated,89,6/16/2017,Johannes Roberts,"['Mandy Moore', ' Claire Holt', ' Chris Johnson']",English,5.7,44307192.0
851,1320,47 Ronin,2013,2690,USA,Action,Rated,128,12/25/2013,Carl Rinsch,"['Keanu Reeves', ' Hiroyuki Sanada', ' Ko Shibasaki']",English,6.3,38362475.0
853,1324,4:44 Last Day on Earth,2011,3,USA,Drama,Rated,82,3/23/2012,Abel Ferrara,"['Shanyn Leigh', ' Willem Dafoe', ' Tony Redman']",English,4.5,17801.0
855,1326,5 Days of War,2011,6,Georgia,Action,Rated,113,8/19/2011,Renny Harlin,"['Rupert Friend', ' Emmanuelle Chriqui', ' Richard Coyle']",English,5.6,17479.0
856,1327,5 Flights Up,2014,94,USA,Drama,Rated,88,5/8/2015,Richard Loncraine,"['Diane Keaton', ' Morgan Freeman', ' Cynthia Nixon']",English,6.2,1020921.0
857,1328,5 to 7,2014,27,USA,Comedy,Rated,95,4/3/2015,Victor Levin,"['Anton Yelchin', ' Bérénice Marlohe', ' David Remnick']",English,7.1,162685.0
859,1330,50 to 1,2014,133,USA,Drama,Rated,110,3/21/2014,Jim Wilson,"['Skeet Ulrich', ' Christian Kane', ' William Devane']",English,6.6,1064454.0
861,1332,50/50,2011,2479,USA,Comedy,Rated,100,9/30/2011,Jonathan Levine,"['Joseph Gordon-Levitt', ' Seth Rogen', ' Anna Kendrick']",English,7.7,35014192.0
863,1335,52 Tuesdays,2013,0,Australia,Drama,Unrated,114,4/3/2015,Sophie Hyde,"['Tilda Cobham-Hervey', ' Sam Althuizen', ' Imogen Archer']",English,6.3,0.0
864,1337,56 Up,2012,33,UK,Documentary,Unrated,144,1/4/2013,Michael Apted,"['Michael Apted', ' Bruce Balden', ' Jacqueline Bassett']",English,7.9,701278.0
865,1338,The 5th Quarter,2010,123,USA,Biography,Rated,90,3/25/2011,Rick Bieber,"['Andie MacDowell', ' Aidan Quinn', ' Ryan Merriman']",English,5.7,408159.0
866,1339,The 5th Wave,2016,2908,USA,Action,Rated,112,1/22/2016,J Blakeson,"['Chloë Grace Moretz', ' Matthew Zuk', ' Gabriela Lopez']",English,5.2,34916787.0
868,1341,6 Days,2017,0,UK,Action,Rated,94,8/18/2017,Toa Fraser,"['Jamie Bell', ' Mark Strong', ' Abbie Cornish']",English,6.1,0.0
869,1342,6 Month Rule,2011,3,USA,Comedy,Rated,100,6/1/2012,Blayne Weaver,"['Blayne Weaver', ' Martin Starr', ' Natalie Morales']",English,4.9,14057.0
870,1343,6 Souls,2010,54,USA,Horror,Rated,112,4/5/2013,Måns Mårlind,"['Julianne Moore', ' Jonathan Rhys Meyers', ' Jeffrey DeMunn']",English,6.1,0.0
871,1344,6 Years,2015,0,USA,Drama,Unrated,79,8/18/2015,Hannah Fidell,"['Taissa Farmiga', ' Ben Rosenfield', ' Lindsay Burdge']",English,5.6,0.0
873,1346,7 Boxes,2012,7,Paraguay,Crime,Rated,105,2/7/2014,Juan Carlos Maneglia,"['Celso Franco', ' Víctor Sosa', ' Lali Gonzalez']",Spanish,7.2,38106.0
874,1347,7 Chinese Brothers,2015,8,USA,Comedy,Unrated,76,8/28/2015,Bob Byington,"['Jason Schwartzman', ' Olympia Dukakis', ' Tunde Adebimpe']",English,5.6,28180.0
876,1349,7 from Etheria,2017,2,USA,Horror,Rated,95,7/7/2017,Heidi Lee Douglas,"['Elizabeth Debicki', ' Javier Godino', ' David James']",,,2208.0
877,1350,7 Khoon Maaf,2011,68,India,Drama,Rated,137,2/18/2011,Vishal Bhardwaj,"['Priyanka Chopra', ' Vivaan Shah', ' Manuj Bhaskar']",Hindi,6.2,270207.0
878,1351,7 Minutes,2014,0,USA,Crime,Unrated,92,6/26/2015,Jay Martin,"['Luke Mitchell', ' Zane Holtz', ' Jason Ritter']",English,5.0,0.0
879,1352,7 Witches,2017,4,USA,Horror,Unrated,75,4/21/2017,Brady Hall,"['Persephone Apostolou', ' Danika Golombek', ' Megan Hensley']",English,3.7,31100.0
880,1353,'71,2014,121,UK,Action,Rated,99,2/27/2015,Yann Demange,"[""Jack O'Connell"", ' Jack Lowden', ' Paul Popplewell']",English,7.2,1270847.0
881,1354,71: Into the Fire,2010,20,South Korea,Action,Rated,120,7/30/2010,John H. Lee,"['Seung-won Cha', ' Sang-Woo Kwon', ' Seung-hyun Choi']",Korean,7.4,176638.0
882,1355,Flight 7500,2014,0,Japan,Horror,Rated,97,1/1/2018,Takashi Shimizu,"['Ryan Kwanten', ' Amy Smart', ' Leslie Bibb']",English,4.8,0.0
884,1357,8 1/2 women in 9:16,2016,30,Russia,Documentary,Rated,6,5/26/2000,Alexandra Kolesnikova,['nan'],Russian,,424123.0
888,1365,88 Minutes,2007,2168,USA,Crime,Rated,108,4/18/2008,Jon Avnet,"['Al Pacino', ' Alicia Witt', ' Leelee Sobieski']",English,5.9,17213467.0
889,1366,8: The Mormon Proposition,2010,16,USA,Documentary,Rated,80,6/18/2010,Reed Cowan,"['Spencer Jones', ' Tyler Barrick', ' Dustin Lance Black']",English,7.1,100280.0
890,1368,9,2009,2060,USA,Animation,Rated,79,9/9/2009,Shane Acker,"['Christopher Plummer', ' Martin Landau', ' John C. Reilly']",English,7.1,31749894.0
893,1373,90 Minutes in Heaven,2015,899,USA,Drama,Rated,121,9/11/2015,Michael Polish,"['Hayden Christensen', ' Kate Bosworth', ' Hudson Meek']",English,4.7,4842699.0
895,1376,99 Homes,2014,691,USA,Drama,Rated,112,9/25/2015,Ramin Bahrani,"['Michael Shannon', ' Doug Griffin', ' Randy Austin']",English,7.1,1411927.0
896,1377,99%: The Occupy Wall Street Collaborative Film,2013,0,USA,Documentary,Rated,97,9/6/2013,Aaron Aites,"['Matt Taibbi', ' Naomi Wolf', ' Boots Riley']",English,6.5,0.0
897,1378,[Rec] 2,2009,7,Spain,Horror,Rated,85,7/9/2010,Jaume Balagueró,"['Jonathan D. Mellor', ' Óscar Zafra', ' Ariel Casas']",Spanish,6.6,27766.0
902,1387,Cock and Bull,2016,12,China,Crime,Rated,110,9/16/2016,Baoping Cao,"['Ye Liu', ' Yi Zhang', ' Bowen Duan']",Chinese,6.8,82778.0
905,1391,Coco,2009,0,France,Comedy,Rated,95,11/22/2017,Gad Elmaleh,"['Gad Elmaleh', ' Pascale Arbillot', ' Jean Benguigui']",French,3.3,0.0
906,1392,Coco Before Chanel,2009,307,France,Biography,Rated,105,9/25/2009,Anne Fontaine,"['Audrey Tautou', ' Benoît Poelvoorde', ' Alessandro Nivola']",French,6.7,6113834.0
907,1393,Coco Chanel & Igor Stravinsky,2009,74,France,Drama,Rated,119,6/11/2010,Jan Kounen,"['Mads Mikkelsen', ' Anna Mouglalis', ' Elena Morozova']",French,6.4,1621226.0
909,1400,Code Name: The Cleaner,2007,1736,USA,Action,Rated,84,1/5/2007,Les Mayfield,"['Cedric the Entertainer', ' Lucy Liu', ' Nicollette Sheridan']",English,4.5,8135024.0
911,1404,Codebreaker,2011,0,UK,Documentary,Unrated,62,10/17/2012,Clare Beavan,"['Ed Stoppard', ' Henry Goodman', ' Paul McGann']",English,7.0,0.0
914,1407,A Coffee in Berlin,2012,12,Germany,Comedy,Unrated,86,6/13/2014,Jan Ole Gerster,"['Tom Schilling', ' Katharina Schüttler', ' Justus von Dohnányi']",German,7.4,150275.0
915,1409,Coherence,2013,7,USA,Mystery,Unrated,89,6/20/2014,James Ward Byrkit,"['Emily Baldoni', ' Maury Sterling', ' Nicholas Brendon']",English,7.2,102617.0
916,1410,The Cokeville Miracle,2015,51,USA,Drama,Rated,94,6/5/2015,T.C. Christensen,"['Jasen Wade', ' Sarah Kent', ' Kimball Stinger']",English,5.0,1348456.0
917,1412,Cold Comes the Night,2013,21,USA,Crime,Rated,90,1/10/2014,Tze Chun,"['Alice Eve', ' Ursula Parker', ' Logan Marshall-Green']",English,5.7,16971.0
919,1416,Cold in July,2014,73,USA,Crime,Rated,109,5/23/2014,Jim Mickle,"['Vinessa Shaw', ' Michael C. Hall', ' Ken Holmes']",English,6.8,427418.0
920,1417,The Cold Light of Day,2012,1511,USA,Action,Rated,93,9/7/2012,Mabrouk El Mechri,"['Henry Cavill', ' Verónica Echegui', ' Bruce Willis']",English,4.9,3763583.0
922,1419,Cold Souls,2009,52,USA,Comedy,Rated,101,8/7/2009,Sophie Barthes,"['Paul Giamatti', ' Armand Schultz', ' Michael Tucker']",English,6.5,905209.0
924,1422,Cold Weather,2010,11,USA,Comedy,Unrated,96,2/4/2011,Aaron Katz,"['Cris Lankenau', ' Trieste Kelly Dunn', ' Raúl Castillo']",English,6.1,141358.0
925,1424,Coldwater,2013,0,USA,Drama,Unrated,104,8/15/2014,Vincent Grashaw,"['P.J. Boudousqué', ' James C. Burns', ' Chris Petrovski']",English,6.4,0.0
926,1425,Collapse,2009,5,USA,Documentary,Unrated,82,11/6/2009,Chris Smith,['Michael Ruppert'],English,7.8,46964.0
928,1427,Collateral Beauty,2016,3028,USA,Drama,Rated,97,12/16/2016,David Frankel,"['Will Smith', ' Edward Norton', ' Kate Winslet']",English,6.8,31016021.0
930,1429,The Collection,2012,1403,USA,Horror,Rated,82,11/30/2012,Marcus Dunstan,"['Josh Stewart', ' Emma Fitzpatrick', ' Christopher McDonald']",English,6.1,6842058.0
931,1430,The Collector,2009,1325,USA,Horror,Rated,90,7/31/2009,Marcus Dunstan,"['William Prael', ' Diane Ayala Goldner', ' Juan Fernández']",English,6.4,7712114.0
932,1431,College,2008,2124,USA,Comedy,Rated,94,8/29/2008,Deb Hagan,"['Drake Bell', ' Andrew Caldwell', ' Andree Moss']",English,4.6,4694636.0
933,1432,College Road Trip,2008,2706,USA,Adventure,Rated,83,3/7/2008,Roger Kumble,"['Martin Lawrence', ' Raven-Symoné', ' Kym Whitley']",English,4.3,45610425.0
934,1433,Collide,2016,2045,UK,Action,Rated,99,2/24/2017,Eran Creevy,"['Nicholas Hoult', ' Felicity Jones', ' Anthony Hopkins']",English,5.7,2280004.0
935,1434,Colliding Dreams,2015,14,USA,Documentary,Rated,134,3/4/2016,Joseph Dorman,['Alan Rosenberg'],English,7.0,78288.0
937,1436,Colombiana,2011,2614,France,Action,Rated,108,8/26/2011,Olivier Megaton,"['Zoe Saldana', ' Jordi Mollà', ' Lennie James']",English,6.4,36665854.0
938,1439,Ars colonia,2011,27,Philippines,Short,Rated,1,4/15/2016,Raya Martin,['nan'],None,5.4,15709.0
941,1446,The Color Wheel,2011,3,USA,Comedy,Unrated,83,5/18/2012,Alex Ross Perry,"['Carlen Altman', ' Bob Byington', ' Kate Lyn Sheil']",English,6.7,19001.0
942,1448,Colossal,2016,327,Canada,Action,Rated,109,4/7/2017,Nacho Vigalondo,"['Anne Hathaway', ' Jason Sudeikis', ' Austin Stowell']",English,6.2,3029287.0
943,1450,Columbus,2017,63,USA,Comedy,Unrated,100,8/4/2017,Kogonada,"['John Cho', ' Haley Lu Richardson', ' Parker Posey']",English,7.6,1004790.0
945,1454,Come Back to Me,2014,10,USA,Fantasy,Rated,90,7/25/2014,Paul Leyden,"['Jon Abrahams', ' Andrew Beckham', ' Jeanette Branch']",English,5.9,7744.0
947,1457,Come Out and Play,2012,10,Mexico,Horror,Rated,87,3/22/2013,Makinov,"['Vinessa Shaw', ' Ebon Moss-Bachrach', ' Daniel Giménez Cacho']",English,4.7,2638.0
949,1460,Come What May,2015,6,France,Drama,Rated,114,9/9/2016,Christian Carion,"['August Diehl', ' Olivier Gourmet', ' Mathilde Seigner']",French,6.6,37766.0
950,1461,The Comebacks,2007,2812,USA,Comedy,Rated,84,10/19/2007,Tom Brady,"['David Koechner', ' Carl Weathers', ' Melora Hardin']",English,4.2,13349927.0
951,1462,The Comedian,2016,848,USA,Comedy,Rated,120,12/9/2016,Taylor Hackford,"['Robert De Niro', ' Leslie Mann', ' Harvey Keitel']",English,5.7,1659002.0
953,1464,The Comedians,2015,0,USA,Comedy,Rated,22,10/31/1967,,"['Billy Crystal', ' Josh Gad', ' Stephnie Weir']",English,6.7,0.0
955,1466,The Comedy,2012,4,USA,Comedy,Unrated,95,11/9/2012,Rick Alverson,"['Tim Heidecker', ' Eric Wareheim', ' Jeffrey Jensen']",English,6.5,41113.0
957,1469,Comet,2014,8,USA,Comedy,Rated,91,12/5/2014,Sam Esmail,"['Justin Long', ' Kayla Servi', ' Eric Winter']",English,6.8,8623.0
958,1472,Comic-Con Episode IV: A Fan's Hope,2011,6,USA,Documentary,Rated,88,4/6/2012,Morgan Spurlock,"['Kenneth Branagh', ' Edgar Wright', ' Seth Rogen']",English,7.0,34665.0
959,1475,Coming Soon,2014,1,Turkey,Comedy,Rated,134,5/12/2000,Cem Yilmaz,"['Cem Yilmaz', ' Tülin Özen', ' Zafer Algöz']",Turkish,7.7,5453.0
960,1476,Coming Through the Rye,2015,5,USA,Drama,Rated,97,10/14/2016,James Steven Sadwith,"['Alex Wolff', ' Stefania LaVie Owen', ' Chris Cooper']",English,6.3,18137.0
961,1479,Command and Control,2016,6,USA,Documentary,Rated,92,9/14/2016,Robert Kenner,"['Harold Brown', ' Allan Childers', ' Bill Clinton']",English,7.2,57635.0
962,1483,Commitment,2013,22,South Korea,Action,Unrated,113,12/6/2013,Hong-soo Park,"['Seung-hyun Choi', ' Ye-ri Han', ' Je-mun Yun']",Korean,6.8,76543.0
964,1486,The Commune,2016,13,Denmark,Drama,Unrated,111,5/19/2017,Thomas Vinterberg,"['Fares Fares', ' Ulrich Thomsen', ' Trine Dyrholm']",Danish,6.4,38737.0
965,1488,The Commuter,2010,0,UK,Short,Rated,8,1/12/2018,Edward McHenry,"['Dev Patel', ' Ed Westwick', ' Pamela Anderson']",English,6.4,0.0
966,1489,Compadres,2016,368,Mexico,Action,Rated,101,4/22/2016,Enrique Begné,"['Eric Roberts', ' Kevin Pollak', ' Aislinn Derbez']",English,4.7,3127773.0
969,1493,The Company Men,2010,277,UK,Drama,Rated,104,1/21/2011,John Wells,"['Ben Affleck', ' Tommy Lee Jones', ' Chris Cooper']",English,6.8,4441272.0
971,1496,The Company You Keep,2012,807,USA,Drama,Rated,125,4/5/2013,Robert Redford,"['Robert Redford', ' Shia LaBeouf', ' Julie Christie']",English,6.4,5133027.0
972,1498,Complete Unknown,2016,63,USA,Drama,Rated,91,8/26/2016,Joshua Marston,"['Erin Darke', ' Rachel Weisz', ' Hansel Tan']",English,5.4,187145.0
973,1499,Compliance,2012,21,USA,Biography,Rated,90,8/17/2012,Craig Zobel,"['Ann Dowd', ' Matt Servitto', ' Dreama Walker']",English,6.4,319285.0
974,1501,Computer Chess,2013,9,USA,Comedy,Unrated,92,7/17/2013,Andrew Bujalski,"['Kriss Schludermann', ' Tom Fletcher', ' Wiley Wiggins']",English,6.3,102041.0
975,1504,Conan O'Brien Can't Stop,2011,24,USA,Documentary,Rated,89,6/24/2011,Rodman Flender,"[""Conan O'Brien"", ' Andy Richter', ' Jimmy Vivino']",English,7.0,267965.0
976,1507,Concerning Violence,2014,2,Sweden,Documentary,Unrated,90,12/5/2014,Göran Olsson,"['Lauryn Hill', ' Kati Outinen', ' Gayatri Chakravorty Spivak']",English,7.4,12680.0
977,1508,The Concert,2009,21,France,Comedy,Rated,119,7/30/2010,Radu Mihaileanu,"['Aleksey Guskov', ' Dmitriy Nazarov', ' Mélanie Laurent']",French,7.6,657986.0
979,1511,Concussion,2015,25,UK,Biography,Rated,123,10/4/2013,Peter Landesman,"['Will Smith', ' Alec Baldwin', ' Albert Brooks']",English,7.1,42606.0
980,1512,The Condemned,2007,2310,USA,Action,Rated,113,4/27/2007,Scott Wiper,"['Steve Austin', ' Vinnie Jones', ' Robert Mammone']",English,6.1,7371706.0
981,1513,Condorito: La Película,2017,0,Peru,Animation,Rated,83,1/12/2018,Alex Orrelle,"['Omar Chaparro', ' Jessica Cediel', ' Cristián de la Fuente']",Spanish,7.1,0.0
982,1516,Confession of a Child of the Century,2012,1,France,Drama,Rated,120,9/25/2015,Sylvie Verheyde,"['Charlotte Gainsbourg', ' Pete Doherty', ' August Diehl']",English,4.2,74.0
984,1518,Confessions of a Shopaholic,2009,2534,USA,Comedy,Rated,104,2/13/2009,P.J. Hogan,"['Isla Fisher', ' Hugh Dancy', ' Krysten Ritter']",English,5.9,44277350.0
986,1520,Confessionsofa Ex-Doofus-ItchyFooted Mutha,2008,1,USA,Adventure,Rated,99,8/21/2009,Melvin Van Peebles,"['Seth Austin', ' Shelley R. Bonus', ' Paul Krasner']",English,7.5,1013.0
990,1524,Confidential Assignment,2017,13,South Korea,Action,Unrated,125,1/27/2017,Sung-hoon Kim,"['Hyun Bin', ' Young-nam Jang', ' Ju-hyuk Kim']",Korean,6.5,475618.0
992,1528,The Congress,2013,37,Israel,Animation,Unrated,122,8/29/2014,Ari Folman,"['Robin Wright', ' Harvey Keitel', ' Sami Gayle']",English,6.5,137815.0
993,1529,The Congressman,2016,13,USA,Drama,Rated,98,4/29/2016,Jared Martin,"['Treat Williams', ' Elizabeth Marvel', ' Ryan Merriman']",English,6.0,71451.0
994,1530,The Conjuring,2013,3115,USA,Horror,Rated,112,7/19/2013,James Wan,"['Vera Farmiga', ' Patrick Wilson', ' Lili Taylor']",English,7.5,137400141.0
995,1531,The Conjuring 2,2016,3356,Canada,Horror,Rated,134,6/10/2016,James Wan,"['Patrick Wilson', ' Vera Farmiga', ' Madison Wolfe']",English,7.4,102470008.0
996,1532,Connected,2008,7,China,Action,Rated,110,9/16/2011,Benny Chan,"['Louis Koo', ' Barbie Hsu', ' Nick Cheung']",Cantonese,6.7,46782.0
997,1533,The Connection,2014,27,France,Action,Rated,135,5/15/2015,Cédric Jimenez,"['Jean Dujardin', ' Gilles Lellouche', ' Céline Sallette']",French,7.1,190980.0
999,1536,The Conquest,2011,8,France,Biography,Unrated,105,11/11/2011,Xavier Durringer,"['Denis Podalydès', ' Florence Pernel', ' Bernard Le Coq']",French,6.3,74474.0
1002,1542,The Conspirator,2010,849,USA,Crime,Rated,122,4/15/2011,Robert Redford,"['James McAvoy', ' Robin Wright', ' Kevin Kline']",English,6.9,11538204.0
1005,1545,Constantine's Sword,2007,6,USA,Documentary,Rated,93,4/18/2008,Oren Jacoby,"['Liev Schreiber', ' Philip Bosco', ' Natasha Richardson']",English,7.1,179507.0
1007,1547,Consumed,2015,3,USA,Drama,Unrated,95,11/10/2015,Daryl Wein,"['Zoe Lister-Jones', ' Victor Garber', ' Beth Grant']",English,5.6,20476.0
1008,1550,Contagion,2011,3222,USA,Drama,Rated,106,9/9/2011,Steven Soderbergh,"['Gwyneth Paltrow', ' Tien You Chui', ' Josie Ho']",English,6.6,75658097.0
1009,1551,Contemporary Color,2016,5,USA,Documentary,Rated,97,3/1/2017,Bill Ross IV,"['Simon Bennett', ' David Byrne', ' Nika Danilova']",English,6.8,15305.0
1011,1554,Contraband,2012,2870,USA,Action,Rated,109,1/13/2012,Baltasar Kormákur,"['Robert Wahlberg', ' Caleb Landry Jones', ' Jason Mitchell']",English,6.5,66528000.0
1013,1556,Contracted,2013,3,USA,Drama,Unrated,84,11/22/2013,Eric England,"['Najarra Townsend', ' Caroline Williams', ' Alice Macdonald']",English,5.3,4105.0
1015,1558,Control,2007,29,UK,Biography,Rated,122,10/10/2007,Anton Corbijn,"['Sam Riley', ' Samantha Morton', ' Alexandra Maria Lara']",English,7.7,872252.0
1018,1561,Convention,2009,0,USA,Documentary,Rated,95,6/4/2010,AJ Schnack,"['Katherine Archuleta', ' Chantal Unfug', ' Guillermo Vidal']",English,4.2,0.0
1021,1566,Conviction,2010,672,USA,Biography,Rated,107,10/15/2010,Tony Goldwyn,"['Hilary Swank', ' Sam Rockwell', ' Thomas D. Mahard']",English,7.2,6783129.0
1022,1570,Cook County,2009,5,USA,Drama,Unrated,93,12/16/2011,David Pomes,"['Anson Mount', ' Xander Berkeley', ' Ryan Donowho']",English,6.8,17977.0
1024,1576,Cool It,2010,43,USA,Documentary,Rated,87,11/12/2010,Ondi Timoner,"['Bjørn Lomborg', ' Hashem Akbari', ' Joe Barton']",English,6.9,62713.0
1026,1581,Cooties,2014,29,USA,Comedy,Rated,88,9/18/2015,Jonathan Milott,"['Elijah Wood', ' Rainn Wilson', ' Alison Pill']",English,5.7,60058.0
1027,1583,Cop and a Half: New Recruit,2017,1793,Canada,Action,Rated,97,4/2/1993,Jonathan A. Rosenbaum,"['Lou Diamond Phillips', ' Lulu Wilson', ' Janet Kidder']",English,6.2,31889691.0
1028,1584,Cop Car,2015,60,USA,Crime,Rated,88,8/7/2015,Jon Watts,"['Kevin Bacon', ' James Freedson-Jackson', ' Hays Wellford']",English,6.3,134552.0
1029,1586,Cop Out,2010,3150,USA,Action,Rated,107,2/26/2010,Kevin Smith,"['Bruce Willis', ' Tracy Morgan', ' Juan Carlos Hernández']",English,5.6,44875481.0
1030,1587,Copperhead,2013,59,USA,Drama,Rated,120,6/28/2013,Ron Maxwell,"['François Arnaud', ' Lucy Boynton', ' Casey Thomas Brown']",English,5.6,171740.0
1032,1591,Coraline,2009,2320,USA,Animation,Rated,100,2/6/2009,Henry Selick,"['Dakota Fanning', ' Teri Hatcher', ' Jennifer Saunders']",English,7.7,75286229.0
1034,1593,Coriolanus,2011,21,UK,Drama,Rated,123,1/20/2012,Ralph Fiennes,"['Gerard Butler', ' Ralph Fiennes', ' Lubna Azabal']",English,6.2,757195.0
1035,1594,Corked,2009,1,USA,Comedy,Rated,90,6/5/2009,Ross Clenenden,"['Ross Clenenden', ' Martina Finch', ' Brian A. Hoffman']",English,6.4,4254.0
1037,1596,Corman's World: Exploits of a Hollywood Rebel,2011,2,USA,Documentary,Rated,95,12/16/2011,Alex Stapleton,"['Paul W.S. Anderson', ' Allan Arkush', ' Eric Balfour']",English,7.6,7000.0
1038,1597,CornerStore,2011,2,USA,Comedy,Rated,94,8/12/2011,Joseph Doughrity,"['Lawrence Lamont', ' Roger Guenveur Smith', ' Mike Bonner']",English,8.0,45176.0
1039,1598,Corpo celeste,2011,1,Italy,Drama,Unrated,99,6/8/2012,Alice Rohrwacher,"['Yle Vianello', ' Salvatore Cantalupo', ' Pasqualina Scuncia']",Italian,6.7,8919.0
1040,1599,Corporate Affairs,2008,57,USA,Comedy,Rated,98,10/5/1990,Dan Cohen,"['Breckin Meyer', ' Scarlett Taylor', ' Rubylou Taylor']",English,4.1,1006575.0
1042,1605,Cosmopolis,2012,65,Canada,Drama,Rated,109,8/17/2012,David Cronenberg,"['Robert Pattinson', ' Sarah Gadon', ' Paul Giamatti']",English,5.0,763556.0
1044,1611,The Counselor,2016,3044,USA,Short,Rated,11,10/25/2013,Guy Bauer,"['Miles Fisher', ' Taylor Bostwick', ' Megan Skord']",English,7.8,16973715.0
1046,1613,Countdown to Zero,2010,28,USA,Documentary,Rated,91,7/23/2010,Lucy Walker,"['Graham Allison', ' James Baker III', ' Bruce Blair']",English,6.9,272040.0
1047,1614,The Counterfeiters,2007,170,Austria,Crime,Rated,98,2/22/2008,Stefan Ruzowitzky,"['Karl Markovics', ' August Diehl', ' Devid Striesow']",German,7.6,5488570.0
1048,1615,Counting,2015,1,USA,Documentary,Rated,111,7/31/2015,Jem Cohen,['nan'],English,5.9,8374.0
1050,1618,Country Strong,2010,1441,USA,Drama,Rated,117,12/22/2010,Shana Feste,"['Gwyneth Paltrow', ' Tim McGraw', ' Garrett Hedlund']",English,6.3,20218921.0
1051,1620,Couples Retreat,2009,3074,USA,Comedy,Rated,113,10/9/2009,Peter Billingsley,"['Vince Vaughn', ' Jason Bateman', ' Faizon Love']",English,5.5,109204945.0
1052,1623,Courageous,2011,1214,USA,Drama,Rated,129,9/30/2011,Alex Kendrick,"['Ken Bevel', ' Alex Kendrick', ' Kevin Downes']",English,7.0,34522221.0
