,Title,Theaters_x,Country_x,Genre_x,Rated_x,Runtime_x,Open_x,Language_x,imdbRating_x,Actorinfluenceaverage,if_actorinfluence,Average Gross for each movie,if_average_gross,googletrends,last year_totalgross,genre_gross,count_num,Total Gross_x
437,127 Hours,916,1,9,1,94,05/11/2010,1,7.6,43700.0,1,25000.0,1,611.0,10639535233.0,2818706120.0,26.0,18335230
438,13 Assassins,31,6,4,1,141,29/04/2011,6,7.6,0.0,0,,0,737.0,10589599184.0,1491832495.0,40.0,802778
439,13 Minutes,19,6,6,1,114,30/06/2017,8,7.0,0.0,0,,0,657.0,11216236720.0,,46.0,161531
440,13 Months of Sunshine,1,1,1,1,98,06/06/2008,33,8.2,0.0,0,,0,0.0,9767268194.0,1293680617.0,29.0,2337
441,13 Sins,45,1,8,1,93,18/04/2014,1,6.3,0.0,0,41000.0,1,782.0,10893180888.0,448523012.0,33.0,13809
442,13B: Fear Has a New Address,10,4,1,0,146,06/03/2009,3,7.0,0.0,0,,0,0.0,9750709587.0,1089198448.0,27.0,124490
443,The 13th Alley,72,1,8,1,0,13/06/2008,1,6.3,0.0,0,,0,0.0,9767268194.0,693523435.0,29.0,250992
444,1408,2733,1,8,1,104,22/06/2007,1,6.8,24100.0,1,,0,687.0,9190502983.0,553237666.0,15.0,71985628
445,17 Again,3255,1,2,1,102,17/04/2009,1,6.4,56150.0,1,27800.0,1,1196.0,9750709587.0,2099450726.0,32.0,64167069
446,17 Girls,10,3,1,0,86,21/09/2012,2,6.0,0.0,0,,0,862.0,10187347362.0,1490190858.0,43.0,15123
447,180° South,4,1,3,1,85,21/05/2010,1,7.7,0.0,0,,0,100.0,10639535233.0,187290939.0,29.0,31745
448,1911,33,6,4,1,121,07/10/2011,5,6.0,55900.0,1,,0,1004.0,10589599184.0,1491832495.0,38.0,135739
449,1915,10,1,1,1,82,17/04/2015,1,4.8,0.0,0,,0,614.0,10354970864.0,1679582816.0,45.0,111682
450,1945,2,6,1,1,91,01/11/2017,26,7.7,0.0,0,,0,1184.0,11216236720.0,1339173437.0,21.0,37955
451,"2 Autumns, 3 Winters",1,3,2,1,91,06/06/2014,2,6.6,0.0,0,,0,0.0,10893180888.0,1619719448.0,42.0,5819
452,2 Days in New York,42,3,2,1,96,10/08/2012,1,6.0,37350.0,1,1700.0,1,1406.0,10187347362.0,1490816438.0,46.0,633210
453,2 Days in Paris,148,3,2,1,96,10/08/2007,1,6.8,5000.0,1,1700.0,1,445.0,9190502983.0,1955138318.0,26.0,4433994
454,2 Guns,3028,1,4,1,109,02/08/2013,1,6.7,57366.666670000006,1,,0,611.0,11041914748.0,2219810902.0,44.0,75612460
455,2 States,137,4,2,0,149,18/04/2014,3,6.9,0.0,0,,0,941.0,10893180888.0,1619719448.0,33.0,2238174
456,20 Feet from Stardom,147,1,3,1,91,14/06/2013,1,7.4,0.0,0,,0,0.0,11041914748.0,131885122.0,41.0,4946445
457,"20,000 Days on Earth",28,2,3,1,97,17/09/2014,1,7.5,0.0,0,,0,397.0,10893180888.0,49307450.0,46.0,279558
458,The 2006 Academy Award Nominated Short Films: Live Action,38,1,11,1,129,16/02/2007,1,8.1,0.0,0,,0,0.0,9190502983.0,,10.0,335090
459,The 2007 Academy Award Nominated Short Films: Live Action,682,1,11,1,134,15/02/2008,1,7.1,0.0,0,37300.0,1,0.0,9767268194.0,,31.0,508695
460,2012,3444,1,4,1,158,13/11/2009,1,5.8,39100.0,1,107700.0,1,807.0,9750709587.0,1961967999.0,29.0,166112167
461,2012: Time for Change,2,1,3,0,85,09/04/2010,1,7.0,0.0,0,,0,0.0,10639535233.0,187290939.0,30.0,68339
462,2016: Obama's America,2017,1,3,1,87,13/07/2012,1,5.1,0.0,0,20300.0,1,100.0,10187347362.0,82817592.0,23.0,33449086
463,20th Century Women,650,1,2,1,119,28/12/2016,1,7.4,23266.66667,1,4300.0,1,1358.0,11149116327.0,1321791183.0,26.0,5664764
464,21,2952,1,5,1,123,28/03/2008,1,6.8,28833.33333,1,60100.0,1,986.0,9767268194.0,,32.0,81159365
465,21 Jump Street,3148,1,4,1,110,16/03/2012,1,7.2,70433.33333,1,178200.0,1,640.0,10187347362.0,2117507233.0,49.0,138447667
466,22 Jump Street,3426,1,4,1,112,13/06/2014,1,7.1,77350.0,1,178200.0,1,1018.0,10893180888.0,2225063194.0,42.0,191719337
467,23 Blast,617,1,1,1,98,24/10/2014,1,6.4,0.0,0,,0,959.0,10893180888.0,1338281892.0,56.0,549185
468,24 City,2,6,1,1,112,05/06/2009,5,7.2,0.0,0,,0,425.0,9750709587.0,1089198448.0,24.0,30800
469,27 Dresses,3074,1,2,1,111,18/01/2008,1,6.1,0.0,0,75600.0,1,882.0,9767268194.0,1427703732.0,16.0,76808654
470,28 Hotel Rooms,5,1,1,0,82,09/11/2012,1,5.8,12300.0,1,,0,967.0,10187347362.0,1490190858.0,38.0,18869
471,28 Weeks Later,2305,2,1,1,100,11/05/2007,1,7.0,86350.0,1,9700.0,1,1713.0,9190502983.0,1566075796.0,13.0,28638916
472,02:22,3,1,4,1,98,30/06/2017,1,5.7,31500.0,1,,0,619.8376348999999,,,,422
473,3 Backyards,3,1,1,1,88,11/03/2011,1,5.1,0.0,0,,0,278.0,10589599184.0,1687447132.0,30.0,43073
474,3 Days to Kill,2872,1,4,1,117,21/02/2014,1,6.2,38200.0,1,80100.0,1,440.0,10893180888.0,2225063194.0,29.0,30697999
475,3 Geezers!,15,1,2,0,81,22/05/2013,1,3.4,88100.0,1,,0,0.0,11041914748.0,1050654625.0,44.0,4175
476,3 Generations,37,1,1,1,92,05/05/2017,1,5.6,30650.0,1,,0,1786.0,11216236720.0,1339173437.0,33.0,68852
477,3 Hearts,29,3,1,1,108,13/03/2015,2,5.9,0.0,0,,0,1620.0,10354970864.0,1679582816.0,33.0,164992
478,3 Idiotas,349,6,2,1,106,02/06/2017,4,4.1,0.0,0,,0,1133.0,11216236720.0,1302997778.0,46.0,1249233
479,3 Idiots,156,4,2,1,170,23/12/2009,3,8.4,0.0,0,,0,928.0,9750709587.0,2099450726.0,23.0,6532874
480,3 Nights in the Desert,2,1,1,1,90,06/02/2015,1,6.0,0.0,0,,0,100.0,10354970864.0,1679582816.0,31.0,1297
481,3 Weeks in Yerevan,4,1,2,1,0,16/09/2016,42,6.350375411,0.0,0,,0,0.0,11149116327.0,1321791183.0,54.0,45536
482,30 Beats,15,3,2,1,88,20/07/2012,1,4.1,0.0,0,,0,1019.0,10187347362.0,1490816438.0,23.0,14693
483,30 Days of Night,2859,1,8,1,113,19/10/2007,1,6.6,35700.0,1,113700.0,1,1173.0,9190502983.0,553237666.0,31.0,39568996
484,30 Minutes or Less,2888,6,4,1,83,12/08/2011,1,6.1,48833.33333,1,52900.0,1,861.0,10589599184.0,1491832495.0,38.0,37053924
485,30 Years of Garbage: The Garbage Pail Kids Story,2,1,3,0,114,11/08/2017,1,7.9,0.0,0,,0,0.0,11216236720.0,50850748.0,42.0,26440
486,30-Love,1,5,11,1,15,29/09/2017,1,9.0,0.0,0,,0,0.0,11216236720.0,,47.0,4392
487,300: Rise of an Empire,3490,1,4,1,102,07/03/2014,1,6.2,36550.0,1,58000.0,1,661.0,10893180888.0,2225063194.0,47.0,106580051
488,31,538,2,8,1,102,26/08/2016,1,5.0,0.0,0,20500.0,1,1346.0,11149116327.0,374243647.0,44.0,779820
489,The 33,2452,6,6,1,127,13/11/2015,1,6.9,60200.0,1,,0,517.0,10354970864.0,,38.0,12227722
490,35 and Ticking,6,1,2,1,104,20/05/2011,1,5.8,69000.0,1,,0,722.0,10589599184.0,1376087969.0,28.0,113794
491,35 Shots of Rum,5,3,1,0,100,16/09/2009,2,7.1,0.0,0,1200.0,1,100.0,9750709587.0,1089198448.0,32.0,177511
492,36 Saints,9,1,10,1,81,06/09/2013,1,2.7,0.0,0,,0,209.0,11041914748.0,,51.0,11640
493,360,12,2,1,1,110,03/08/2012,1,6.2,0.0,0,,0,1868.0,10187347362.0,1490190858.0,46.0,100343
494,4 Days in France,2,3,2,1,137,04/08/2017,2,6.0,0.0,0,,0,305.0,11216236720.0,1302997778.0,42.0,11432
495,42,3405,1,6,1,128,12/04/2013,1,7.5,116000.0,1,48500.0,1,657.0,11041914748.0,,37.0,95020213
496,44 Inch Chest,5,2,5,1,95,15/01/2010,1,5.8,0.0,0,70.8,1,949.0,10639535233.0,,16.0,39033
497,45 Years,251,2,1,1,91,23/12/2015,1,7.1,0.0,0,,0,1157.0,10354970864.0,1679582816.0,34.0,4247285
498,45365,1,1,3,1,90,26/02/2010,1,7.4,0.0,0,,0,0.0,10639535233.0,187290939.0,22.0,853
499,47 Meters Down,2471,2,9,1,89,16/06/2017,1,5.7,35800.0,1,,0,531.0,11216236720.0,4686116125.0,46.0,44307192
500,47 Ronin,2690,1,4,1,128,25/12/2013,1,6.3,42600.0,1,38400.0,1,587.0,11041914748.0,2219810902.0,27.0,38362475
501,4:44 Last Day on Earth,3,1,1,1,82,23/03/2012,1,4.5,29900.0,1,,0,178.0,10187347362.0,1490190858.0,49.0,17801
502,5 Days of War,6,6,4,1,113,19/08/2011,1,5.6,0.0,0,32900.0,1,825.0,10589599184.0,1491832495.0,38.0,17479
503,5 Flights Up,94,1,1,1,88,08/05/2015,1,6.2,53150.0,1,13100.0,1,296.0,10354970864.0,1679582816.0,45.0,1020921
504,5 to 7,27,1,2,1,95,03/04/2015,1,7.1,54400.0,1,,0,1169.0,10354970864.0,1272411206.0,45.0,162685
505,50 to 1,133,1,1,1,110,21/03/2014,1,6.6,0.0,0,548.0,1,813.0,10893180888.0,1338281892.0,47.0,1064454
506,50/50,2479,1,2,1,100,30/09/2011,1,7.7,59533.333329999994,1,38500.0,1,639.0,10589599184.0,1376087969.0,43.0,35014192
507,56 Up,33,2,3,0,144,04/01/2013,1,7.9,0.0,0,31900.0,1,380.0,11041914748.0,131885122.0,13.0,701278
508,The 5th Quarter,123,1,6,1,90,25/03/2011,1,5.7,0.0,0,,0,212.0,10589599184.0,,30.0,408159
509,The 5th Wave,2908,1,4,1,112,22/01/2016,1,5.2,0.0,0,,0,1099.0,11149116327.0,2953177273.0,26.0,34916787
510,6 Month Rule,3,1,2,1,100,01/06/2012,1,4.9,0.0,0,,0,252.0,10187347362.0,1490816438.0,29.0,14057
511,7 Boxes,7,6,5,1,105,07/02/2014,4,7.2,0.0,0,,0,502.0,10893180888.0,,29.0,38106
512,7 Chinese Brothers,8,1,2,0,76,28/08/2015,1,5.6,19900.0,1,,0,333.0,10354970864.0,1272411206.0,34.0,28180
513,7 from Etheria,2,1,8,1,95,07/07/2017,72,6.350375411,104100.0,1,,0,0.0,11216236720.0,479705329.0,28.0,2208
514,7 Khoon Maaf,68,4,1,1,137,18/02/2011,3,6.2,0.0,0,,0,1098.0,10589599184.0,1687447132.0,23.0,270207
515,7 Witches,4,1,8,0,75,21/04/2017,1,3.7,0.0,0,,0,824.0,11216236720.0,479705329.0,38.0,31100
516,'71,121,2,4,1,99,27/02/2015,1,7.2,0.0,0,,0,975.0,10354970864.0,2268082751.0,31.0,1270847
517,71: Into the Fire,20,6,4,1,120,30/07/2010,7,7.4,0.0,0,,0,0.0,10639535233.0,2041030428.0,31.0,176638
518,88 Minutes,2168,1,5,1,108,18/04/2008,1,5.9,37400.0,1,,0,1192.0,9767268194.0,,34.0,17213467
519,8: The Mormon Proposition,16,1,3,1,80,18/06/2010,1,7.1,0.0,0,,0,423.0,10639535233.0,187290939.0,29.0,100280
520,9,2060,1,7,1,79,09/09/2009,1,7.1,47700.0,1,,0,1422.0,9750709587.0,,32.0,31749894
521,90 Minutes in Heaven,899,1,1,1,121,11/09/2015,1,4.7,57350.0,1,,0,368.0,10354970864.0,1679582816.0,47.0,4842699
522,99 Homes,691,1,1,1,112,25/09/2015,1,7.1,0.0,0,,0,837.0,10354970864.0,1679582816.0,47.0,1411927
523,[Rec] 2,7,6,8,1,85,09/07/2010,4,6.6,0.0,0,,0,1211.0,10639535233.0,584639025.0,31.0,27766
524,Cock and Bull,12,6,5,1,110,16/09/2016,19,6.8,0.0,0,,0,191.0,11149116327.0,,54.0,82778
525,Coco Before Chanel,307,3,6,1,105,25/09/2009,2,6.7,0.0,0,,0,647.0,9750709587.0,,32.0,6113834
526,Coco Chanel & Igor Stravinsky,74,3,1,1,119,11/06/2010,2,6.4,78100.0,1,,0,477.0,10639535233.0,1834327761.0,29.0,1621226
527,Code Name: The Cleaner,1736,1,4,1,84,05/01/2007,1,4.5,55800.0,1,,0,0.0,9190502983.0,1007869230.0,6.0,8135024
528,A Coffee in Berlin,12,6,2,0,86,13/06/2014,8,7.4,0.0,0,,0,288.0,10893180888.0,1619719448.0,42.0,150275
529,Coherence,7,1,12,0,89,20/06/2014,1,7.2,0.0,0,,0,446.0,10893180888.0,,42.0,102617
530,The Cokeville Miracle,51,1,1,1,94,05/06/2015,1,5.0,0.0,0,,0,627.0,10354970864.0,1679582816.0,40.0,1348456
531,Cold Comes the Night,21,1,5,1,90,10/01/2014,1,5.7,37800.0,1,,0,577.0,10893180888.0,,32.0,16971
532,Cold in July,73,1,5,1,109,23/05/2014,1,6.8,0.0,0,,0,714.0,10893180888.0,,41.0,427418
533,The Cold Light of Day,1511,1,4,1,93,07/09/2012,1,4.9,70000.0,1,,0,667.0,10187347362.0,2117507233.0,43.0,3763583
534,Cold Souls,52,1,2,1,101,07/08/2009,1,6.5,41400.0,1,,0,463.0,9750709587.0,2099450726.0,24.0,905209
535,Cold Weather,11,1,2,0,96,04/02/2011,1,6.1,0.0,0,,0,803.0,10589599184.0,1376087969.0,23.0,141358
536,Collapse,5,1,3,0,82,06/11/2009,1,7.8,0.0,0,,0,603.0,9750709587.0,87432868.0,29.0,46964
537,Collateral Beauty,3028,1,1,1,97,16/12/2016,1,6.8,72800.0,1,53600.0,1,664.0,11149116327.0,2060252692.0,26.0,31016021
538,The Collection,1403,1,8,1,82,30/11/2012,1,6.1,0.0,0,7300.0,1,594.0,10187347362.0,404326975.0,38.0,6842058
539,The Collector,1325,1,8,1,90,31/07/2009,1,6.4,0.0,0,7300.0,1,547.0,9750709587.0,293647307.0,26.0,7712114
540,College,2124,1,2,1,94,29/08/2008,1,4.6,0.0,0,,0,1130.0,9767268194.0,1427703732.0,34.0,4694636
541,College Road Trip,2706,1,9,1,83,07/03/2008,1,4.3,53800.0,1,31800.0,1,1204.0,9767268194.0,2920391521.0,32.0,45610425
542,Collide,2045,2,4,1,99,24/02/2017,1,5.7,48900.0,1,1100.0,1,626.0,11216236720.0,2297451379.0,30.0,2280004
543,Colliding Dreams,14,1,3,1,134,04/03/2016,1,7.0,0.0,0,,0,197.0,11149116327.0,65052467.0,42.0,78288
544,Colombiana,2614,3,4,1,108,26/08/2011,1,6.4,94300.0,1,74400.0,1,723.0,10589599184.0,1491832495.0,38.0,36665854
545,Ars colonia,27,6,11,1,1,15/04/2016,30,5.4,0.0,0,,0,0.0,11149116327.0,,51.0,15709
546,The Color Wheel,3,1,2,0,83,18/05/2012,1,6.7,0.0,0,100.0,1,529.0,10187347362.0,1490816438.0,34.0,19001
547,Colossal,327,5,4,1,109,07/04/2017,1,6.2,71450.0,1,,0,681.0,11216236720.0,2297451379.0,38.0,3029287
548,Columbus,63,1,2,0,100,04/08/2017,1,7.6,18200.0,1,,0,1548.0,11216236720.0,1302997778.0,42.0,1004790
549,Come Back to Me,10,1,13,1,90,25/07/2014,1,5.9,0.0,0,,0,526.0,10893180888.0,,28.0,7744
550,Come Out and Play,10,6,8,1,87,22/03/2013,1,4.7,0.0,0,,0,456.0,11041914748.0,308863451.0,41.0,2638
551,Come What May,6,3,1,1,114,09/09/2016,2,6.6,0.0,0,,0,1305.0,11149116327.0,2060252692.0,54.0,37766
552,The Comebacks,2812,1,2,1,84,19/10/2007,1,4.2,0.0,0,17000.0,1,1050.0,9190502983.0,1955138318.0,31.0,13349927
553,The Comedian,848,1,2,1,120,09/12/2016,1,5.7,59000.0,1,30500.0,1,890.0,11149116327.0,1321791183.0,26.0,1659002
554,The Comedy,4,1,2,0,95,09/11/2012,1,6.5,0.0,0,,0,1754.0,10187347362.0,1490816438.0,38.0,41113
555,Comet,8,1,2,1,91,05/12/2014,1,6.8,44000.0,1,,0,586.0,10893180888.0,1619719448.0,26.0,8623
556,Comic-Con Episode IV: A Fan's Hope,6,1,3,1,88,06/04/2012,1,7.0,66750.0,1,6900.0,1,0.0,10187347362.0,82817592.0,36.0,34665
557,Coming Through the Rye,5,1,1,1,97,14/10/2016,1,6.3,47700.0,1,,0,693.0,11149116327.0,2060252692.0,46.0,18137
558,Command and Control,6,1,3,1,92,14/09/2016,1,7.2,0.0,0,,0,0.0,11149116327.0,65052467.0,54.0,57635
559,Commitment,22,6,4,0,113,06/12/2013,7,6.8,0.0,0,,0,790.0,11041914748.0,2219810902.0,27.0,76543
560,The Commune,13,6,1,0,111,19/05/2017,16,6.4,0.0,0,,0,545.0,11216236720.0,1339173437.0,33.0,38737
561,Compadres,368,6,4,1,101,22/04/2016,1,4.7,0.0,0,,0,1016.0,11149116327.0,2953177273.0,51.0,3127773
562,The Company Men,277,2,1,1,104,21/01/2011,1,6.8,55466.666670000006,1,18600.0,1,613.0,10589599184.0,1687447132.0,23.0,4441272
563,The Company You Keep,807,1,1,1,125,05/04/2013,1,6.4,77200.0,1,30500.0,1,711.0,11041914748.0,1670662348.0,37.0,5133027
564,Complete Unknown,63,1,1,1,91,26/08/2016,1,5.4,35100.0,1,,0,975.0,11149116327.0,2060252692.0,44.0,187145
565,Compliance,21,1,6,1,90,17/08/2012,1,6.4,0.0,0,,0,0.0,10187347362.0,,46.0,319285
566,Computer Chess,9,1,2,0,92,17/07/2013,1,6.3,0.0,0,,0,908.0,11041914748.0,1050654625.0,32.0,102041
567,Conan O'Brien Can't Stop,24,1,3,1,89,24/06/2011,1,7.0,0.0,0,,0,198.0,10589599184.0,93825307.0,30.0,267965
568,Concerning Violence,2,6,3,0,90,05/12/2014,1,7.4,0.0,0,,0,274.0,10893180888.0,49307450.0,26.0,12680
569,The Concert,21,3,2,1,119,30/07/2010,2,7.6,0.0,0,,0,1029.0,10639535233.0,1435263724.0,31.0,657986
570,Concussion,25,2,6,1,123,04/10/2013,1,7.1,77233.33333,1,12000.0,1,1124.0,11041914748.0,,34.0,42606
571,The Condemned,2310,1,4,1,113,27/04/2007,1,6.1,0.0,0,,0,1314.0,9190502983.0,1007869230.0,17.0,7371706
572,Confession of a Child of the Century,1,3,1,1,120,25/09/2015,1,4.2,0.0,0,,0,100.0,10354970864.0,1679582816.0,47.0,74
573,Confessions of a Shopaholic,2534,1,2,1,104,13/02/2009,1,5.9,63000.0,1,58700.0,1,1321.0,9750709587.0,2099450726.0,18.0,44277350
574,Confessionsofa Ex-Doofus-ItchyFooted Mutha,1,1,9,1,99,21/08/2009,1,7.5,0.0,0,,0,0.0,9750709587.0,2689254029.0,24.0,1013
575,Confidential Assignment,13,6,4,0,125,27/01/2017,7,6.5,0.0,0,,0,170.0,11216236720.0,2297451379.0,33.0,475618
576,The Congress,37,6,7,0,122,29/08/2014,1,6.5,118400.0,1,,0,1341.0,10893180888.0,,38.0,137815
577,The Congressman,13,1,1,1,98,29/04/2016,1,6.0,0.0,0,,0,691.0,11149116327.0,2060252692.0,51.0,71451
578,The Conjuring,3115,1,8,1,112,19/07/2013,1,7.5,35800.0,1,101600.0,1,660.0,11041914748.0,308863451.0,32.0,137400141
579,The Conjuring 2,3356,5,8,1,134,10/06/2016,1,7.4,35800.0,1,101600.0,1,490.0,11149116327.0,374243647.0,42.0,102470008
580,Connected,7,6,4,1,110,16/09/2011,12,6.7,0.0,0,,0,734.0,10589599184.0,1491832495.0,43.0,46782
581,The Connection,27,3,4,1,135,15/05/2015,2,7.1,0.0,0,,0,1280.0,10354970864.0,2268082751.0,45.0,190980
582,The Conquest,8,3,6,0,105,11/11/2011,2,6.3,0.0,0,,0,934.0,10589599184.0,,28.0,74474
583,The Conspirator,849,1,5,1,122,15/04/2011,1,6.9,69066.66667,1,30500.0,1,716.0,10589599184.0,,40.0,11538204
584,Constantine's Sword,6,1,3,1,93,18/04/2008,1,7.1,35000.0,1,,0,0.0,9767268194.0,70723219.0,34.0,179507
585,Consumed,3,1,1,0,95,10/11/2015,1,5.6,0.0,0,,0,317.0,10354970864.0,1679582816.0,38.0,20476
586,Contagion,3222,1,1,1,106,09/09/2011,1,6.6,55600.0,1,39500.0,1,466.0,10589599184.0,1687447132.0,43.0,75658097
587,Contemporary Color,5,1,3,1,97,01/03/2017,1,6.8,0.0,0,,0,197.0,11216236720.0,50850748.0,36.0,15305
588,Contraband,2870,1,4,1,109,13/01/2012,1,6.5,0.0,0,,0,687.0,10187347362.0,2117507233.0,30.0,66528000
589,Contracted,3,1,1,0,84,22/11/2013,1,5.3,0.0,0,,0,1359.0,11041914748.0,1670662348.0,42.0,4105
590,Control,29,2,6,1,122,10/10/2007,1,7.7,0.0,0,17900.0,1,1469.0,9190502983.0,,31.0,872252
591,Conviction,672,1,6,1,107,15/10/2010,1,7.2,28700.0,1,,0,694.0,10639535233.0,,34.0,6783129
592,Cook County,5,1,1,0,93,16/12/2011,1,6.8,0.0,0,,0,273.0,10589599184.0,1687447132.0,25.0,17977
593,Cool It,43,1,3,1,87,12/11/2010,1,6.9,0.0,0,,0,1090.0,10639535233.0,187290939.0,26.0,62713
594,Cooties,29,1,2,1,88,18/09/2015,1,5.7,51100.0,1,,0,459.0,10354970864.0,1272411206.0,47.0,60058
595,Cop Car,60,1,5,1,88,07/08/2015,1,6.3,31700.0,1,,0,954.0,10354970864.0,,34.0,134552
596,Cop Out,3150,1,4,1,107,26/02/2010,1,5.6,45400.0,1,18800.0,1,732.0,10639535233.0,2041030428.0,22.0,44875481
597,Copperhead,59,1,1,1,120,28/06/2013,1,5.6,0.0,0,,0,787.0,11041914748.0,1670662348.0,41.0,171740
598,Coraline,2320,1,7,1,100,06/02/2009,1,7.7,61200.0,1,46200.0,1,546.0,9750709587.0,,18.0,75286229
599,Coriolanus,21,2,1,1,123,20/01/2012,1,6.2,63850.0,1,996.0,1,791.0,10187347362.0,1490190858.0,30.0,757195
600,Corked,1,1,2,1,90,05/06/2009,1,6.4,0.0,0,,0,0.0,9750709587.0,2099450726.0,24.0,4254
601,Corman's World: Exploits of a Hollywood Rebel,2,1,3,1,95,16/12/2011,1,7.6,0.0,0,,0,0.0,10589599184.0,93825307.0,25.0,7000
602,CornerStore,2,1,2,1,94,12/08/2011,1,8.0,0.0,0,,0,100.0,10589599184.0,1376087969.0,38.0,45176
603,Corpo celeste,1,6,1,0,99,08/06/2012,15,6.7,0.0,0,,0,182.0,10187347362.0,1490190858.0,29.0,8919
604,Cosmopolis,65,5,1,1,109,17/08/2012,1,5.0,78850.0,1,,0,684.0,10187347362.0,1490190858.0,46.0,763556
605,The Counselor,3044,1,11,1,11,25/10/2013,1,7.8,0.0,0,,0,727.0,11041914748.0,,34.0,16973715
606,Countdown to Zero,28,1,3,1,91,23/07/2010,1,6.9,0.0,0,,0,838.0,10639535233.0,187290939.0,31.0,272040
607,The Counterfeiters,170,6,5,1,98,22/02/2008,8,7.6,0.0,0,,0,484.0,9767268194.0,,31.0,5488570
608,Counting,1,1,3,1,111,31/07/2015,1,5.9,0.0,0,,0,0.0,10354970864.0,88392417.0,35.0,8374
609,Country Strong,1441,1,1,1,117,22/12/2010,1,6.3,50800.0,1,14600.0,1,1331.0,10639535233.0,1834327761.0,19.0,20218921
610,Couples Retreat,3074,1,2,1,113,09/10/2009,1,5.5,56000.0,1,,0,539.0,9750709587.0,2099450726.0,37.0,109204945
611,Courageous,1214,1,1,1,129,30/09/2011,1,7.0,26100.0,1,36500.0,1,1009.0,10589599184.0,1687447132.0,43.0,34522221
612,Court,2,4,1,1,116,15/07/2015,64,7.7,0.0,0,,0,1965.0,10354970864.0,1679582816.0,35.0,22898
613,The Cove,56,1,3,1,92,31/07/2009,1,8.5,0.0,0,,0,523.0,9750709587.0,87432868.0,26.0,857005
614,Cover,14,1,1,1,98,22/02/2008,1,5.6,0.0,0,17800.0,1,1972.0,9767268194.0,1293680617.0,31.0,79436
615,Cowboys & Aliens,3754,1,4,1,119,29/07/2011,1,6.0,63500.0,1,166800.0,1,1148.0,10589599184.0,1491832495.0,36.0,100240551
616,Cowgirls 'n Angels,50,1,9,1,92,25/05/2012,1,6.2,0.0,0,,0,0.0,10187347362.0,2824412451.0,34.0,120680
617,Coyote County Loser,2,1,2,1,92,20/03/2009,1,6.2,0.0,0,,0,0.0,9750709587.0,2099450726.0,27.0,24375
618,OK Jaanu,121,4,1,1,135,13/01/2017,3,5.1,0.0,0,,0,1460.0,11216236720.0,1339173437.0,33.0,355922
619,Oka!,2,1,1,1,105,14/10/2011,1,5.5,0.0,0,,0,0.0,10589599184.0,1687447132.0,38.0,18364
620,Old Dogs,3425,1,2,1,88,25/11/2009,1,5.4,60100.0,1,,0,865.0,9750709587.0,2099450726.0,29.0,49492060
621,Old Fashioned,298,1,1,1,115,06/02/2015,1,5.3,0.0,0,,0,1111.0,10354970864.0,1679582816.0,31.0,1914090
622,Old Stone,6,5,10,0,80,30/11/2016,5,6.9,0.0,0,,0,793.0,11149116327.0,,35.0,7476
623,The Olivia Experiment,6,1,2,0,89,22/08/2014,1,6.5,0.0,0,,0,0.0,10893180888.0,1619719448.0,38.0,15122
624,Olympus Has Fallen,3106,1,4,1,119,22/03/2013,1,6.5,48000.0,1,52300.0,1,711.0,11041914748.0,2219810902.0,41.0,98925640
625,Om Shanti Om,114,4,4,1,162,09/11/2007,3,6.7,0.0,0,,0,980.0,9190502983.0,1007869230.0,27.0,3597372
626,Omar,53,6,1,1,96,21/02/2014,11,7.6,0.0,0,,0,845.0,10893180888.0,1338281892.0,29.0,356000
627,On Any Sunday: The Next Chapter,231,1,3,1,90,07/11/2014,1,7.1,0.0,0,,0,682.0,10893180888.0,49307450.0,25.0,543044
628,On Broadway,5,1,1,1,98,14/03/2008,1,6.6,0.0,0,,0,174.0,9767268194.0,1293680617.0,32.0,23968
629,On Meditation,2,1,3,0,65,27/07/2016,72,7.3,765.0,1,,0,0.0,11149116327.0,65052467.0,42.0,4322
630,On My Way,32,3,2,0,116,14/03/2014,2,6.4,0.0,0,,0,1170.0,10893180888.0,1619719448.0,47.0,317324
631,On the Ice,5,1,1,1,96,17/02/2012,1,6.4,0.0,0,,0,997.0,10187347362.0,1490190858.0,29.0,73492
632,On the Job,29,6,4,0,118,27/09/2013,35,7.0,0.0,0,,0,1081.0,11041914748.0,2219810902.0,51.0,164620
633,On the Map,4,1,3,1,0,25/11/2016,1,6.350375411,0.0,0,,0,0.0,11149116327.0,65052467.0,35.0,17099
634,"On the Other Hand, Death",2,5,5,1,86,18/07/2008,1,6.4,0.0,0,,0,0.0,9767268194.0,,24.0,2892
635,On the Other Side of the Tracks,50,3,4,1,96,04/04/2014,2,5.8,153500.0,1,,0,100.0,10893180888.0,2225063194.0,33.0,9572
636,On the Road,107,3,9,1,124,21/12/2012,1,6.1,53350.0,1,,0,1362.0,10187347362.0,2824412451.0,21.0,744296
637,On the Rumba River,1,3,3,1,82,06/06/2008,38,6.9,0.0,0,,0,0.0,9767268194.0,70723219.0,29.0,1698
638,On the Way to School,2,6,3,1,81,06/02/2015,29,7.5,0.0,0,,0,195.0,10354970864.0,88392417.0,31.0,7424
639,On War,2,3,2,0,130,20/11/2015,2,6.2,23100.0,1,,0,1570.0,10354970864.0,1272411206.0,38.0,5086
640,Once,150,6,1,1,86,16/05/2007,1,7.9,0.0,0,,0,1170.0,9190502983.0,1566075796.0,13.0,9439923
