Date	Price	Open	High	Low	Vol.	Change %
"Nov 10, 2016"	"6,827.98"	"6,911.84"	"6,997.25"	"6,799.05"	1.74B	-1.21
"Nov 09, 2016"	"6,911.84"	"6,843.13"	"6,911.84"	"6,696.33"	1.36B	1
"Nov 08, 2016"	"6,843.13"	"6,806.90"	"6,849.31"	"6,795.06"	832.26M	0.53
"Nov 07, 2016"	"6,806.90"	"6,693.26"	"6,806.90"	"6,693.26"	862.19M	1.7
"Nov 04, 2016"	"6,693.26"	"6,790.51"	"6,790.52"	"6,676.56"	875.84M	-1.43
"Nov 03, 2016"	"6,790.51"	"6,845.42"	"6,873.21"	"6,790.51"	1.08B	-0.8
"Nov 02, 2016"	"6,845.42"	"6,917.14"	"6,917.14"	"6,845.42"	773.90M	-1.04
"Nov 01, 2016"	"6,917.14"	"6,954.22"	"6,993.79"	"6,903.61"	780.87M	-0.53
"Oct 31, 2016"	"6,954.22"	"6,996.26"	"6,996.26"	"6,945.29"	810.76M	-0.6
"Oct 28, 2016"	"6,996.26"	"6,986.57"	"7,006.43"	"6,927.21"	956.62M	0.14
"Oct 27, 2016"	"6,986.57"	"6,958.09"	"7,003.93"	"6,924.05"	961.78M	0.41
"Oct 26, 2016"	"6,958.09"	"7,017.64"	"7,017.64"	"6,917.77"	939.84M	-0.85
"Oct 25, 2016"	"7,017.64"	"6,986.40"	"7,067.23"	"6,985.92"	861.00M	0.45
"Oct 24, 2016"	"6,986.40"	"7,020.47"	"7,067.34"	"6,983.40"	677.60M	-0.49
"Oct 21, 2016"	"7,020.47"	"7,026.90"	"7,058.39"	"7,011.09"	757.85M	-0.09
"Oct 20, 2016"	"7,026.90"	"7,021.92"	"7,047.55"	"6,998.84"	843.64M	0.07
"Oct 19, 2016"	"7,021.92"	"7,000.06"	"7,031.20"	"6,975.92"	823.09M	0.31
"Oct 18, 2016"	"7,000.06"	"6,947.55"	"7,033.02"	"6,946.39"	795.84M	0.76
"Oct 17, 2016"	"6,947.55"	"7,013.55"	"7,013.55"	"6,937.43"	727.72M	-0.94
"Oct 14, 2016"	"7,013.55"	"6,977.74"	"7,055.18"	"6,977.74"	872.17M	0.51
"Oct 13, 2016"	"6,977.74"	"7,024.01"	"7,024.01"	"6,930.04"	1.04B	-0.66
"Oct 12, 2016"	"7,024.01"	"7,070.88"	"7,079.42"	"7,015.76"	937.94M	-0.66
"Oct 11, 2016"	"7,070.88"	"7,097.50"	"7,129.83"	"7,061.36"	983.13M	-0.38
"Oct 10, 2016"	"7,097.50"	"7,044.39"	"7,104.49"	"7,024.08"	874.92M	0.75
"Oct 07, 2016"	"7,044.39"	"6,999.96"	"7,079.25"	"6,999.96"	1.40B	0.63
"Oct 06, 2016"	"6,999.96"	"7,033.25"	"7,049.34"	"6,999.96"	821.63M	-0.47
"Oct 05, 2016"	"7,033.25"	"7,074.34"	"7,076.71"	"7,024.13"	970.16M	-0.58
"Oct 04, 2016"	"7,074.34"	"6,983.52"	"7,121.93"	"6,983.52"	1.45B	1.3
"Oct 03, 2016"	"6,983.52"	"6,899.33"	"6,996.43"	"6,898.09"	745.41M	1.22
"Sep 30, 2016"	"6,899.33"	"6,919.42"	"6,919.42"	"6,809.51"	1.18B	-0.29
"Sep 29, 2016"	"6,919.42"	"6,849.38"	"6,941.09"	"6,849.38"	859.07M	1.02
"Sep 28, 2016"	"6,849.38"	"6,807.67"	"6,878.21"	"6,807.67"	758.30M	0.61
"Sep 27, 2016"	"6,807.67"	"6,818.04"	"6,865.45"	"6,768.86"	847.95M	-0.15
"Sep 26, 2016"	"6,818.04"	"6,909.43"	"6,909.63"	"6,806.47"	795.94M	-1.32
"Sep 23, 2016"	"6,909.43"	"6,911.40"	"6,920.23"	"6,882.62"	760.91M	-0.03
"Sep 22, 2016"	"6,911.40"	"6,834.77"	"6,937.33"	"6,834.77"	756.01M	1.12
"Sep 21, 2016"	"6,834.77"	"6,830.79"	"6,879.81"	"6,830.47"	722.08M	0.06
"Sep 20, 2016"	"6,830.79"	"6,813.55"	"6,869.10"	"6,798.02"	715.57M	0.25
"Sep 19, 2016"	"6,813.55"	"6,710.28"	"6,813.95"	"6,710.28"	706.09M	1.54
"Sep 16, 2016"	"6,710.28"	"6,730.30"	"6,746.29"	"6,692.73"	1.39B	-0.3
"Sep 15, 2016"	"6,730.30"	"6,673.31"	"6,736.84"	"6,654.82"	770.12M	0.85
"Sep 14, 2016"	"6,673.31"	"6,665.63"	"6,720.29"	"6,665.63"	695.11M	0.12
"Sep 13, 2016"	"6,665.63"	"6,700.90"	"6,724.74"	"6,665.63"	864.67M	-0.53
"Sep 12, 2016"	"6,700.90"	"6,776.95"	"6,776.95"	"6,654.48"	887.97M	-1.12
"Sep 09, 2016"	"6,776.95"	"6,858.70"	"6,862.38"	"6,762.30"	792.45M	-1.19
"Sep 08, 2016"	"6,858.70"	"6,846.58"	"6,889.64"	"6,819.82"	807.43M	0.18
"Sep 07, 2016"	"6,846.58"	"6,826.05"	"6,856.12"	"6,814.87"	938.66M	0.3
"Sep 06, 2016"	"6,826.05"	"6,879.42"	"6,887.92"	"6,818.96"	687.09M	-0.78
"Sep 05, 2016"	"6,879.42"	"6,894.60"	"6,910.66"	"6,867.08"	556.66M	-0.22
"Sep 02, 2016"	"6,894.60"	"6,745.97"	"6,928.25"	"6,745.97"	1.18B	2.2
"Sep 01, 2016"	"6,745.97"	"6,781.51"	"6,826.22"	"6,723.21"	991.76M	-0.52
"Aug 31, 2016"	"6,781.51"	"6,820.79"	"6,832.89"	"6,779.54"	942.42M	-0.58
"Aug 30, 2016"	"6,820.79"	"6,838.05"	"6,851.83"	"6,808.07"	741.10M	-0.25
"Aug 26, 2016"	"6,838.05"	"6,816.90"	"6,857.29"	"6,798.82"	532.51M	0.31
"Aug 25, 2016"	"6,816.90"	"6,835.78"	"6,836.22"	"6,779.15"	657.67M	-0.28
"Aug 24, 2016"	"6,835.78"	"6,868.51"	"6,868.51"	"6,825.22"	748.05M	-0.48
"Aug 23, 2016"	"6,868.51"	"6,828.54"	"6,885.39"	"6,828.54"	722.22M	0.59
"Aug 22, 2016"	"6,828.54"	"6,858.95"	"6,884.61"	"6,812.07"	616.67M	-0.44
"Aug 19, 2016"	"6,858.95"	"6,868.96"	"6,871.48"	"6,840.94"	702.48M	-0.15
"Aug 18, 2016"	"6,868.96"	"6,859.15"	"6,893.35"	"6,850.61"	579.27M	0.14
"Aug 17, 2016"	"6,859.15"	"6,893.92"	"6,920.76"	"6,849.90"	716.29M	-0.5
"Aug 16, 2016"	"6,893.92"	"6,941.19"	"6,941.19"	"6,893.92"	643.22M	-0.68
"Aug 15, 2016"	"6,941.19"	"6,916.02"	"6,955.34"	"6,907.17"	551.50M	0.36
"Aug 12, 2016"	"6,916.02"	"6,914.71"	"6,931.04"	"6,896.04"	686.79M	0.02
"Aug 11, 2016"	"6,914.71"	"6,866.42"	"6,914.71"	"6,812.73"	758.10M	0.7
"Aug 10, 2016"	"6,866.42"	"6,851.30"	"6,866.42"	"6,820.04"	736.64M	0.22
"Aug 09, 2016"	"6,851.30"	"6,809.13"	"6,863.10"	"6,807.76"	869.31M	0.62
"Aug 08, 2016"	"6,809.13"	"6,793.47"	"6,829.47"	"6,781.47"	754.48M	0.23
"Aug 05, 2016"	"6,793.47"	"6,740.16"	"6,802.41"	"6,738.57"	880.80M	0.79
"Aug 04, 2016"	"6,740.16"	"6,634.40"	"6,749.67"	"6,615.83"	1.00B	1.59
"Aug 03, 2016"	"6,634.40"	"6,645.40"	"6,673.63"	"6,621.42"	797.08M	-0.17
"Aug 02, 2016"	"6,645.40"	"6,693.95"	"6,694.14"	"6,630.76"	822.03M	-0.73
"Aug 01, 2016"	"6,693.95"	"6,724.43"	"6,769.41"	"6,678.45"	727.71M	-0.45
"Jul 29, 2016"	"6,724.43"	"6,721.06"	"6,740.47"	"6,691.13"	921.70M	0.05
"Jul 28, 2016"	"6,721.06"	"6,750.43"	"6,762.72"	"6,718.90"	1.20B	-0.44
"Jul 27, 2016"	"6,750.43"	"6,724.03"	"6,780.05"	"6,723.71"	786.51M	0.39
"Jul 26, 2016"	"6,724.03"	"6,710.13"	"6,744.80"	"6,708.58"	737.76M	0.21
"Jul 25, 2016"	"6,710.13"	"6,730.48"	"6,756.13"	"6,691.03"	682.06M	-0.3
"Jul 22, 2016"	"6,730.48"	"6,699.89"	"6,735.94"	"6,663.72"	716.11M	0.46
"Jul 21, 2016"	"6,699.89"	"6,728.99"	"6,732.07"	"6,694.52"	809.67M	-0.43
"Jul 20, 2016"	"6,728.99"	"6,697.37"	"6,736.57"	"6,694.36"	767.73M	0.47
"Jul 19, 2016"	"6,697.37"	"6,695.42"	"6,711.69"	"6,660.87"	634.74M	0.03
"Jul 18, 2016"	"6,695.42"	"6,669.24"	"6,715.58"	"6,653.67"	878.07M	0.39
"Jul 15, 2016"	"6,669.24"	"6,654.47"	"6,669.24"	"6,616.51"	839.25M	0.22
"Jul 14, 2016"	"6,654.47"	"6,670.40"	"6,743.42"	"6,648.40"	924.14M	-0.24
"Jul 13, 2016"	"6,670.40"	"6,680.69"	"6,717.17"	"6,654.64"	1.06B	-0.15
"Jul 12, 2016"	"6,680.69"	"6,682.86"	"6,703.09"	"6,663.66"	1.17B	-0.03
"Jul 11, 2016"	"6,682.86"	"6,590.64"	"6,695.07"	"6,590.64"	968.34M	1.4
"Jul 08, 2016"	"6,590.64"	"6,533.79"	"6,605.83"	"6,515.24"	937.84M	0.87
"Jul 07, 2016"	"6,533.79"	"6,463.59"	"6,579.25"	"6,463.59"	1.05B	1.09
"Jul 06, 2016"	"6,463.59"	"6,545.37"	"6,580.32"	"6,432.47"	1.61B	-1.25
"Jul 05, 2016"	"6,545.37"	"6,522.26"	"6,561.58"	"6,472.25"	1.18B	0.35
"Jul 04, 2016"	"6,522.26"	"6,577.83"	"6,612.13"	"6,514.81"	748.24M	-0.84
"Jul 01, 2016"	"6,577.83"	"6,504.33"	"6,587.44"	"6,498.56"	1.10B	1.13
"Jun 30, 2016"	"6,504.33"	"6,360.06"	"6,504.33"	"6,309.98"	1.56B	2.27
"Jun 29, 2016"	"6,360.06"	"6,140.39"	"6,360.06"	"6,140.39"	1.50B	3.58
"Jun 28, 2016"	"6,140.39"	"5,982.20"	"6,170.26"	"5,982.20"	1.59B	2.64
"Jun 27, 2016"	"5,982.20"	"6,138.69"	"6,138.69"	"5,958.66"	2.51B	-2.55
"Jun 24, 2016"	"6,138.69"	"6,338.10"	"6,338.55"	"5,788.74"	3.88B	-3.15
"Jun 23, 2016"	"6,338.10"	"6,261.19"	"6,380.58"	"6,261.19"	915.16M	1.23
"Jun 22, 2016"	"6,261.19"	"6,226.55"	"6,315.62"	"6,222.01"	884.65M	0.56
"Jun 21, 2016"	"6,226.55"	"6,204.00"	"6,250.19"	"6,156.23"	842.01M	0.36
"Jun 20, 2016"	"6,204.00"	"6,021.09"	"6,236.53"	"6,021.09"	1.01B	3.04
"Jun 17, 2016"	"6,021.09"	"5,950.48"	"6,046.10"	"5,950.48"	1.31B	1.19
"Jun 16, 2016"	"5,950.48"	"5,966.80"	"5,966.80"	"5,899.97"	815.96M	-0.27
"Jun 15, 2016"	"5,966.80"	"5,923.53"	"6,007.49"	"5,923.39"	868.08M	0.73
"Jun 14, 2016"	"5,923.53"	"6,044.97"	"6,044.97"	"5,921.72"	983.53M	-2.01
"Jun 13, 2016"	"6,044.97"	"6,115.76"	"6,115.76"	"6,044.97"	852.84M	-1.16
"Jun 10, 2016"	"6,115.76"	"6,231.89"	"6,231.89"	"6,097.24"	748.34M	-1.86
"Jun 09, 2016"	"6,231.89"	"6,301.52"	"6,301.73"	"6,229.07"	668.49M	-1.1
"Jun 08, 2016"	"6,301.52"	"6,284.53"	"6,304.51"	"6,263.80"	663.11M	0.27
"Jun 07, 2016"	"6,284.53"	"6,273.40"	"6,322.60"	"6,273.40"	690.00M	0.18
"Jun 06, 2016"	"6,273.40"	"6,209.63"	"6,301.56"	"6,209.63"	732.58M	1.03
"Jun 03, 2016"	"6,209.63"	"6,185.61"	"6,251.74"	"6,168.19"	660.72M	0.39
"Jun 02, 2016"	"6,185.61"	"6,191.93"	"6,220.27"	"6,173.05"	892.21M	-0.1
"Jun 01, 2016"	"6,191.93"	"6,230.79"	"6,233.18"	"6,151.90"	887.24M	-0.62
"May 31, 2016"	"6,230.79"	"6,270.79"	"6,290.07"	"6,230.11"	1.33B	-0.64
"May 27, 2016"	"6,270.79"	"6,265.65"	"6,275.90"	"6,250.27"	577.10M	0.08
"May 26, 2016"	"6,265.65"	"6,262.85"	"6,281.73"	"6,243.49"	665.57M	0.04
"May 25, 2016"	"6,262.85"	"6,219.26"	"6,270.25"	"6,219.26"	870.44M	0.7
"May 24, 2016"	"6,219.26"	"6,136.43"	"6,231.85"	"6,109.58"	833.81M	1.35
"May 23, 2016"	"6,136.43"	"6,156.32"	"6,173.06"	"6,122.57"	653.01M	-0.32
"May 20, 2016"	"6,156.32"	"6,053.35"	"6,156.50"	"6,053.35"	780.58M	1.7
"May 19, 2016"	"6,053.35"	"6,165.80"	"6,165.80"	"6,050.21"	936.49M	-1.82
"May 18, 2016"	"6,165.80"	"6,167.77"	"6,169.33"	"6,115.99"	887.53M	-0.03
"May 17, 2016"	"6,167.77"	"6,151.40"	"6,215.88"	"6,147.16"	758.81M	0.27
"May 16, 2016"	"6,151.40"	"6,138.50"	"6,157.24"	"6,092.21"	445.33M	0.21
"May 13, 2016"	"6,138.50"	"6,104.19"	"6,138.50"	"6,060.10"	646.36M	0.56
"May 12, 2016"	"6,104.19"	"6,162.49"	"6,193.21"	"6,094.14"	698.76M	-0.95
"May 11, 2016"	"6,162.49"	"6,156.65"	"6,172.72"	"6,131.22"	573.06M	0.09
"May 10, 2016"	"6,156.65"	"6,114.81"	"6,180.19"	"6,114.81"	652.99M	0.68
"May 09, 2016"	"6,114.81"	"6,125.70"	"6,177.60"	"6,108.37"	669.49M	-0.18
"May 06, 2016"	"6,125.70"	"6,117.25"	"6,129.90"	"6,054.74"	720.35M	0.14
"May 05, 2016"	"6,117.25"	"6,112.02"	"6,152.59"	"6,102.29"	713.23M	0.09
"May 04, 2016"	"6,112.02"	"6,185.59"	"6,185.59"	"6,100.76"	775.56M	-1.19
"May 03, 2016"	"6,185.59"	"6,241.89"	"6,270.03"	"6,159.86"	895.10M	-0.9
"Apr 29, 2016"	"6,241.89"	"6,322.40"	"6,322.40"	"6,241.89"	865.55M	-1.27
"Apr 28, 2016"	"6,322.40"	"6,319.91"	"6,322.40"	"6,224.47"	861.76M	0.04
"Apr 27, 2016"	"6,319.91"	"6,284.52"	"6,319.91"	"6,255.20"	822.36M	0.56
"Apr 26, 2016"	"6,284.52"	"6,260.92"	"6,297.88"	"6,260.92"	776.83M	0.38
"Apr 25, 2016"	"6,260.92"	"6,310.44"	"6,324.60"	"6,249.34"	688.68M	-0.78
"Apr 22, 2016"	"6,310.44"	"6,381.44"	"6,381.58"	"6,289.34"	675.93M	-1.11
"Apr 21, 2016"	"6,381.44"	"6,410.26"	"6,427.32"	"6,352.93"	831.61M	-0.45
"Apr 20, 2016"	"6,410.26"	"6,405.35"	"6,421.91"	"6,367.36"	814.75M	0.08
"Apr 19, 2016"	"6,405.35"	"6,353.52"	"6,418.25"	"6,353.49"	808.48M	0.82
"Apr 18, 2016"	"6,353.52"	"6,343.75"	"6,354.88"	"6,261.71"	613.39M	0.15
"Apr 15, 2016"	"6,343.75"	"6,365.10"	"6,372.52"	"6,328.19"	780.84M	-0.34
"Apr 14, 2016"	"6,365.10"	"6,362.89"	"6,373.93"	"6,335.40"	853.11M	0.03
"Apr 13, 2016"	"6,362.89"	"6,242.39"	"6,362.89"	"6,242.39"	957.14M	1.93
"Apr 12, 2016"	"6,242.39"	"6,200.12"	"6,248.27"	"6,176.28"	690.14M	0.68
"Apr 11, 2016"	"6,200.12"	"6,204.41"	"6,229.66"	"6,165.46"	552.59M	-0.07
"Apr 08, 2016"	"6,204.41"	"6,136.89"	"6,216.28"	"6,136.89"	622.13M	1.1
"Apr 07, 2016"	"6,136.89"	"6,161.63"	"6,204.11"	"6,119.38"	761.73M	-0.4
"Apr 06, 2016"	"6,161.63"	"6,091.23"	"6,161.63"	"6,091.23"	738.66M	1.16
"Apr 05, 2016"	"6,091.23"	"6,164.72"	"6,164.74"	"6,061.85"	826.02M	-1.19
"Apr 04, 2016"	"6,164.72"	"6,146.05"	"6,201.95"	"6,132.90"	546.68M	0.3
"Apr 01, 2016"	"6,146.05"	"6,174.90"	"6,174.90"	"6,076.89"	747.48M	-0.47
"Mar 31, 2016"	"6,174.90"	"6,203.17"	"6,203.39"	"6,149.82"	746.40M	-0.46
"Mar 30, 2016"	"6,203.17"	"6,105.90"	"6,221.80"	"6,105.90"	803.81M	1.59
"Mar 29, 2016"	"6,105.90"	"6,106.48"	"6,156.67"	"6,070.77"	596.33M	-0.01
"Mar 24, 2016"	"6,106.48"	"6,199.11"	"6,199.11"	"6,090.03"	625.28M	-1.49
"Mar 23, 2016"	"6,199.11"	"6,192.74"	"6,216.76"	"6,171.13"	621.50M	0.1
"Mar 22, 2016"	"6,192.74"	"6,184.58"	"6,193.47"	"6,110.39"	738.98M	0.13
"Mar 21, 2016"	"6,184.58"	"6,189.64"	"6,215.30"	"6,154.12"	532.07M	-0.08
"Mar 18, 2016"	"6,189.64"	"6,201.12"	"6,237.02"	"6,186.24"	1.13B	-0.19
"Mar 17, 2016"	"6,201.12"	"6,175.49"	"6,220.02"	"6,125.70"	832.61M	0.42
"Mar 16, 2016"	"6,175.49"	"6,139.97"	"6,186.18"	"6,134.27"	700.76M	0.58
"Mar 15, 2016"	"6,139.97"	"6,174.57"	"6,174.57"	"6,114.77"	700.31M	-0.56
"Mar 14, 2016"	"6,174.57"	"6,139.79"	"6,197.83"	"6,139.79"	688.59M	0.57
"Mar 11, 2016"	"6,139.79"	"6,036.70"	"6,150.88"	"6,036.70"	721.70M	1.71
"Mar 10, 2016"	"6,036.70"	"6,146.32"	"6,203.40"	"6,036.70"	1.06B	-1.78
"Mar 09, 2016"	"6,146.32"	"6,125.44"	"6,174.82"	"6,118.23"	758.33M	0.34
"Mar 08, 2016"	"6,125.44"	"6,182.40"	"6,182.45"	"6,101.89"	913.52M	-0.92
"Mar 07, 2016"	"6,182.40"	"6,199.43"	"6,216.10"	"6,125.64"	817.96M	-0.27
"Mar 04, 2016"	"6,199.43"	"6,130.46"	"6,204.14"	"6,130.46"	866.05M	1.13
"Mar 03, 2016"	"6,130.46"	"6,147.06"	"6,173.70"	"6,108.35"	902.84M	-0.27
"Mar 02, 2016"	"6,147.06"	"6,152.88"	"6,194.01"	"6,097.77"	904.55M	-0.09
"Mar 01, 2016"	"6,152.88"	"6,097.09"	"6,153.75"	"6,070.51"	933.63M	0.92
"Feb 29, 2016"	"6,097.09"	"6,096.01"	"6,104.98"	"6,033.21"	941.71M	0.02
"Feb 26, 2016"	"6,096.01"	"6,012.81"	"6,115.37"	"6,012.81"	858.94M	1.38
"Feb 25, 2016"	"6,012.81"	"5,867.18"	"6,028.97"	"5,867.18"	999.96M	2.48
"Feb 24, 2016"	"5,867.18"	"5,962.31"	"5,966.73"	"5,845.55"	834.68M	-1.6
"Feb 23, 2016"	"5,962.31"	"6,037.73"	"6,037.73"	"5,954.18"	747.39M	-1.25
"Feb 22, 2016"	"6,037.73"	"5,950.23"	"6,065.81"	"5,950.23"	822.11M	1.47
"Feb 19, 2016"	"5,950.23"	"5,971.95"	"6,001.22"	"5,916.26"	692.90M	-0.36
"Feb 18, 2016"	"5,971.95"	"6,030.32"	"6,036.46"	"5,948.25"	809.87M	-0.97
"Feb 17, 2016"	"6,030.32"	"5,862.17"	"6,030.32"	"5,862.17"	948.75M	2.87
"Feb 16, 2016"	"5,862.17"	"5,824.28"	"5,880.72"	"5,812.49"	771.10M	0.65
"Feb 15, 2016"	"5,824.28"	"5,707.60"	"5,844.53"	"5,707.60"	724.66M	2.04
"Feb 12, 2016"	"5,707.60"	"5,536.97"	"5,707.60"	"5,536.97"	1.08B	3.08
"Feb 11, 2016"	"5,536.97"	"5,672.30"	"5,672.30"	"5,499.51"	1.07B	-2.39
"Feb 10, 2016"	"5,672.30"	"5,632.19"	"5,712.78"	"5,616.88"	994.63M	0.71
"Feb 09, 2016"	"5,632.19"	"5,689.36"	"5,739.25"	"5,596.26"	1.15B	-1
"Feb 08, 2016"	"5,689.36"	"5,848.06"	"5,882.43"	"5,666.13"	995.84M	-2.71
"Feb 05, 2016"	"5,848.06"	"5,898.76"	"5,945.90"	"5,839.36"	983.67M	-0.86
"Feb 04, 2016"	"5,898.76"	"5,837.14"	"5,938.12"	"5,831.12"	1.05B	1.06
"Feb 03, 2016"	"5,837.14"	"5,922.01"	"5,924.58"	"5,791.04"	1.03B	-1.43
"Feb 02, 2016"	"5,922.01"	"6,060.10"	"6,060.45"	"5,889.60"	1.02B	-2.28
"Feb 01, 2016"	"6,060.10"	"6,083.79"	"6,115.11"	"5,993.84"	833.65M	-0.39
"Jan 29, 2016"	"6,083.79"	"5,931.78"	"6,083.79"	"5,931.78"	1.02B	2.56
"Jan 28, 2016"	"5,931.78"	"5,990.37"	"6,020.54"	"5,889.37"	918.48M	-0.98
"Jan 27, 2016"	"5,990.37"	"5,911.46"	"5,990.37"	"5,870.75"	902.09M	1.33
"Jan 26, 2016"	"5,911.46"	"5,877.00"	"5,919.17"	"5,771.37"	878.66M	0.59
"Jan 25, 2016"	"5,877.00"	"5,900.01"	"5,933.47"	"5,851.83"	828.64M	-0.39
"Jan 22, 2016"	"5,900.01"	"5,773.79"	"5,926.94"	"5,773.79"	906.98M	2.19
"Jan 21, 2016"	"5,773.79"	"5,673.58"	"5,781.24"	"5,659.15"	1.12B	1.77
"Jan 20, 2016"	"5,673.58"	"5,876.80"	"5,876.80"	"5,639.88"	1.07B	-3.46
"Jan 19, 2016"	"5,876.80"	"5,779.92"	"5,915.69"	"5,779.92"	833.71M	1.68
"Jan 18, 2016"	"5,779.92"	"5,804.10"	"5,852.09"	"5,766.50"	741.11M	-0.42
"Jan 15, 2016"	"5,804.10"	"5,918.23"	"5,934.62"	"5,769.23"	1.12B	-1.93
"Jan 14, 2016"	"5,918.23"	"5,960.97"	"5,960.97"	"5,829.26"	1.10B	-0.72
"Jan 13, 2016"	"5,960.97"	"5,929.24"	"6,011.13"	"5,929.24"	834.54M	0.54
"Jan 12, 2016"	"5,929.24"	"5,871.83"	"5,985.80"	"5,866.67"	831.69M	0.98
"Jan 11, 2016"	"5,871.83"	"5,912.44"	"5,941.93"	"5,871.83"	841.79M	-0.69
"Jan 08, 2016"	"5,912.44"	"5,954.08"	"6,013.38"	"5,912.44"	835.01M	-0.7
"Jan 07, 2016"	"5,954.08"	"6,073.38"	"6,073.38"	"5,887.97"	1.09B	-1.96
"Jan 06, 2016"	"6,073.38"	"6,137.24"	"6,137.24"	"6,018.65"	721.61M	-1.04
"Jan 05, 2016"	"6,137.24"	"6,093.43"	"6,166.26"	"6,079.23"	643.37M	0.72
"Jan 04, 2016"	"6,093.43"	"6,242.32"	"6,242.32"	"6,071.01"	707.34M	-2.39
"Dec 31, 2015"	"6,242.32"	"6,274.05"	"6,278.31"	"6,233.03"	166.42M	-0.51
"Dec 30, 2015"	"6,274.05"	"6,314.57"	"6,314.57"	"6,261.48"	337.96M	-0.64
"Dec 29, 2015"	"6,314.57"	"6,254.64"	"6,314.57"	"6,245.24"	462.31M	0.96
"Dec 24, 2015"	"6,254.64"	"6,240.98"	"6,259.86"	"6,236.85"	112.22M	0.22
"Dec 23, 2015"	"6,240.98"	"6,083.10"	"6,248.50"	"6,083.10"	596.53M	2.6
"Dec 22, 2015"	"6,083.10"	"6,034.84"	"6,090.58"	"6,031.82"	437.45M	0.8
"Dec 21, 2015"	"6,034.84"	"6,052.42"	"6,113.96"	"6,034.84"	561.86M	-0.29
"Dec 18, 2015"	"6,052.42"	"6,102.54"	"6,105.57"	"6,051.74"	1.27B	-0.82
"Dec 17, 2015"	"6,102.54"	"6,061.19"	"6,160.78"	"6,061.19"	747.55M	0.68
"Dec 16, 2015"	"6,061.19"	"6,017.79"	"6,089.31"	"6,016.25"	773.63M	0.72
"Dec 15, 2015"	"6,017.79"	"5,874.06"	"6,036.68"	"5,874.06"	836.32M	2.45
"Dec 14, 2015"	"5,874.06"	"5,952.78"	"6,009.92"	"5,871.88"	805.17M	-1.32
"Dec 11, 2015"	"5,952.78"	"6,088.05"	"6,088.05"	"5,949.84"	830.91M	-2.22
"Dec 10, 2015"	"6,088.05"	"6,126.68"	"6,127.09"	"6,079.96"	864.01M	-0.63
"Dec 09, 2015"	"6,126.68"	"6,135.22"	"6,175.75"	"6,101.22"	775.11M	-0.14
"Dec 08, 2015"	"6,135.22"	"6,223.52"	"6,224.86"	"6,120.68"	814.51M	-1.42
"Dec 07, 2015"	"6,223.52"	"6,238.29"	"6,287.23"	"6,215.17"	559.03M	-0.24
"Dec 04, 2015"	"6,238.29"	"6,275.00"	"6,277.59"	"6,219.50"	683.05M	-0.59
"Dec 03, 2015"	"6,275.00"	"6,420.93"	"6,444.72"	"6,275.00"	817.89M	-2.27
"Dec 02, 2015"	"6,420.93"	"6,395.65"	"6,447.34"	"6,395.20"	583.61M	0.4
"Dec 01, 2015"	"6,395.65"	"6,356.09"	"6,402.36"	"6,356.09"	809.01M	0.62
"Nov 30, 2015"	"6,356.09"	"6,375.15"	"6,387.11"	"6,329.92"	855.38M	-0.3
"Nov 27, 2015"	"6,375.15"	"6,393.13"	"6,393.13"	"6,345.30"	486.35M	-0.28
"Nov 26, 2015"	"6,393.13"	"6,337.64"	"6,395.33"	"6,333.92"	467.83M	0.88
"Nov 25, 2015"	"6,337.64"	"6,277.23"	"6,348.05"	"6,277.23"	694.08M	0.96
"Nov 24, 2015"	"6,277.23"	"6,305.49"	"6,305.49"	"6,221.33"	880.47M	-0.45
"Nov 23, 2015"	"6,305.49"	"6,334.63"	"6,334.63"	"6,267.05"	603.42M	-0.46
"Nov 20, 2015"	"6,334.63"	"6,329.93"	"6,360.73"	"6,311.76"	832.32M	0.07
"Nov 19, 2015"	"6,329.93"	"6,278.97"	"6,366.85"	"6,278.97"	772.70M	0.81
"Nov 18, 2015"	"6,278.97"	"6,268.76"	"6,283.90"	"6,228.15"	634.12M	0.16
"Nov 17, 2015"	"6,268.76"	"6,146.38"	"6,269.44"	"6,146.38"	719.06M	1.99
"Nov 16, 2015"	"6,146.38"	"6,118.28"	"6,161.90"	"6,079.79"	621.59M	0.46
"Nov 13, 2015"	"6,118.28"	"6,178.68"	"6,178.95"	"6,088.76"	702.65M	-0.98
"Nov 12, 2015"	"6,178.68"	"6,297.20"	"6,300.90"	"6,178.68"	852.48M	-1.88
"Nov 11, 2015"	"6,297.20"	"6,275.28"	"6,327.16"	"6,272.69"	636.99M	0.35
"Nov 10, 2015"	"6,275.28"	"6,295.16"	"6,329.69"	"6,250.31"	748.09M	-0.32
"Nov 09, 2015"	"6,295.16"	"6,353.83"	"6,380.42"	"6,292.05"	678.63M	-0.92
"Nov 06, 2015"	"6,353.83"	"6,364.90"	"6,395.19"	"6,332.73"	733.58M	-0.17
"Nov 05, 2015"	"6,364.90"	"6,412.88"	"6,421.81"	"6,358.12"	722.04M	-0.75
"Nov 04, 2015"	"6,412.88"	"6,383.61"	"6,459.46"	"6,383.04"	782.76M	0.46
"Nov 03, 2015"	"6,383.61"	"6,361.80"	"6,383.61"	"6,344.70"	627.80M	0.34
"Nov 02, 2015"	"6,361.80"	"6,361.09"	"6,364.42"	"6,317.29"	522.27M	0.01
"Oct 30, 2015"	"6,361.09"	"6,395.80"	"6,410.28"	"6,337.65"	738.50M	-0.54
